n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
1857,3034,3075,1034,1582,5773,358,697,1121,13.63,11.64,11.94022760835164
2027,6645,4148,1715,3282,5258,248,3761,3992,9.57,9.6,9.441701770652394
3712,3198,4054,4695,1574,6803,3298,733,3973,19.34,16.43,16.210418021088554
1918,6217,163,5743,2185,4261,3339,3885,3105,14.19,12.14,12.754504884300092
5947,931,5430,2116,795,6670,516,3165,5080,11.79,11.13,11.102436096772752
6795,3090,882,5413,475,2772,1920,5663,704,15.68,13.39,13.6815808663388
4076,5322,4233,1703,4763,6622,1164,4970,527,20.01,16.52,16.433168120196225
4421,306,4003,5749,1588,1214,7047,4742,3737,14.29,13.33,13.056133411847958
5971,4787,3646,2340,4565,2922,7004,3490,1105,14.63,12.89,12.645630160770228
1296,6261,4925,799,4356,5653,2570,5751,2924,12.57,11.5,12.021351682464516
5274,6909,4052,4125,5111,1619,2529,1230,2914,14.21,13.42,13.15895605589768
4331,2329,4176,5382,585,6620,7018,4156,5745,10.87,10.14,10.263920670947133
4464,1801,2819,1997,97,2422,2811,1800,2185,10.06,9.84,9.906891109151298
275,3468,2087,3087,2444,6834,5778,3415,1435,11.64,11.54,11.337713390812551
5385,3246,952,1361,5432,6980,209,1653,6278,12.01,10.64,10.511248804971464
1316,2457,954,108,6524,6261,3116,2800,6851,10.86,10.38,10.154562971434235
1393,4662,3568,1898,1139,3359,4620,3654,3335,10.03,9.38,9.487471952687212
3423,656,4821,573,2365,5872,779,278,698,18.32,16.31,15.568214850153538
5433,872,6260,4267,4319,2950,1258,6616,4136,15.19,13.55,13.562981264839959
3999,5801,1216,4951,515,1553,138,1150,2791,16.08,15.29,15.441524966110283
3164,5392,4699,989,6092,2452,2879,2665,2998,34.94,28.38,28.35529271559466
24,5290,6845,4087,1720,496,5056,271,6220,16.72,13.46,13.676820205429017
6623,6688,4751,1408,1456,2764,3531,3616,990,16.79,15.69,15.73603203315749
682,1642,4959,1834,4073,6646,3876,6473,1265,16.53,14.64,14.24923624110142
3121,999,888,4757,5906,3708,5307,1035,5892,14.04,12.34,12.940183686412087
3600,4214,5943,740,5861,3860,4619,3225,6688,10.84,10.74,10.561663364108568
2955,3730,1847,417,1617,400,3655,912,886,20.81,17.78,17.317655055781223
1730,5940,37,5802,4920,5009,185,5367,2982,12.12,11.35,11.220401767085765
6793,3542,4324,764,6135,6190,4916,4117,6711,12.25,12.03,11.435124653309995
5776,4661,1643,4108,1879,2655,4306,3146,6094,25.65,24.0,24.019175904765415
4258,5302,1607,54,2372,5023,2428,654,6089,15.59,13.54,13.958208018850353
2629,3300,1832,5180,2428,652,4483,3436,6096,9.38,9.5,9.407929892964663
3024,6609,6068,6967,2628,4229,2475,5120,6809,10.82,10.67,10.56087818595905
2923,6416,2423,5336,6928,895,1603,3974,3030,9.53,9.34,9.517858033634775
3101,4792,6939,2555,1681,2379,3252,5021,3141,12.7,11.53,11.718381412339216
6902,5606,4289,5657,5964,2914,6724,5537,4955,13.13,12.28,11.91709704547099
4793,2967,5513,3502,1604,4013,6739,4333,4155,11.24,10.64,10.397126482048053
6866,671,2202,1338,562,4081,6005,7097,2219,16.37,13.89,13.662705322063548
3438,6390,958,5116,6793,6758,2244,2389,2245,32.53,24.69,24.093147813841487
6588,6761,4130,2200,2271,5178,3373,2003,2960,15.39,14.13,13.7658274918634
2013,2031,6473,4134,6122,3751,2047,1918,6662,50.93,39.14,38.67328007206516
6643,4887,4302,6797,1600,3014,4068,6396,866,9.78,10.09,9.901100733853358
6499,914,3178,689,5363,1398,6391,4642,3502,10.97,9.97,9.92423607803294
369,6440,1120,180,4999,1566,5611,2167,713,22.93,18.28,18.72996396589295
781,3790,3766,5482,2312,4637,759,1034,4973,10.51,10.49,10.535689359311474
2929,7086,5346,540,2620,6476,317,6845,687,11.24,10.28,10.197296424617148
7037,1124,5354,6591,3000,6786,614,6674,1890,13.73,11.66,11.748468061335078
5936,303,4913,6473,2615,1821,2429,6095,2928,11.24,9.81,9.843680019439661
2677,541,4260,933,5909,4993,2851,3559,1308,14.66,13.96,13.65315067167952
1286,2088,3189,1218,3532,5962,6407,533,817,17.91,14.79,15.42166441374697
4378,1823,672,2401,1447,2760,6139,1629,893,17.73,15.07,14.343102128582688
416,468,4553,6442,6030,1455,6759,1398,4583,17.0,13.77,13.686809302615169
5239,2676,2419,1984,6030,4099,3923,908,4610,9.6,9.77,9.790755442823707
5884,679,1126,6140,1086,1846,2677,1786,3340,16.44,12.92,13.57368528077952
1424,1384,1106,6242,3607,498,5692,3672,4796,15.14,12.93,12.978569587026211
5470,5027,2353,3398,6671,3576,4737,5624,6039,12.71,11.92,12.00588618594575
3047,5669,4620,5816,4011,3002,6017,6914,6387,10.06,9.61,9.649636058967744
4325,1535,2529,2179,5571,3898,6824,1047,6872,19.7,15.65,15.693713412922463
6863,2268,4095,5204,4149,4371,6462,4193,2368,9.63,9.72,9.550588865029788
6610,1781,4657,4313,3200,6281,1104,6757,4003,15.74,13.88,13.87390971634902
5303,3898,1017,2385,3228,262,286,3043,4150,42.01,33.45,33.012392399742104
2425,2842,3072,5725,226,5090,1173,6801,5639,16.67,14.33,14.156893179010721
118,652,6780,1512,3677,4750,1043,6289,6894,13.11,12.25,11.516647099559309
3485,4621,5163,4740,885,3053,4115,324,4925,17.54,15.61,15.619851917426763
5863,5373,3020,2933,870,2619,5326,836,3904,11.45,10.67,10.646656008947783
6908,1390,5293,1931,3906,2991,4721,2836,3045,14.55,12.53,12.360880661362037
6171,6619,3518,3071,6084,5150,5490,316,6017,9.16,9.12,9.137021446950452
1152,5815,5431,5330,2565,499,265,1905,4177,14.15,12.41,12.52685371730964
2953,3961,3001,3899,4599,1418,2471,1142,5300,16.87,14.94,14.826374273669332
