n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
232,379,985,384,129,197,721,44,87,140,253,830,518,214,410,657,31,470,499,220.03,62.36,66.71999999999998
464,399,506,586,196,918,850,412,91,496,239,777,20,717,273,532,417,485,923,203.88,54.52,55.2
933,388,743,116,678,264,99,833,64,395,635,849,386,110,676,59,346,240,707,212.66,50.97,54.63999999999999
88,509,925,665,529,923,212,595,827,145,621,65,552,968,38,500,718,198,151,214.16,57.63,58.640000000000015
968,880,592,467,746,598,902,455,292,570,365,875,899,436,138,162,782,615,99,196.62,49.01,47.71999999999999
544,706,321,718,365,972,659,863,506,515,638,202,316,153,364,541,291,522,672,203.62,51.39,52.64000000000001
73,827,924,877,519,934,718,558,225,352,249,929,12,302,351,225,273,34,433,198.65,55.6,63.51999999999998
260,385,305,854,722,912,426,179,673,405,119,170,954,679,872,998,26,206,996,202.46,53.13,53.36000000000001
784,164,307,119,13,815,782,389,350,856,174,582,446,926,237,142,419,577,456,201.43,55.6,57.64000000000001
416,427,82,602,71,295,734,97,34,87,679,109,782,533,539,368,157,827,958,206.41,63.27,68.03999999999999
517,499,725,152,618,64,194,17,934,143,348,395,674,587,123,761,306,359,333,214.44,61.08,65.0
988,374,3,661,855,510,215,62,896,632,33,904,988,889,777,827,836,593,176,203.9,82.57,88.88000000000005
182,345,993,441,452,123,85,205,619,229,509,830,484,809,158,390,124,111,594,211.41,62.07,63.83999999999999
738,463,663,129,736,450,526,742,92,732,950,482,577,403,836,369,466,230,52,205.31,56.84,60.47999999999998
202,50,456,114,110,216,742,4,725,615,626,928,23,670,372,849,442,540,95,212.97,75.97,79.63999999999999
991,766,773,614,514,838,722,582,205,513,234,331,538,393,761,532,662,200,6,200.44,65.39,69.03999999999999
296,627,303,930,81,761,328,949,928,412,229,647,303,81,560,429,762,378,826,195.79,42.69,51.56
964,758,870,328,528,309,640,851,980,365,802,916,302,667,866,111,200,496,378,173.7,44.91,45.99999999999999
387,981,599,867,940,319,210,297,406,627,392,862,941,700,536,958,707,745,364,197.64,48.97,51.67999999999998
840,692,619,599,370,689,437,200,501,842,541,519,858,83,275,167,70,510,750,211.62,48.79,49.400000000000006
887,277,429,798,119,639,849,844,280,298,280,823,845,516,275,283,909,647,421,204.58,46.2,48.999999999999986
250,370,251,988,253,809,516,765,468,255,239,832,830,610,537,849,200,376,508,195.3,51.12,53.43999999999999
799,108,812,114,397,86,670,174,798,580,437,942,46,805,931,140,22,624,195,213.37,64.59,64.36
701,270,89,97,473,470,889,685,927,289,947,579,94,129,621,366,885,668,67,210.58,59.16,60.19999999999999
327,809,39,855,941,85,879,140,669,823,375,848,76,834,236,742,37,614,809,208.94,54.34,56.8
326,227,303,761,366,990,334,67,532,921,116,938,738,624,356,444,163,160,261,211.35,59.59,63.679999999999986
914,398,152,441,745,800,66,102,547,227,84,300,947,180,345,767,203,111,968,217.16,58.71,62.480000000000004
52,58,569,805,753,181,844,174,572,654,334,302,903,248,753,512,490,113,576,206.62,54.89,57.39999999999999
735,958,84,140,953,767,135,230,334,223,417,178,173,138,780,450,62,711,908,210.96,60.85,63.32
459,599,683,628,294,424,833,958,447,592,703,918,754,944,380,708,577,727,501,199.23,50.19,51.2
889,375,752,864,798,540,191,316,272,696,968,487,853,130,859,857,283,511,650,198.92,48.94,50.079999999999984
