n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
221360,100989,198693,233372,110250,10612,67873,253090,134027,127383,106151,240709,205468,50.47,36.02,37.58127939973793
217540,79511,253702,124937,93860,152930,233743,238056,57263,132300,36509,73882,36633,40.22,29.14,30.230697854277278
198129,24859,162101,209558,65668,258804,238484,139608,257631,184856,212393,157785,236497,55.63,38.13,39.82717629967386
38525,81303,25890,191321,19331,235625,222946,179302,86559,123769,146751,26398,92744,71.87,44.95,45.40181830360676
113815,82889,160140,167883,239340,53602,253390,144840,125045,116049,226835,136669,68286,41.65,31.35,31.06916835033932
16326,211033,240770,143838,240122,3680,24450,188666,220224,104549,186188,216228,205795,57.85,37.53,38.090311009257434
175152,163909,299,160405,129388,217071,227436,87329,63939,191438,85250,184455,228188,40.41,29.58,29.71082824955772
16510,50087,240391,148769,58118,62551,210592,253634,37354,210548,142341,117432,23911,54.48,33.82,35.42877143318353
21088,260367,83900,229398,133153,261612,244536,128263,28588,79022,144511,76307,185220,56.6,38.74,41.168759792877125
32718,143508,87228,213507,241762,141632,53268,252664,209565,158121,143453,154040,75407,56.82,38.18,38.97086503012841
116651,24020,156313,209173,100899,83111,150903,63466,76108,48200,49647,215342,48950,47.47,34.17,33.58601449992191
8643,160634,257241,172139,68172,124919,18110,23546,177923,198601,34137,229840,39203,50.12,31.1,31.217688787864116
242058,10129,220845,21036,235450,183323,241980,217411,141715,179175,102575,219641,184885,55.75,38.7,40.0737132895887
137513,72255,136784,212763,61735,222687,56413,234629,178120,154612,216337,248975,109949,47.97,32.09,33.38470876384186
151963,72144,118112,129146,173079,168085,261163,183559,240370,257546,207965,93681,21593,41.35,28.49,29.600047375060697
85019,160637,30238,127518,153898,165189,87889,221532,49906,63710,4249,191755,71050,55.56,35.91,36.504084353356085
30706,184898,57792,97533,208295,44690,87172,111707,213886,16303,26373,205289,38366,64.82,40.63,40.568367665720345
224217,182890,57350,11857,214203,150435,166253,238555,245503,140036,157855,178412,19397,66.14,41.65,42.50098262568966
6998,32622,166461,49419,158947,217602,150982,31377,102553,23994,97029,218587,257036,53.39,34.63,35.420745683977245
30420,9539,158729,5671,51010,251928,254461,48489,188249,32478,125628,55201,190619,55.14,39.66,40.833963241225035
209910,16013,245620,178086,5972,142668,111573,162686,26607,219126,68136,18351,57889,45.68,31.6,32.52390292934483
18866,169587,78921,91827,114312,47269,16001,132025,122455,10322,156364,26455,183323,48.95,34.37,34.082364736450444
259059,102570,52259,68192,93993,237082,191784,123264,219762,236533,240774,149361,44413,44.01,30.03,30.318136151055043
182897,176328,53323,253374,201155,15217,206739,177262,41473,221622,42455,89735,138798,62.49,40.62,41.569278739629056
65716,30726,156445,241544,115949,174484,45827,3461,123633,178593,107454,235955,149189,47.4,31.98,33.13358563867359
229324,133326,240520,81643,170114,93625,101880,219587,172390,65780,40216,146957,181095,49.49,35.9,37.259736164002575
3260,120049,194399,20728,88058,193728,11979,142690,73631,35346,62948,199797,249857,54.09,39.98,41.15080828483348
