n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
637,261,759,367,814,707,965,768.08,52.53,54.73999999999996
861,757,667,944,542,29,860,771.81,67.01,72.45999999999997
476,794,965,255,664,53,922,768.28,74.45,75.02999999999996
160,115,380,480,889,252,389,768.66,70.2,73.85999999999999
556,104,587,255,13,748,221,768.32,127.25,140.04999999999993
417,286,186,938,888,784,398,769.14,55.24,56.72999999999998
163,780,816,73,142,632,632,765.6,76.54,87.88999999999997
455,129,135,1,995,892,5,766.04,109.41,118.52000000000001
214,792,220,983,169,893,170,770.94,63.54,67.43999999999998
296,321,984,203,552,897,694,768.86,64.87,65.50999999999998
640,209,186,963,991,707,201,766.38,68.14,70.85999999999999
989,988,915,392,305,22,369,768.85,94.59,99.35999999999997
424,169,958,149,270,66,339,768.81,76.78,80.78999999999998
308,837,617,600,3,610,694,766.58,103.3,110.34
724,346,67,317,363,838,313,767.99,71.42,78.68999999999996
492,713,323,189,492,483,721,769.83,54.23,66.17999999999998
180,58,262,998,961,23,972,768.36,117.64,124.03999999999994
767,366,865,413,18,562,806,768.88,94.61,103.89999999999999
428,374,385,592,861,9,463,767.39,90.5,100.34999999999998
47,724,185,638,978,977,201,767.4,75.49,81.12999999999994
121,773,251,951,839,964,473,768.5,64.38,67.98999999999997
352,524,363,914,537,256,794,770.74,56.1,58.78999999999998
473,110,603,766,799,816,376,768.81,64.21,66.19999999999999
880,302,37,443,968,93,213,766.42,87.59,97.37999999999997
348,525,625,371,940,151,348,768.28,55.83,69.16999999999996
282,946,719,558,94,319,702,770.77,75.99,80.45999999999995
324,313,181,817,80,641,152,769.53,78.12,81.38999999999997
738,705,316,495,165,737,49,768.91,69.55,74.96999999999997
82,615,546,945,415,32,243,766.81,96.18,100.50999999999995
758,608,352,846,256,466,666,764.78,58.54,61.70999999999998
431,149,57,938,653,33,820,769.52,99.59,112.40999999999994
505,342,858,212,133,749,577,766.17,73.96,75.86999999999996
972,135,645,918,806,423,109,768.05,64.97,67.50999999999996
172,444,381,152,60,865,430,766.59,85.38,92.09999999999997
301,144,464,944,635,872,173,767.04,67.13,67.92999999999998
999,534,464,983,499,705,747,767.97,49.59,51.370000000000005
325,490,280,298,481,413,923,767.86,63.8,66.30999999999997
150,115,386,841,544,982,183,763.63,66.48,67.63999999999996
642,959,511,888,346,184,91,766.34,66.44,68.94999999999997
503,278,527,800,561,888,514,770.46,51.99,56.49999999999998
369,64,804,814,793,364,711,765.43,63.75,65.62999999999998
601,679,35,777,313,372,572,770.06,67.74,74.89999999999995
721,684,287,855,497,271,788,772.78,56.76,58.949999999999974
707,733,300,979,968,348,665,767.73,51.43,56.01999999999997
182,594,872,11,485,560,792,767.49,117.99,128.9899999999999
256,333,687,280,474,295,836,767.49,71.93,73.08
512,662,689,816,365,356,280,766.62,56.55,57.90999999999998
659,353,755,960,848,418,358,771.91,53.84,52.41999999999998
944,863,176,890,887,704,460,768.36,57.41,59.61999999999998
999,373,979,342,530,145,542,768.93,59.53,62.94999999999998
170,203,856,370,959,874,488,769.5,65.57,67.65999999999998
289,708,80,736,686,747,426,765.97,64.25,66.29
175,631,799,958,594,528,681,768.4,52.96,53.42999999999998
958,430,309,638,566,793,887,770.21,50.21,54.33999999999999
652,277,737,28,200,163,600,769.83,90.67,95.92999999999994
451,639,665,185,224,777,702,770.1,66.66,68.79999999999998
184,646,735,42,482,231,169,765.29,83.18,87.47999999999996
55,913,136,113,324,991,185,769.45,89.14,101.59999999999997
494,198,561,36,425,476,359,770.79,94.54,98.29
389,678,626,73,604,209,243,769.31,80.23,84.34999999999998
735,924,382,0,358,415,974,767.64,63.13,65.70999999999997
285,876,419,887,117,705,851,767.05,62.09,63.94999999999995
560,382,987,36,563,628,308,768.25,84.95,93.38999999999997
97,302,558,524,347,973,594,771.1,58.54,58.92999999999997
300,981,360,838,132,429,419,767.21,64.93,65.44999999999996
832,577,657,551,378,478,145,767.52,66.17,66.37999999999997
160,610,391,577,488,980,203,768.79,60.05,65.83999999999997
991,136,623,93,359,840,914,769.12,66.78,70.87999999999997
677,0,391,110,333,579,938,768.3,71.62,78.32999999999998
629,552,144,333,644,897,912,766.2,53.12,54.26999999999999
577,384,439,442,231,505,298,767.09,66.21,69.79999999999997
491,995,725,388,393,984,875,768.82,49.01,51.729999999999976
935,162,610,608,266,758,308,768.37,59.67,64.46999999999998
508,257,425,20,326,967,314,768.81,80.91,89.92999999999995
503,951,293,146,488,24,124,769.34,110.87,124.15999999999994
675,636,983,454,251,300,40,769.3,80.29,84.89999999999998
800,139,846,401,13,491,545,768.47,113.74,132.31999999999994
573,280,249,957,485,800,37,767.75,79.81,88.57
251,501,274,864,158,738,292,769.34,67.26,71.80999999999997
300,504,622,486,530,660,884,769.18,55.69,60.139999999999986
618,901,761,916,121,16,778,765.36,94.7,104.16999999999999
129,307,289,546,725,344,628,769.54,65.46,71.48999999999998
303,748,542,27,475,358,369,767.6,69.61,75.89999999999993
698,762,832,604,135,37,2,768.06,114.33,123.03999999999999
258,566,466,702,938,110,909,769.79,62.52,67.09999999999998
703,558,195,14,439,797,826,769.37,128.13,136.75999999999996
437,609,589,705,725,976,647,769.23,50.87,55.42999999999997
664,493,879,933,861,394,487,766.91,52.39,57.70999999999997
401,698,872,736,201,920,303,768.64,56.76,60.60999999999998
476,849,776,67,310,856,3,765.17,107.27,119.20999999999998
711,797,443,596,293,663,799,765.15,45.86,51.18
483,932,318,146,169,489,711,767.79,62.43,66.38999999999997
562,910,509,996,338,550,157,768.24,54.85,57.879999999999974
435,599,554,831,49,70,750,768.59,69.89,72.80999999999996
235,273,839,87,810,64,679,767.8,77.95,83.12999999999995
964,26,341,739,439,70,414,769.56,96.03,103.85999999999996
718,498,50,126,862,125,224,765.88,86.09,93.60999999999996
629,661,844,975,113,729,916,768.42,66.51,66.04999999999997
137,299,722,940,448,153,187,767.83,77.16,80.50999999999996
625,189,423,821,165,68,637,767.73,71.73,79.60999999999997
