n_nodes,influence,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9
10,700.8100,7,930,298,586,721,903,319,868,783,520
10,700.8100,7,930,298,586,721,903,319,868,783,520
10,700.8100,7,930,298,586,721,903,319,868,783,520
10,700.8100,7,930,298,586,721,903,319,868,783,520
10,700.8100,7,930,298,586,721,903,319,868,783,520
10,700.8100,7,930,298,586,721,903,319,868,783,520
10,700.8100,7,930,298,586,721,903,319,868,783,520
10,700.8100,7,930,298,586,721,903,319,868,783,520
10,700.8100,7,930,298,586,721,903,319,868,783,520
10,700.8100,7,930,298,586,721,903,319,868,783,520
10,700.8100,7,930,298,586,721,903,319,868,783,520
10,700.8100,7,930,298,586,721,903,319,868,783,520
10,700.8100,7,930,298,586,721,903,319,868,783,520
10,700.8100,7,930,298,586,721,903,319,868,783,520
10,700.8100,7,930,298,586,721,903,319,868,783,520
10,700.8100,7,930,298,586,721,903,319,868,783,520
