n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
137,582,867,821,782,64,261,120,507,779,460,483,667,388,807,214,96,39.26,29.12,29.59
499,29,914,855,399,443,622,780,785,2,712,456,272,738,821,234,605,37.47,27.62,28.02
967,104,923,325,31,22,26,665,554,9,961,902,390,702,221,992,432,49.12,36.3,36.46
743,29,540,227,782,448,961,507,566,238,353,236,693,224,779,470,975,36.1,28.36,27.52000000000001
296,948,22,426,857,938,569,944,657,102,190,644,741,880,303,123,760,35.01,27.54,27.29000000000001
340,917,738,996,728,512,958,990,432,519,849,932,686,194,310,290,601,35.61,26.7,26.130000000000003
996,903,511,866,963,517,402,603,873,35,491,248,761,816,413,424,680,32.59,24.22,24.810000000000006
177,375,561,903,719,794,690,755,383,88,449,679,520,110,797,167,533,39.31,28.36,28.23
860,402,379,501,750,30,480,44,315,720,868,629,607,592,403,662,174,39.68,28.86,29.81
172,514,232,12,789,204,552,942,880,561,237,414,526,352,975,867,591,38.28,29.17,29.42000000000001
361,470,931,275,675,561,623,980,746,5,392,802,877,840,977,907,960,37.47,28.35,28.37
758,524,828,132,531,796,574,210,436,972,57,492,890,373,583,567,204,37.79,29.48,29.909999999999993
963,516,423,496,832,365,424,354,1,551,553,638,805,627,339,469,614,31.11,25.28,25.310000000000006
28,823,235,650,181,563,598,185,881,93,817,564,816,871,836,953,261,42.22,31.15,31.139999999999997
33,861,966,689,72,85,888,17,463,14,772,773,287,255,275,112,816,46.04,35.58,36.160000000000004
639,189,352,297,71,171,163,261,540,974,172,672,279,663,728,301,465,39.75,27.77,28.070000000000004
719,329,508,485,116,24,319,395,351,431,815,192,264,111,259,921,747,42.51,32.17,32.22
522,214,988,620,442,836,998,21,230,18,406,149,36,736,982,164,456,50.47,37.73,37.670000000000016
721,518,694,436,557,852,225,999,645,816,711,528,461,228,536,664,31,35.86,26.84,27.270000000000003
404,691,589,822,328,675,646,436,60,755,305,128,991,217,896,48,313,38.66,28.36,29.2
72,879,78,317,939,961,305,761,162,426,578,258,133,8,574,899,870,44.84,30.92,31.349999999999998
38,604,839,222,985,922,583,471,175,847,888,890,997,798,720,637,521,32.48,26.01,26.230000000000004
38,387,205,355,101,210,587,690,918,443,605,198,504,106,960,681,399,43.4,29.61,30.310000000000006
303,516,511,17,333,626,892,411,921,288,18,160,205,878,335,830,576,44.45,33.35,32.97
801,138,347,439,218,272,690,98,857,388,954,560,352,936,903,857,703,31.86,23.69,25.500000000000004
547,496,786,545,240,66,742,41,86,136,173,170,932,551,218,274,777,37.29,30.2,29.180000000000003
340,614,518,861,261,376,346,348,116,298,240,888,966,618,798,977,732,32.22,25.64,25.990000000000006
908,500,138,593,564,788,106,328,40,416,74,389,886,807,150,848,128,41.92,29.81,30.370000000000005
349,117,629,601,800,948,387,78,584,563,229,579,83,975,273,373,912,39.27,27.27,27.81000000000001
302,577,547,947,117,468,918,283,110,805,46,847,302,12,628,686,14,43.4,33.43,35.06
93,423,117,845,906,808,40,192,245,804,600,431,165,118,461,171,697,42.48,30.11,31.88
247,162,761,865,105,445,932,987,387,825,993,555,931,837,301,563,259,35.59,25.97,27.22
728,488,322,102,212,667,325,40,27,10,805,947,302,743,610,327,460,50.7,37.38,37.26000000000001
400,320,408,64,65,935,324,993,615,993,466,114,256,220,803,632,796,40.49,28.0,28.860000000000003
912,555,888,704,480,677,364,265,187,554,212,314,203,252,369,83,839,38.34,27.22,27.710000000000015
287,91,771,458,92,667,588,658,347,963,232,399,989,314,42,335,191,37.06,27.5,28.320000000000004
324,811,867,592,914,943,310,251,342,103,557,626,592,826,610,94,250,31.12,23.9,26.660000000000007
225,20,827,249,411,74,274,564,888,72,746,76,22,650,10,297,768,47.22,35.44,38.34999999999999
811,367,505,480,883,879,157,103,513,796,814,335,78,521,972,681,177,41.34,29.12,30.36
183,794,153,144,841,886,327,312,109,726,526,854,941,616,300,129,915,39.47,29.11,29.66
211,145,558,932,739,32,798,323,840,924,638,823,688,928,566,860,966,34.85,26.34,26.52000000000001
764,706,210,182,306,443,550,161,49,731,882,683,253,258,796,65,698,41.21,29.67,30.85
986,457,827,440,562,256,554,449,871,550,464,11,405,856,346,175,264,44.39,31.04,31.58
497,24,812,661,955,426,999,584,19,63,708,363,593,141,607,128,141,39.26,30.32,32.39
265,848,283,407,577,410,176,627,91,239,497,7,181,541,324,512,914,45.49,32.45,33.280000000000015
664,942,448,952,702,654,748,231,244,320,506,703,490,979,230,729,422,35.53,26.89,27.020000000000007
