n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
812,587,841,82,496,780,267,37,0,149,678,600,481,770.21,136.34,155.69999999999996
988,777,752,382,327,788,22,279,500,821,202,747,893,767.88,138.16,156.26999999999998
423,932,551,552,698,96,197,576,566,716,824,746,271,764.96,111.51,123.74999999999994
678,822,624,702,90,864,434,343,95,370,819,419,824,768.36,119.11,135.83999999999992
256,455,716,96,773,201,717,650,815,298,99,974,46,769.58,132.95,153.6999999999999
602,924,205,847,671,934,369,498,955,852,931,198,527,767.82,94.5,101.50999999999992
589,660,993,714,913,824,515,999,938,29,648,370,250,772.21,115.09,121.10999999999996
616,440,311,365,603,122,91,512,901,694,537,203,119,768.71,131.98,149.74999999999994
622,678,274,319,736,200,388,495,228,141,611,214,854,770.85,117.02,131.97999999999993
886,897,714,534,12,193,796,173,17,663,340,571,926,771.32,186.0,222.23999999999998
687,635,633,313,383,386,540,398,296,129,695,500,55,770.76,123.69,145.05999999999997
189,433,608,764,407,98,451,251,825,91,913,617,686,766.99,129.38,144.67999999999998
891,910,456,457,802,851,389,815,78,529,436,482,310,772.05,104.57,112.01999999999995
722,836,418,963,87,196,764,696,272,462,499,739,802,767.42,113.43,124.45999999999995
988,176,18,22,550,126,257,603,821,369,192,262,514,769.24,173.26,207.7
462,337,949,529,260,420,949,900,431,626,497,274,616,772.05,98.68,114.06999999999995
486,672,490,503,145,738,386,508,313,649,824,478,331,766.33,104.7,120.71
375,675,166,994,935,945,634,385,711,617,272,327,661,770.7,108.2,117.29999999999997
407,998,499,746,812,161,959,847,297,573,6,638,460,770.64,116.86,131.11999999999995
987,58,186,30,624,792,583,114,698,735,379,370,960,770.42,144.8,167.06999999999994
509,873,603,63,941,197,158,970,275,628,15,432,825,769.69,144.46,170.05999999999992
801,819,833,537,503,77,480,237,102,379,370,985,148,770.96,123.08,135.86999999999998
697,640,249,621,325,147,38,643,684,99,731,107,46,767.6,151.95,177.50999999999993
661,489,473,741,921,70,644,31,718,564,130,631,852,768.72,129.58,142.1399999999999
946,85,164,632,646,933,271,929,858,914,669,462,511,770.89,101.61,113.19999999999993
710,20,810,652,140,837,966,193,930,956,451,490,797,769.81,120.88,135.17999999999992
450,457,571,283,488,729,593,65,851,819,298,372,292,770.25,105.03,118.46999999999996
368,962,34,85,514,878,282,286,280,989,484,441,454,768.65,132.46,150.8899999999999
944,380,32,730,87,255,835,619,653,244,548,763,33,771.29,153.65,173.84999999999988
756,177,344,379,32,53,974,757,783,769,972,214,717,770.98,139.17,155.50999999999993
443,351,906,79,161,749,692,116,409,560,138,475,760,770.73,124.06,135.78999999999996
506,654,76,131,75,358,532,31,190,538,725,153,188,768.47,156.4,180.0299999999999
288,756,154,519,582,870,397,815,228,967,226,712,577,771.54,107.14,115.31999999999995
732,932,128,429,707,167,775,324,246,574,586,4,805,769.4,125.19,139.13999999999993
824,582,395,192,778,333,875,390,538,451,9,407,865,766.71,134.69,152.16
543,564,870,677,139,733,239,660,556,824,760,381,278,771.29,97.23,106.97999999999995
682,189,995,152,168,706,640,137,393,76,62,12,40,766.96,190.89,233.32999999999996
483,777,60,117,666,728,553,102,689,376,609,32,61,768.73,152.5,179.07999999999993
555,230,805,416,230,781,578,704,944,973,300,94,482,769.83,98.4,122.55999999999996
79,741,587,884,60,172,915,677,448,122,981,114,718,767.51,139.1,160.40999999999994
182,51,700,941,31,768,860,692,746,435,666,725,293,769.14,132.43,152.4199999999999
261,454,237,206,835,879,669,797,548,806,660,219,284,770.53,104.87,113.90999999999995
606,13,261,539,809,749,762,997,992,725,892,700,338,771.45,146.73,170.16999999999987
795,529,95,598,609,660,33,370,375,707,119,231,971,767.75,136.44,154.28999999999994
781,28,369,943,708,970,348,446,702,852,994,52,352,769.12,128.92,144.56999999999988
142,31,10,344,69,496,2,474,848,270,89,693,604,767.87,186.14,226.21999999999986
630,279,235,135,128,429,558,186,248,678,393,608,439,769.04,119.35,135.96999999999994
577,529,641,850,491,950,276,259,140,306,909,33,197,769.18,128.21,143.93999999999994
776,459,107,827,180,589,111,970,950,828,2,525,164,769.93,137.44,162.54999999999998
122,155,606,402,485,497,882,890,543,785,710,554,831,768.61,102.91,115.82999999999998
814,481,220,862,659,920,397,158,788,941,469,890,932,769.78,99.21,106.45999999999995
875,10,345,427,257,327,136,292,379,602,875,694,371,768.17,126.17,149.16999999999993
228,5,798,312,180,84,417,637,635,786,237,948,657,769.22,147.83,166.19999999999996
91,198,389,421,128,771,932,935,857,151,532,951,976,769.98,124.27,135.93999999999994
51,532,537,795,991,499,943,373,904,336,861,729,605,769.91,104.13,114.63999999999993
399,888,279,665,679,816,990,68,267,134,42,112,603,768.91,139.36,153.89999999999992
617,626,736,158,839,517,518,116,801,704,783,797,990,768.2,96.47,104.38999999999996
88,88,852,680,773,127,221,359,346,162,996,745,838,770.56,111.15,142.3499999999999
938,250,179,988,188,230,643,128,880,490,756,949,468,769.33,121.47,135.06999999999996
637,113,743,628,139,466,994,823,201,585,380,751,148,768.7,125.15,138.54999999999993
994,340,641,269,933,69,280,770,1,62,903,670,30,769.19,161.53,189.81999999999994
491,645,466,325,62,11,281,913,738,103,393,956,638,770.11,166.8,200.58999999999983
344,104,755,855,879,382,145,852,773,150,379,683,780,773.25,110.64,123.2899999999999
480,761,414,806,19,968,544,910,858,154,106,456,382,772.49,147.5,166.89999999999995
12,914,965,992,130,694,564,491,271,72,489,123,408,769.12,169.23,194.40999999999988
721,203,813,556,998,882,174,448,338,261,820,554,793,768.74,105.33,114.25999999999995
354,301,557,705,905,279,463,569,904,735,787,46,512,770.82,127.29,138.53999999999996
764,255,677,636,994,3,539,899,837,507,570,549,260,772.07,138.72,159.95999999999995
174,864,36,328,14,879,214,584,311,195,157,284,59,770.33,200.78,245.36999999999992
279,744,309,719,903,383,222,724,745,175,608,2,92,769.06,137.25,159.61999999999995
834,896,847,365,590,189,358,187,488,946,654,226,487,768.06,105.26,118.06999999999994
393,911,560,637,367,125,671,751,89,994,440,55,598,769.2,126.36,152.15999999999994
912,633,208,623,449,275,224,653,995,57,494,678,659,770.81,120.98,132.51999999999995
515,857,539,258,533,272,655,993,369,307,805,436,766,771.92,99.41,109.99999999999999
379,96,783,558,424,917,658,166,960,284,62,665,516,768.93,116.21,130.83999999999995
325,837,679,519,58,80,680,114,62,449,440,546,92,771.11,149.4,177.31999999999988
180,702,269,360,1,64,272,732,316,354,397,413,607,767.11,138.6,152.75999999999996
720,873,852,734,79,758,117,289,820,507,457,744,263,768.07,111.23,125.19999999999996
915,317,246,785,15,943,52,793,527,554,893,389,157,768.67,144.07,164.54999999999998
224,802,301,656,667,884,762,922,12,109,269,812,984,769.37,151.31,171.09999999999985
138,572,121,31,408,263,500,217,71,745,282,782,179,769.07,155.97,174.65999999999988
911,138,157,101,875,24,812,222,609,335,913,429,920,770.5,153.4,177.92999999999986
711,486,626,586,499,462,330,987,629,464,197,819,181,770.08,105.59,118.29999999999995
544,115,226,685,841,142,400,228,601,360,476,577,788,770.77,111.28,122.03999999999995
663,281,606,858,610,875,197,583,934,231,754,27,416,771.87,113.4,131.1199999999999
249,406,590,766,122,940,659,35,924,322,372,822,510,770.2,120.33,137.94999999999993
