n_nodes,influence,n0,n1,n2,n3,n4
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
5,90.8500,544,477,259,756,472
