n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
232,379,985,384,129,197,721,44,87,140,253,830,518,214,410,657,31,104.58,44.04,43.72
470,499,464,399,506,586,196,918,850,412,91,496,239,777,20,717,273,103.11,43.56,45.459999999999994
532,417,485,923,933,388,743,116,678,264,99,833,64,395,635,849,386,94.46,40.25,40.35999999999999
110,676,59,346,240,707,88,509,925,665,529,923,212,595,827,145,621,101.29,37.61,37.50999999999999
65,552,968,38,500,718,198,151,968,880,592,467,746,598,902,455,292,93.88,35.88,39.07000000000001
570,365,875,899,436,138,162,782,615,99,544,706,321,718,365,972,659,92.99,36.22,39.33
863,506,515,638,202,316,153,364,541,291,522,672,73,827,924,877,519,95.69,34.33,34.58
934,718,558,225,352,249,929,12,302,351,225,273,34,433,260,385,305,98.67,38.13,40.36000000000001
854,722,912,426,179,673,405,119,170,954,679,872,998,26,206,996,784,92.34,37.4,37.47
164,307,119,13,815,782,389,350,856,174,582,446,926,237,142,419,577,100.88,39.69,40.220000000000006
456,416,427,82,602,71,295,734,97,34,87,679,109,782,533,539,368,108.79,44.11,44.14
157,827,958,517,499,725,152,618,64,194,17,934,143,348,395,674,587,96.92,40.32,40.85999999999999
123,761,306,359,333,988,374,3,661,855,510,215,62,896,632,33,904,116.21,55.45,55.899999999999984
988,889,777,827,836,593,176,182,345,993,441,452,123,85,205,619,229,92.65,34.64,35.51
509,830,484,809,158,390,124,111,594,738,463,663,129,736,450,526,742,97.08,36.47,36.64000000000001
92,732,950,482,577,403,836,369,466,230,52,202,50,456,114,110,216,101.86,38.94,40.540000000000006
742,4,725,615,626,928,23,670,372,849,442,540,95,991,766,773,614,109.06,47.96,50.41999999999999
514,838,722,582,205,513,234,331,538,393,761,532,662,200,6,296,627,98.65,46.18,47.68
303,930,81,761,328,949,928,412,229,647,303,81,560,429,762,378,826,78.03,30.99,37.08
964,758,870,328,528,309,640,851,980,365,802,916,302,667,866,111,200,89.75,35.63,36.23
496,378,387,981,599,867,940,319,210,297,406,627,392,862,941,700,536,94.88,34.99,36.38
958,707,745,364,840,692,619,599,370,689,437,200,501,842,541,519,858,82.31,32.45,33.51
83,275,167,70,510,750,887,277,429,798,119,639,849,844,280,298,280,97.7,36.65,39.010000000000005
823,845,516,275,283,909,647,421,250,370,251,988,253,809,516,765,468,88.59,32.74,35.809999999999995
255,239,832,830,610,537,849,200,376,508,799,108,812,114,397,86,670,96.57,36.26,38.260000000000005
174,798,580,437,942,46,805,931,140,22,624,195,701,270,89,97,473,108.71,42.5,45.01999999999999
470,889,685,927,289,947,579,94,129,621,366,885,668,67,327,809,39,100.44,41.84,42.95999999999998
855,941,85,879,140,669,823,375,848,76,834,236,742,37,614,809,326,101.57,39.95,40.809999999999995
227,303,761,366,990,334,67,532,921,116,938,738,624,356,444,163,160,108.26,41.93,42.60999999999999
261,914,398,152,441,745,800,66,102,547,227,84,300,947,180,345,767,102.16,41.88,44.029999999999994
