n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
35222,149213,222149,210308,200218,16543,66864,12.09,11.69,11.410000000000004
30911,129875,199481,117831,123796,170811,99513,12.82,12.07,12.070000000000004
206759,55038,24604,127888,7431,234177,219090,13.35,11.66,11.980000000000004
102186,113447,159236,199827,201105,552,182408,13.25,12.06,11.970000000000004
116755,69816,189147,210193,59968,154967,247797,12.43,11.56,12.120000000000005
26798,236303,83212,8018,5851,6670,170274,12.54,12.29,12.080000000000004
141928,2413,246192,231010,99930,179957,56780,13.05,11.8,11.930000000000003
254028,110655,190277,7612,138314,58115,200199,12.03,11.92,11.960000000000006
114789,246196,129974,144928,61101,90623,60520,12.68,11.61,11.920000000000003
177431,57352,199477,120482,249625,75964,242878,12.15,11.65,11.530000000000003
5633,109099,219566,240194,145871,241746,168373,11.66,11.26,11.310000000000004
26214,48734,164981,260189,189697,225429,77696,12.07,11.25,11.480000000000004
31690,194811,87214,234769,189132,255132,186434,11.98,10.95,11.320000000000004
131281,245482,253548,110652,133095,217588,238599,11.75,11.46,11.530000000000005
175716,49767,79526,74490,154030,255184,231336,12.79,11.58,11.930000000000005
130904,221825,246654,132457,103115,154403,223684,12.83,11.79,12.030000000000005
9050,125888,63632,194964,209034,105981,108609,13.5,11.61,12.100000000000005
174258,45352,96239,143864,231402,184297,203381,13.05,12.1,12.040000000000004
176812,193518,98226,22666,115071,174000,133280,11.39,11.18,11.160000000000004
28293,204064,42912,136560,220188,103089,97130,13.16,12.36,12.080000000000005
128370,192090,7752,123029,11399,80879,184387,13.01,12.18,12.010000000000005
222377,257736,161168,155499,151565,103179,169648,12.56,12.42,12.010000000000005
44656,44195,131658,59490,257445,3224,201988,13.03,11.65,12.050000000000004
52302,141457,241195,225519,143743,60863,106025,11.36,10.7,10.970000000000004
134682,90131,249683,222156,151465,92608,120358,12.34,11.19,10.930000000000003
238486,70589,172809,143653,159631,250902,191207,12.39,11.83,12.020000000000005
1496,100581,205430,224644,215085,250254,232306,11.6,11.1,11.170000000000005
246011,194118,134348,212111,33881,135968,203790,12.24,11.81,12.060000000000004
147156,53866,111697,248963,14712,126117,228067,12.19,11.13,11.490000000000004
95613,149421,145332,52386,246681,132309,108370,13.1,12.43,12.060000000000004
127120,213215,93530,108638,90722,415,141158,11.95,11.88,11.610000000000003
