n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
3714,6068,6150,2069,3164,717,1395,2242,4054,8296,3430,6565,496,7522,7985,91.29,38.19,38.442647074100215
7424,6397,8109,9390,3149,6597,1467,7947,3836,327,4370,8522,6679,7771,6210,64.14,35.11,34.477786708472905
1863,4232,1591,1033,6330,6180,1765,951,5544,3840,1409,8152,8467,3406,9527,87.6,38.57,38.35009947854265
2328,9940,1054,8842,613,8006,3176,2428,9485,7475,9574,7293,4680,9131,5844,100.06,37.6,36.600632554103775
6981,2211,2593,9851,1599,8713,5141,5849,8104,8251,3238,5059,2460,5828,8662,79.99,34.68,35.290700080748096
4658,8352,1170,8313,8928,3603,5639,3995,195,4844,5623,3601,4371,551,6937,117.98,44.76,45.20477833969432
4174,6175,4888,6830,2871,6492,1904,2722,419,3306,2632,4915,1908,216,6233,111.34,41.39,41.01981487297202
5600,2787,9324,7136,3796,2278,6719,9240,7308,6670,6847,1313,9642,1146,4730,91.68,45.56,43.79996076258571
1558,557,1396,1745,8535,8639,5900,2517,8272,7999,2433,9903,1031,3107,277,127.33,52.77,50.9341243476085
2300,5583,6329,9399,1978,4905,5758,5331,5997,48,8175,3441,993,542,9502,109.26,46.62,46.663961026329005
2817,2913,5529,7062,7233,1981,1365,3284,9918,3669,8146,7752,2531,6243,1999,78.17,33.58,34.513728092608524
1777,9514,7416,2071,7200,8429,1481,7721,9238,6451,5911,7460,3694,834,3235,83.38,36.51,36.22554671716798
801,7310,1825,1772,3460,75,9840,370,5965,7084,8648,1529,9833,8234,9322,112.15,44.76,44.699612884613515
3287,8217,3759,5310,8613,6293,8516,3214,109,4744,4857,1308,5259,6600,3664,86.99,39.51,38.88216777054131
4856,1304,8967,6872,6049,5256,8458,4950,5846,4846,1790,3207,7949,6061,6202,54.25,29.27,29.296972113573865
9584,5111,3362,4759,6504,6282,8579,5829,9911,9586,5934,7004,3209,8027,8666,86.55,33.2,33.44586319158435
8311,1343,4404,2677,1124,8163,4438,6876,1917,4488,4778,4490,8261,4400,4543,83.99,36.64,37.22483797604057
6746,4006,5920,4026,4063,8269,7502,4094,3837,9774,8605,3201,6028,8137,1732,74.49,34.94,34.701157386997174
1828,6356,1379,2796,9285,7005,739,2241,361,9998,3133,4335,1426,1563,7580,100.95,49.02,48.0726766948325
7532,4624,9275,1518,2069,9946,5858,1080,5241,634,1375,2249,6000,1228,3780,97.42,41.09,41.217207236821565
607,9826,5231,3642,4859,5857,5354,1083,8520,1867,9986,5702,7119,2617,2573,81.91,34.18,35.407034588232506
4176,6378,2437,7065,1067,1634,8756,3647,1345,4803,2894,5520,3259,1786,833,106.25,44.24,44.95530496897938
936,9107,2911,2797,9166,5353,4839,3969,8198,7846,1817,9221,1359,2252,2173,83.34,37.79,37.72192598634163
3692,5354,3572,6681,2849,2768,2212,7215,996,7345,9593,4707,6796,7152,9475,71.96,34.8,35.813401098410694
6095,9240,8022,6005,8650,3071,5059,4359,7796,2095,4536,8191,8299,8743,8386,73.69,30.82,31.10537940012029
4737,3563,9314,8626,6400,2208,8007,7796,2035,4771,6456,525,572,6086,8300,77.2,35.01,35.099460436055715
4851,5685,6145,452,2346,237,1305,3025,7355,9501,2087,6971,9242,9481,1770,100.51,46.84,46.55441752525432
6106,8230,648,9850,6041,5867,1741,5239,1673,7809,2781,3862,7812,5983,9443,111.15,40.25,40.394881521862644
5673,6090,7037,6142,632,2305,5130,998,531,3811,8354,5906,7923,6003,7798,95.57,40.54,40.529136110308585
9199,2836,4943,2285,4365,372,7223,4715,9569,4272,7443,4857,4744,6604,8146,76.66,33.65,33.992447611046266
7325,1459,8179,7189,5587,2225,9476,1772,5920,9837,7478,5926,7700,9386,6285,71.2,32.92,32.551636564119846
3329,8955,8573,9667,2846,2393,8261,565,1449,8981,5101,3566,2414,6566,4152,92.43,42.79,43.10041463772614
3232,1895,228,599,7259,3470,5184,5149,457,89,272,2099,9435,4954,5088,125.98,54.32,55.89135711878177
180,724,3496,5391,5189,1531,6791,3842,7,1570,8458,8371,3318,7889,6907,306.32,109.65,110.03946873352238
1833,6965,8300,2420,1221,2390,5672,9785,7147,816,4145,6714,3262,454,4664,81.7,37.99,38.71259115072772
1052,7999,5162,2642,3695,904,6502,5067,4310,5042,8557,4533,9877,353,6652,110.65,44.01,44.883571743663445
