n0,monte_carlo,monte_carlo_max_hop,two_hop
31190,1132.96,1.33,1.4300000000000004
71333,105.39,1.17,1.2500000000000002
17094,6926.52,7.62,6.5799999999999965
48490,1642.88,2.78,2.929999999999999
62135,721.68,1.38,1.3700000000000003
8588,723.66,3.4,4.770000000000026
1725,4844.77,7.66,8.749999999999991
61503,722.01,1.42,1.3100000000000003
33994,1034.95,1.35,1.58
72192,1.07,1.08,1.1
30714,1.09,1.11,1.1
25132,4853.93,5.3,5.029999999999998
61638,1336.08,1.56,1.5599999999999996
70906,1.12,1.13,1.1
72041,106.21,1.1,1.1400000000000001
62436,926.96,1.34,1.2200000000000002
52053,1.0,1.0,1
19741,1132.21,1.74,1.6200000000000006
30398,1445.22,1.32,1.5
19873,1.0,1.0,1
68574,312.22,1.16,1.1500000000000001
51109,716.46,1.45,1.789999999999999
1985,10330.52,208.04,219.02999999999986
8392,4955.69,8.79,9.550000000000017
20892,10107.28,34.1,33.55999999999998
5608,1.0,1.0,1
39487,1443.2,2.12,2.1199999999999988
4064,10094.58,70.06,76.21999999999942
35314,1.0,1.0,1
61964,623.09,1.26,1.2300000000000002
50804,1242.63,1.99,1.8899999999999988
55959,1135.96,1.47,1.4200000000000004
51768,3193.53,4.23,4.359999999999994
75616,1.05,1.12,1.1
58277,1760.15,1.65,1.9300000000000008
17583,1.0,1.0,1
47909,1238.3,3.0,2.7599999999999985
12773,2161.31,9.86,9.570000000000057
4703,5979.7,12.41,11.940000000000005
17821,1240.69,1.78,1.819999999999999
64865,516.42,1.48,1.5100000000000005
28440,1.0,1.0,1
33814,1.0,1.0,1
57168,925.78,3.19,3.09
39456,1.0,1.0,1
55200,829.4,2.73,2.699999999999996
66485,207.57,1.2,1.1900000000000002
50576,1.0,1.0,1
75238,1031.92,1.49,1.48
45994,1140.34,1.44,1.5900000000000005
70005,1.0,1.0,1
53421,1027.02,4.14,3.7600000000000127
30459,4844.32,6.89,6.880000000000001
44140,2890.9,3.38,3.1999999999999975
3756,10217.24,39.39,38.25999999999997
36658,2676.03,3.18,3.220000000000001
21377,1036.37,1.75,1.7499999999999991
42780,1.0,1.0,1
71010,104.13,1.16,1.1300000000000001
74967,924.13,2.08,2.4199999999999973
74594,928.04,2.6,2.089999999999998
13641,9391.53,33.03,34.33999999999945
27672,1440.48,1.22,1.8999999999999986
75174,520.99,2.73,2.479999999999997
35007,1.0,1.0,1
37349,1.07,1.07,1.11
16309,2890.75,10.66,10.729999999999944
8317,932.81,2.25,2.6199999999999966
63176,1.07,1.1,1.11
63374,728.53,1.28,1.2400000000000002
11602,5878.86,11.21,9.710000000000015
45099,414.67,1.15,1.1500000000000001
8730,10107.98,57.26,60.51000000000025
53800,613.92,1.24,1.3700000000000003
19761,206.86,1.21,1.2200000000000002
2637,8260.3,18.12,18.160000000000004
38520,1.0,1.0,1
55986,516.29,2.07,1.6699999999999995
54420,1138.27,1.63,1.6599999999999993
15586,1756.5,2.2,1.839999999999999
5792,2579.21,5.21,4.599999999999994
5890,4346.08,6.41,7.830000000000013
49519,1860.78,6.32,4.990000000000018
43378,624.64,1.17,1.1700000000000002
72201,1.12,1.08,1.1
36578,4230.9,3.34,3.9499999999999966
66246,725.47,1.15,1.1800000000000002
30926,1.0,1.0,1
4720,10334.61,116.19,120.15000000000006
40589,1.0,1.0,1
948,5982.83,6.65,7.149999999999996
10088,1.0,1.0,1
14171,1.0,1.0,1
70199,1.2,1.21,1.2100000000000002
4112,10318.2,72.38,76.08
25871,1343.23,2.5,1.8599999999999988
53469,1850.54,1.45,1.6699999999999995
38222,1.0,1.0,1
34520,723.94,1.46,1.3500000000000003
20473,928.58,1.72,2.0799999999999983
