n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
42445,19772,51750,6328,9494,70239,12337,47931,7602,66510,28140,4914,11265,56838,54810,9156,31544,11889,72226,10329.68,169.07,171.66000000000017
55642,7747,74115,16226,29260,8108,75642,51993,6499,28977,6105,72963,17455,37959,54937,18907,70868,15439,74830,10318.97,166.1,170.19
40433,73434,23688,13507,74868,24624,48810,12770,71793,8229,73972,7812,26995,65066,69693,56045,41175,61027,59399,10011.81,57.28,54.27000000000005
47393,39291,32561,23562,31994,10728,75290,39354,68838,64895,45020,58829,37740,9594,15475,67100,54804,21621,44833,10232.81,62.41,65.59000000000007
19920,64089,55272,5138,10173,73148,75107,41123,44580,45898,65100,59795,9012,12267,35381,62141,8519,7952,40580,10336.28,95.07,99.73000000000006
75752,58411,37302,50566,45482,2957,60515,46591,22026,15347,64709,7727,28600,37674,16952,32455,52153,51242,65078,10250.85,63.81,63.31999999999997
10561,21805,58875,52644,72016,36416,17947,56429,72118,36493,54433,47024,49865,30245,19781,10876,23097,19830,30403,9510.29,46.34,46.04999999999995
30583,1581,63565,23900,34438,36953,536,19094,54912,70069,48398,74231,41761,16448,67566,7076,59853,73304,51429,10332.63,311.56,352.85999999999916
52175,52294,51658,13570,63114,52486,8158,24983,8827,27363,57753,21273,14408,44571,6891,13419,30,74289,19826,10316.55,481.08,592.9
70335,13299,47659,3342,9216,27256,49313,19470,33063,45533,47731,62147,16101,15119,63972,61078,62966,63417,40875,10129.52,86.15,83.49999999999952
11257,18889,13393,44909,34702,62733,21160,67676,3027,26897,69239,47415,19215,71194,3544,69220,39071,11928,34224,10331.14,106.62,112.49000000000001
67947,48064,21894,46621,29201,69807,70984,65889,43209,29234,25578,31377,52518,29719,26203,67847,64589,46604,3798,10337.94,135.8,135.58999999999946
3661,36623,61897,33970,25381,45125,58619,45812,47793,10556,28896,13389,29733,61614,25782,44267,26787,63262,250,10314.53,135.07,143.83000000000004
62845,45089,11112,15716,50926,26125,62656,23399,56875,43583,11370,51883,60707,52610,11130,20821,22282,16651,3610,10326.99,53.68,59.99000000000003
19811,60994,19159,62174,45928,20435,71913,71864,17168,2804,1866,13470,69020,18251,56860,25533,27661,3669,33008,10330.0,206.38,226.36999999999998
27889,38399,65688,31527,42728,33995,71349,54920,17180,7982,46371,60052,67732,55132,65752,17139,69707,19901,68617,9829.71,35.14,38.23
66918,2451,57688,24000,515,19634,22589,18554,62061,15772,72938,8094,42727,67941,69563,72802,63240,13907,73439,10339.0,157.47,170.47999999999976
7447,32570,25074,36296,5531,12811,66547,59267,73626,3652,8305,58097,42678,66263,67130,26136,36331,59289,66605,9841.63,56.55,56.56000000000008
69898,62657,66552,32460,68578,34025,73336,26553,58658,17974,54609,15941,51427,57949,41416,9508,31541,56143,9584,9310.55,53.31,56.829999999999984
27877,39685,16036,20243,47996,18740,33175,17990,61307,28781,12337,52200,63866,21337,29322,21163,56560,67581,52928,9728.84,51.63,48.63000000000001
44448,55217,25656,46742,41749,12084,47966,2553,44299,72620,60118,57731,2370,50376,43450,67821,38725,67143,8426,10132.52,92.79,92.53999999999954
14791,29957,13733,11018,34808,35641,5188,23796,35447,16981,55345,33896,53208,19577,70333,67473,74789,64829,42866,10231.14,84.78,80.52999999999946
11725,36577,7540,24031,55747,9491,35248,2206,11608,34151,10976,29151,8732,34662,15948,59477,1513,44453,72491,10322.58,115.46,118.32000000000006
54756,35108,16937,5663,69063,31252,14346,21161,34327,6603,23743,26446,40893,39977,69610,26983,38005,58417,65547,10027.81,43.13,43.89999999999999
23317,35457,45482,2380,32826,4843,2011,2416,66277,72227,24832,67401,62227,32201,58596,13930,56646,64880,71553,10308.63,227.38,239.09999999999997
51522,66412,40341,28204,30089,44918,26034,18313,53044,45554,7128,17015,1868,9269,33501,56458,21397,7261,11073,10327.06,105.64,104.72999999999998
49922,66314,36953,31747,38411,5929,60221,24294,20648,35263,58435,474,34503,47728,43113,71706,42406,32040,4515,10343.3,136.86,150.95000000000005
40573,28556,46738,23980,140,43952,50020,10995,62212,36559,65898,26342,32529,66156,648,11908,34625,11764,18856,10341.68,438.51,532.6699999999998
52364,5461,51639,2948,39275,39877,30514,11073,69361,20349,51054,42747,64774,19590,37247,18972,5739,67237,56261,10337.82,67.31,67.8
66262,18259,68649,66108,74511,2107,30138,11153,4084,5486,17444,47278,13751,49364,59164,73207,6655,2469,69657,10341.46,207.04,201.95999999999938
