n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
42445,19772,51750,6328,9494,70239,12337,47931,7602,66510,28140,4914,11265,56838,54810,17118.86,445.44,510.08000000000044
9156,31544,11889,72226,55642,7747,74115,16226,29260,8108,75642,51993,6499,28977,6105,17092.97,544.38,607.1599999999996
72963,17455,37959,54937,18907,70868,15439,74830,40433,73434,23688,13507,74868,24624,48810,16943.86,86.81,89.56000000000006
12770,71793,8229,73972,7812,26995,65066,69693,56045,41175,61027,59399,47393,39291,32561,17094.98,105.29,115.52000000000024
23562,31994,10728,75290,39354,68838,64895,45020,58829,37740,9594,15475,67100,54804,21621,17106.92,174.74,183.12000000000018
44833,19920,64089,55272,5138,10173,73148,75107,41123,44580,45898,65100,59795,9012,12267,17099.13,244.86,277.64000000000004
35381,62141,8519,7952,40580,75752,58411,37302,50566,45482,2957,60515,46591,22026,15347,17118.55,179.45,208.83999999999992
64709,7727,28600,37674,16952,32455,52153,51242,65078,10561,21805,58875,52644,72016,36416,15214.68,35.05,35.91999999999998
17947,56429,72118,36493,54433,47024,49865,30245,19781,10876,23097,19830,30403,30583,1581,16774.89,113.11,123.91999999999987
63565,23900,34438,36953,536,19094,54912,70069,48398,74231,41761,16448,67566,7076,59853,17093.72,964.5,1286.3999999999983
73304,51429,52175,52294,51658,13570,63114,52486,8158,24983,8827,27363,57753,21273,14408,17092.81,139.74,150.68
44571,6891,13419,30,74289,19826,70335,13299,47659,3342,9216,27256,49313,19470,33063,17108.2,1273.72,2205.600000000002
45533,47731,62147,16101,15119,63972,61078,62966,63417,40875,11257,18889,13393,44909,34702,17092.62,271.08,256.719999999998
62733,21160,67676,3027,26897,69239,47415,19215,71194,3544,69220,39071,11928,34224,67947,17096.76,202.1,221.11999999999995
48064,21894,46621,29201,69807,70984,65889,43209,29234,25578,31377,52518,29719,26203,67847,16920.36,88.89,88.79999999999995
64589,46604,3798,3661,36623,61897,33970,25381,45125,58619,45812,47793,10556,28896,13389,17109.64,438.6,488.15999999999775
29733,61614,25782,44267,26787,63262,250,62845,45089,11112,15716,50926,26125,62656,23399,17093.91,387.92,452.1600000000005
56875,43583,11370,51883,60707,52610,11130,20821,22282,16651,3610,19811,60994,19159,62174,17119.74,97.18,102.72
45928,20435,71913,71864,17168,2804,1866,13470,69020,18251,56860,25533,27661,3669,33008,17092.59,599.78,792.5999999999999
27889,38399,65688,31527,42728,33995,71349,54920,17180,7982,46371,60052,67732,55132,65752,16941.45,77.14,78.67999999999998
17139,69707,19901,68617,66918,2451,57688,24000,515,19634,22589,18554,62061,15772,72938,17071.24,509.34,555.4399999999985
8094,42727,67941,69563,72802,63240,13907,73439,7447,32570,25074,36296,5531,12811,66547,16931.1,114.32,111.64000000000016
59267,73626,3652,8305,58097,42678,66263,67130,26136,36331,59289,66605,69898,62657,66552,16739.87,87.0,92.92000000000027
32460,68578,34025,73336,26553,58658,17974,54609,15941,51427,57949,41416,9508,31541,56143,16932.02,142.1,139.67999999999975
9584,27877,39685,16036,20243,47996,18740,33175,17990,61307,28781,12337,52200,63866,21337,17088.88,133.88,129.08000000000018
29322,21163,56560,67581,52928,44448,55217,25656,46742,41749,12084,47966,2553,44299,72620,17089.52,244.1,267.83999999999793
60118,57731,2370,50376,43450,67821,38725,67143,8426,14791,29957,13733,11018,34808,35641,17109.71,111.74,120.64000000000037
