n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
1857,3034,3075,1034,1582,5773,358,697,1121,2027,6645,4148,1715,3282,5258,248,3761,3992,3712,1661.29,126.62,135.65000000000003
3198,4054,4695,1574,6803,3298,733,3973,1918,6217,163,5743,2185,4261,3339,3885,3105,5947,931,1668.41,161.67,176.91000000000017
5430,2116,795,6670,516,3165,5080,6795,3090,882,5413,475,2772,1920,5663,704,4076,5322,4233,1663.71,179.85,192.7800000000002
1703,4763,6622,1164,4970,527,4421,306,4003,5749,1588,1214,7047,4742,3737,5971,4787,3646,2340,1662.98,128.29,133.6600000000002
4565,2922,7004,3490,1105,1296,6261,4925,799,4356,5653,2570,5751,2924,5274,6909,4052,4125,5111,1666.21,119.5,119.38999999999993
1619,2529,1230,2914,4331,2329,4176,5382,585,6620,7018,4156,5745,4464,1801,2819,1997,97,2422,1628.73,81.19,80.69000000000008
2811,1800,2185,275,3468,2087,3087,2444,6834,5778,3415,1435,5385,3246,952,1361,5432,6980,209,1663.0,106.83,114.3100000000001
1653,6278,1316,2457,954,108,6524,6261,3116,2800,6851,1393,4662,3568,1898,1139,3359,4620,3654,1549.84,42.98,39.94000000000002
3335,3423,656,4821,573,2365,5872,779,278,698,5433,872,6260,4267,4319,2950,1258,6616,4136,1658.1,219.53,242.74999999999974
3999,5801,1216,4951,515,1553,138,1150,2791,3164,5392,4699,989,6092,2452,2879,2665,2998,24,1663.27,340.66,413.45999999999987
5290,6845,4087,1720,496,5056,271,6220,6623,6688,4751,1408,1456,2764,3531,3616,990,682,1642,1658.13,233.81,258.7200000000001
4959,1834,4073,6646,3876,6473,1265,3121,999,888,4757,5906,3708,5307,1035,5892,3600,4214,5943,1665.22,114.56,117.90000000000015
740,5861,3860,4619,3225,6688,2955,3730,1847,417,1617,400,3655,912,886,1730,5940,37,5802,1663.18,163.66,180.44000000000014
4920,5009,185,5367,2982,6793,3542,4324,764,6135,6190,4916,4117,6711,5776,4661,1643,4108,1879,1662.33,217.35,239.71999999999983
2655,4306,3146,6094,4258,5302,1607,54,2372,5023,2428,654,6089,2629,3300,1832,5180,2428,652,1666.57,104.08,102.97000000000018
4483,3436,6096,3024,6609,6068,6967,2628,4229,2475,5120,6809,2923,6416,2423,5336,6928,895,1603,1550.12,39.07,41.61000000000002
3974,3030,3101,4792,6939,2555,1681,2379,3252,5021,3141,6902,5606,4289,5657,5964,2914,6724,5537,1664.16,96.41,99.55999999999993
4955,4793,2967,5513,3502,1604,4013,6739,4333,4155,6866,671,2202,1338,562,4081,6005,7097,2219,1663.54,113.6,123.58000000000007
3438,6390,958,5116,6793,6758,2244,2389,2245,6588,6761,4130,2200,2271,5178,3373,2003,2960,2013,1689.02,514.85,652.1300000000012
2031,6473,4134,6122,3751,2047,1918,6662,6643,4887,4302,6797,1600,3014,4068,6396,866,6499,914,1452.3,37.89,42.28000000000002
3178,689,5363,1398,6391,4642,3502,369,6440,1120,180,4999,1566,5611,2167,713,781,3790,3766,1659.61,162.89,171.03000000000011
5482,2312,4637,759,1034,4973,2929,7086,5346,540,2620,6476,317,6845,687,7037,1124,5354,6591,1655.82,93.02,94.24000000000005
3000,6786,614,6674,1890,5936,303,4913,6473,2615,1821,2429,6095,2928,2677,541,4260,933,5909,1658.92,104.2,108.79000000000025
4993,2851,3559,1308,1286,2088,3189,1218,3532,5962,6407,533,817,4378,1823,672,2401,1447,2760,1659.16,226.7,258.9700000000001
6139,1629,893,416,468,4553,6442,6030,1455,6759,1398,4583,5239,2676,2419,1984,6030,4099,3923,1662.0,91.97,95.5600000000001
908,4610,5884,679,1126,6140,1086,1846,2677,1786,3340,1424,1384,1106,6242,3607,498,5692,3672,1659.63,156.94,159.85000000000008
4796,5470,5027,2353,3398,6671,3576,4737,5624,6039,3047,5669,4620,5816,4011,3002,6017,6914,6387,1664.54,101.05,104.73999999999994
4325,1535,2529,2179,5571,3898,6824,1047,6872,6863,2268,4095,5204,4149,4371,6462,4193,2368,6610,1662.86,171.93,191.14999999999975
1781,4657,4313,3200,6281,1104,6757,4003,5303,3898,1017,2385,3228,262,286,3043,4150,2425,2842,1664.67,393.52,465.84000000000043
3072,5725,226,5090,1173,6801,5639,118,652,6780,1512,3677,4750,1043,6289,6894,3485,4621,5163,1670.75,119.51,126.87
4740,885,3053,4115,324,4925,5863,5373,3020,2933,870,2619,5326,836,3904,6908,1390,5293,1931,1668.95,172.34,177.27000000000027
3906,2991,4721,2836,3045,6171,6619,3518,3071,6084,5150,5490,316,6017,1152,5815,5431,5330,2565,1647.83,96.26,101.86000000000011
499,265,1905,4177,2953,3961,3001,3899,4599,1418,2471,1142,5300,2182,6438,186,6416,3611,6073,1668.06,159.94,168.0200000000001
2357,4784,5607,2136,3721,6893,2428,2372,3302,7045,4073,3662,5378,5154,729,4089,5356,3594,2793,1669.93,134.46,133.73000000000005
1112,4738,6033,886,2960,5879,4918,5463,3739,2963,3850,4693,3142,1664,4477,4286,5810,4833,1423,1662.56,142.9,143.64000000000007
6406,1196,4130,6743,282,724,4490,6496,5449,6218,2550,1783,1207,5210,3283,2076,6546,1616,947,1665.12,226.04,262.34999999999985
114,299,3629,5886,6791,1735,2592,2574,228,44,6029,136,6042,1049,4717,2477,5247,2544,90,1663.13,94.82,103.12999999999998
362,6656,1748,2695,2594,7001,765,3395,1921,6936,3,5583,785,4229,4185,1659,3944,6193,5872,1665.16,134.37,147.32000000000002
6710,3453,916,3482,4150,1210,610,1195,5389,5811,6377,6444,5447,5776,2836,4892,3573,5380,408,1689.01,429.23,506.0200000000009
2072,3357,5685,5435,1631,227,2332,526,6305,3999,2581,5701,1321,1847,452,3251,6778,5677,2533,1660.93,145.35,150.63000000000008
2155,2521,4278,2266,4938,176,3326,6510,1707,5761,5674,5692,5743,1728,1548,916,6613,6322,5367,1660.46,141.08,141.33999999999997
7098,6391,4049,1277,5863,6756,2576,1956,5353,674,3562,2833,4145,6758,4501,5602,4081,3793,5019,1662.36,135.46,146.60000000000002
2988,5059,1120,5052,1357,3841,792,1812,4249,6525,2759,5000,1324,4548,1965,1809,3486,5920,5539,1647.42,90.51,96.53999999999994
4893,1646,2767,5632,1051,4614,6343,2183,590,3641,2648,4680,1154,5413,1938,5897,4864,3258,6880,1673.22,174.12,181.60000000000002
173,2580,3269,2913,6298,2542,970,967,3163,5553,7019,5447,7028,3658,3369,4903,86,3993,2769,1665.43,161.62,164.77000000000024
4488,5867,7046,1641,133,6185,124,5771,4974,5632,4099,2612,3051,5777,3965,4756,846,5008,1435,1601.59,51.56,51.44000000000003
933,447,3643,2260,666,4485,231,1624,2034,5172,611,490,2747,2823,3151,5805,2563,3991,4958,1654.91,270.56,291.68
1296,4019,6033,6517,2251,5150,484,3911,6857,3833,4787,6246,2017,6592,4431,5466,6416,5658,473,1661.15,72.87,72.26999999999998
4210,6273,4163,5325,3285,3676,4285,3883,6576,5476,1309,963,4699,5033,4180,6615,5708,1402,2700,1665.39,182.69,206.7700000000001
6031,2403,4640,4475,3268,5112,946,3658,4540,1496,2441,1304,6130,6491,2924,2892,4333,457,5558,1645.83,84.89,80.6200000000001
3278,4970,2255,578,2020,4521,6824,5851,5639,3864,3590,2334,5744,1555,3907,4488,541,5337,516,1664.04,114.89,120.27999999999999
5155,6959,2394,559,1486,3234,829,4481,1014,1490,1509,5885,3976,2642,4657,1946,5783,1582,3588,1659.92,166.45,184.2100000000001
2047,6289,3107,242,4258,2853,2497,977,4317,4230,4022,4689,323,4777,773,3633,5965,3015,2086,1661.73,286.27,321.69999999999993
2691,870,862,1583,3985,3476,4650,3687,823,5659,6923,1066,227,2887,1033,3192,3670,2727,5489,1662.3,160.03,176.95999999999978
4260,5652,3474,4871,906,6430,3113,3851,5540,5193,3423,6824,1034,6367,607,5888,1490,1929,3636,1665.02,168.59,183.69000000000008
1647,2261,4969,4592,6866,5466,6849,1226,1735,4273,9,6677,2732,2991,708,6541,1350,4138,2616,1664.06,189.53,197.86999999999972
4604,6798,7023,3413,5933,2459,1117,1799,3084,105,4849,878,1261,1811,529,6956,6291,1306,5275,1675.78,148.5,151.50999999999996
1202,4050,2362,4452,3172,721,3606,5823,2367,612,3151,3618,4070,3568,2741,3965,5986,1917,2537,1662.0,105.77,113.12000000000009
361,4741,5554,832,169,4585,5087,2966,5325,5764,3484,102,5939,2114,5753,3032,336,5328,5145,1598.03,72.11,72.96000000000001
1445,5105,532,4467,3984,429,4125,140,430,5916,822,2612,1124,2046,6695,2961,6918,2907,6560,1655.74,331.79,410.2900000000002
4123,5428,4415,2939,6867,675,1976,5253,1547,4169,1956,2300,801,5142,3434,246,1571,188,923,1657.18,93.92,90.56
6253,3341,2591,1214,4096,2195,1853,474,2685,2915,4196,3118,6248,4323,1342,7034,5084,2629,6478,1676.23,179.95,189.59999999999994
6212,5188,5143,5720,2488,1308,169,5688,2216,5984,6790,130,4324,359,5107,5001,6574,2419,4532,1651.15,88.8,86.41000000000005
1152,2464,4449,4921,1697,222,1144,5707,349,5907,4249,6236,4949,1075,2893,2238,3638,5926,5481,1661.02,137.16,136.5100000000001
2134,2837,5764,2475,5837,5594,1110,2979,3745,3643,5026,5687,1876,6201,4279,5525,5138,6575,4472,1667.3,192.74,210.3100000000001
2618,6757,700,4353,2112,4679,6235,5483,10,7114,2355,2806,4136,959,2239,124,1,4764,3824,1663.52,262.21,305.1599999999996
5683,3291,5132,5732,4762,4346,1643,6960,116,5669,1,1055,6600,5129,4578,412,2745,6860,2732,1668.52,269.32,303.87999999999977
4578,5169,1806,6337,3082,4551,4624,1681,4010,3712,6185,2431,3321,5911,6501,4248,4770,7107,3487,1665.56,238.29,267.5999999999998
4022,6881,6119,6439,775,6889,3171,4341,2643,3483,6803,4080,4472,3083,4932,5463,508,4357,6800,1668.5,375.52,444.9799999999995
6582,6372,5456,1625,6583,1916,4602,1309,3182,3402,2595,1985,2153,4504,2760,6558,4103,87,7059,1485.2,36.87,38.149999999999984
2451,1935,3429,3207,4394,2140,6921,3946,2729,499,3968,5102,1877,7030,4703,1418,2938,1384,5986,1662.84,73.39,72.89000000000004
1312,6188,1893,1558,6704,497,5488,5329,3109,4674,4278,1872,4625,816,1030,5432,2126,2409,281,1662.36,221.59,249.91999999999993
1239,5643,3967,647,2990,6987,810,4996,5861,4195,4336,2190,6358,5334,937,6079,4755,5442,6798,1665.23,87.27,87.37999999999988
1067,5387,5828,404,5252,914,2841,2339,2876,5986,2246,1122,6441,5624,4686,496,5260,5203,5739,1654.33,201.41,220.83000000000013
1311,6178,3312,72,197,3589,3834,3014,3309,1857,5441,454,2947,4838,5527,3837,2744,2462,4491,1657.57,179.37,196.55999999999995
3360,1092,2204,3518,568,615,1841,2701,1575,6053,4334,3313,448,3660,2401,1923,2526,6753,2650,1663.86,101.44,105.90000000000013
2260,3350,484,15,69,3503,6336,264,5336,1576,1868,4479,862,6512,6864,649,3895,5042,5033,1659.2,111.43,110.38000000000001
4878,1098,1494,3618,4044,7065,5835,5554,613,6558,254,4535,2126,2353,411,4525,2877,658,2218,1662.97,132.96,141.73000000000013
3008,4134,7019,2519,3801,4393,1913,1974,511,582,1856,3601,2539,397,6940,940,3553,4526,2152,1666.88,166.48,172.41000000000003
3341,5930,5537,936,1129,5743,6200,2567,6937,3424,5614,5899,7100,2859,6512,4004,3084,3995,5562,1665.42,139.66,152.90999999999997
3970,4190,605,6795,3215,2795,3112,2667,3437,2520,2349,3863,3674,2,6068,2026,602,2163,616,1660.48,246.18,279.32999999999976
5167,4383,4733,411,6546,1129,267,78,889,4977,1765,4296,4045,3660,2408,1683,714,2365,4594,1661.47,140.5,154.86
2582,2488,3988,1276,5068,3686,2877,6899,2145,2397,1488,3297,6394,2438,234,5956,5704,989,145,1665.95,187.26,198.08999999999997
5925,1798,5664,3344,4511,1768,4692,1184,6753,1138,5032,812,1445,2116,3769,3674,7086,1468,4783,1662.45,72.95,73.53000000000006
2027,5590,3120,2509,3348,5025,3409,5641,238,1291,4997,15,6398,5674,3725,886,6875,1117,2911,1669.22,223.72,236.01999999999992
6138,3699,986,3541,2258,773,300,585,2332,5224,6593,1504,6331,3384,2671,511,3424,2745,343,1660.2,356.39,419.75000000000006
4097,59,4716,1137,3885,5209,6658,1063,5998,5419,3688,1064,2146,3849,4237,6143,3173,2205,2604,1661.93,256.45,280.5700000000001
6759,2623,4743,2381,2814,128,1737,5954,1340,3209,2467,1532,737,2547,2442,336,1347,3851,2142,1663.97,174.55,189.18000000000006
4779,1114,5088,5068,3643,3513,1231,5175,1608,4599,7016,3377,2577,2483,341,5941,2290,4218,1641,1675.07,123.68,131.8100000000001
4636,5667,3451,4193,6247,6654,1325,6448,3809,649,5017,1703,6254,728,108,944,1036,2191,4553,1665.35,84.45,87.63999999999993
5465,6401,1717,5405,286,3434,1265,4094,5629,6264,6174,2826,4657,2477,3333,1686,217,3266,3563,1663.21,311.82,358.7800000000006
3430,4267,6588,2461,165,3342,1881,3051,3752,2149,645,3614,1004,343,5083,3822,6311,4331,1524,1660.67,120.85,129.85999999999984
2602,1790,2722,6831,5668,1039,1080,3000,2078,5673,5413,6598,1325,679,145,4285,2626,6415,3828,1666.69,248.0,281.14999999999986
615,4327,6801,5097,5934,287,2870,360,1243,4034,1523,5147,1034,5862,3121,5171,1318,6636,5851,1661.33,125.53,130.26000000000016
4588,2888,6404,1030,2859,3007,349,6735,4493,2752,557,1672,4809,3958,4031,2707,4250,1319,6138,1655.2,128.95,135.81000000000006
6250,1181,4791,5719,4873,6321,5089,3161,4056,1826,4544,5813,5534,3288,22,4867,4899,2626,2934,1665.33,104.67,101.95999999999992
1246,937,5273,4206,7016,4597,1001,6080,5304,3513,5766,850,1756,323,5579,1476,1133,3191,1423,1647.7,82.37,88.40000000000006
2425,988,4704,2643,49,5752,6971,5787,6868,4405,342,6519,4043,1086,2329,4693,6494,104,5446,1637.47,59.82,62.31000000000002
927,3723,4975,1428,3396,2552,2207,3966,5258,3380,6774,5090,2575,2818,538,6729,4527,3901,1265,1666.95,173.88,184.7
2920,6915,3296,3357,4400,1133,487,639,6582,6813,3592,3281,5338,1916,3275,4286,2654,4316,1506,1673.34,185.8,199.8500000000002
