n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
978,883,970,869,57,93,86,369,855,173,753,23.27,17.93,17.820000000000004
828,685,874,315,257,620,217,621,36,595,697,27.3,19.39,19.76000000000001
162,441,653,402,822,740,880,521,972,380,557,20.72,15.41,15.800000000000004
958,455,514,274,922,36,891,28,372,476,954,27.36,21.74,21.55
326,929,389,433,913,905,538,168,573,181,241,24.33,19.12,19.379999999999995
236,24,180,332,177,139,522,522,368,526,690,25.93,20.12,21.430000000000007
573,186,915,456,815,424,752,537,928,930,781,23.1,17.13,16.250000000000004
372,808,607,362,370,879,984,456,165,977,772,20.21,16.2,16.570000000000007
409,732,756,472,670,543,255,501,285,947,510,21.63,17.72,17.560000000000006
512,527,851,815,362,677,904,465,921,924,472,18.0,15.6,15.680000000000003
359,581,743,942,570,741,467,498,674,227,963,24.86,16.64,17.130000000000003
332,834,716,855,170,897,929,631,274,791,933,20.11,15.55,15.990000000000002
491,316,310,980,818,723,851,516,575,530,519,18.05,15.49,16.28
667,630,602,416,319,748,212,500,524,375,956,29.76,19.19,19.730000000000004
700,638,903,77,803,840,349,743,8,929,834,25.99,19.33,19.790000000000003
195,762,108,60,588,668,50,279,605,232,698,25.45,18.27,18.490000000000002
896,937,108,772,534,139,874,272,250,844,215,24.13,18.01,17.940000000000005
966,901,61,433,919,734,777,32,58,371,368,25.87,19.15,19.810000000000006
176,255,688,24,84,117,977,69,25,41,746,37.15,26.15,26.910000000000004
940,21,382,261,130,832,958,160,752,188,535,24.6,18.74,18.840000000000007
708,1,394,603,44,813,253,155,994,37,4,39.08,28.28,27.72
352,960,630,642,760,765,115,292,345,500,31,27.0,18.23,18.210000000000004
315,459,564,784,619,757,46,923,270,773,411,23.82,16.52,17.44
883,636,722,157,484,981,230,95,676,703,323,29.85,18.38,18.939999999999998
858,104,24,458,807,895,970,130,530,598,799,26.8,20.01,19.810000000000002
402,498,527,335,147,895,982,349,265,268,620,25.26,16.82,17.410000000000007
993,429,668,18,716,571,982,143,686,58,259,32.91,21.89,22.340000000000003
34,134,165,174,98,464,650,237,520,938,725,27.02,20.66,20.49
956,32,252,238,731,455,75,256,82,605,233,27.05,19.93,20.28
639,810,819,638,726,368,262,700,433,285,538,24.78,17.53,17.51
768,4,154,36,393,418,164,113,524,741,89,37.55,27.46,27.599999999999998
246,104,102,20,186,768,237,107,222,25,533,30.91,23.73,23.820000000000004
685,475,464,317,548,657,389,217,701,928,778,21.35,16.53,16.360000000000003
986,215,746,825,444,435,523,21,595,605,52,26.47,20.43,20.880000000000006
902,428,951,537,595,185,942,96,679,821,491,21.58,17.12,17.37
374,19,531,983,943,121,625,375,296,706,954,22.82,18.67,18.710000000000004
381,315,19,895,701,422,103,107,313,203,860,29.08,20.83,21.580000000000005
793,688,845,16,831,462,61,420,652,497,474,27.02,20.55,20.650000000000006
213,910,602,628,75,5,291,24,381,313,957,32.11,24.02,24.02
740,78,224,773,502,196,118,585,382,401,733,20.07,16.4,16.580000000000005
474,143,771,353,404,908,124,260,124,125,82,28.8,18.82,21.529999999999998
631,870,342,656,400,982,217,709,107,25,633,27.33,18.3,18.070000000000007
674,481,795,44,740,722,509,297,366,982,468,25.42,20.61,20.02
144,817,383,275,495,538,886,489,736,977,745,25.72,18.82,19.119999999999997
823,429,954,503,856,696,303,404,237,160,500,24.98,17.25,18.259999999999998
610,265,561,437,712,695,715,940,86,599,745,20.25,16.79,16.370000000000005
837,589,98,72,364,180,558,150,825,426,919,21.65,19.16,17.620000000000005
68,817,88,933,916,697,829,663,38,131,997,23.92,18.92,19.18
303,399,237,725,686,906,697,337,449,176,536,24.98,17.68,17.740000000000002
