n_nodes,influence,n0,n1,n2,n3,n4
5,244.8400,3,4,5,7,925
5,244.6000,150,3,4,5,7
5,243.6700,4,9,5,468,7
5,243.6700,4,9,5,468,7
5,243.6700,4,9,5,468,7
5,243.0700,4,5,7,9,611
5,243.0700,4,5,7,9,611
5,243.0700,4,5,7,9,611
5,242.3100,7,3,4,5,969
5,242.1200,3,4,5,7,925
5,242.1200,3,4,5,7,925
5,242.1200,3,4,5,7,925
5,242.1000,3,4,5,7,255
5,241.3400,3,4,5,7,59
5,241.1300,3,4,0,7,925
5,239.5700,3,4,5,7,925
5,239.5700,3,4,5,7,925
5,239.5700,3,4,5,7,925
5,238.7800,7,3,4,5,969
5,238.7800,7,3,4,5,969
5,238.7800,7,3,4,5,969
5,236.8500,3,4,5,7,925
5,235.7000,3,4,5,7,969
5,224.5100,4,5,7,296,16
5,223.1700,4,5,7,296,16
5,223.1700,4,5,7,296,16
5,223.1700,4,5,7,296,16
5,223.1700,4,5,7,296,16
5,223.1700,4,5,7,296,16
5,223.1700,4,5,7,296,16
5,223.1700,4,5,7,296,16
5,223.0500,35,3,4,5,925
5,223.0000,35,3,4,5,417
5,223.0000,35,3,4,5,417
5,222.7500,4,5,7,296,21
5,222.7500,4,5,7,296,21
5,222.7500,4,5,7,296,21
5,221.8000,35,3,4,5,100
5,221.6400,3,172,5,663,4
5,221.2500,3,35,4,5,566
5,220.9000,3,35,4,5,925
5,220.8300,3,172,5,663,4
5,220.8300,3,172,5,663,4
5,220.8300,3,172,5,663,4
5,220.8300,3,172,5,663,4
5,220.8000,3,35,5,925,4
5,220.8000,3,35,5,925,4
5,220.8000,3,35,5,925,4
5,220.8000,3,35,5,925,4
5,220.8000,3,35,5,925,4
5,220.8000,3,35,5,925,4
5,220.8000,3,35,5,925,4
5,220.2600,3,930,5,925,4
5,220.0100,4,5,7,296,16
5,219.6100,930,3,5,925,4
5,219.6100,3,35,5,925,4
5,219.6100,3,35,5,925,4
5,219.2300,3,172,5,663,4
5,219.0800,296,3,4,5,574
5,218.9100,3,172,5,663,4
5,218.6300,930,3,4,5,39
5,218.5200,3,35,5,925,4
5,218.5200,3,35,5,925,4
5,218.5200,3,35,5,925,4
5,218.5200,3,35,5,925,4
5,218.5200,3,35,5,925,4
5,218.5200,3,35,5,925,4
5,218.5200,3,35,5,925,4
5,218.5200,3,35,5,925,4
5,218.5200,3,35,5,925,4
5,218.5200,3,35,5,925,4
5,218.5200,3,35,5,925,4
5,218.5200,3,35,5,925,4
5,218.5200,3,35,5,925,4
5,218.5200,3,35,5,925,4
5,218.4000,35,3,4,5,969
5,218.4000,35,3,4,5,969
5,218.4000,35,3,4,5,969
5,218.4000,35,3,4,5,969
5,218.4000,35,3,4,5,969
5,218.4000,35,3,4,5,969
5,218.4000,35,3,4,5,969
5,218.4000,35,3,4,5,969
5,218.4000,35,3,4,5,969
5,218.3200,3,35,5,925,4
5,218.1000,150,3,4,5,925
5,218.1000,150,3,4,5,925
5,218.1000,150,3,4,5,925
5,218.1000,150,3,4,5,925
5,218.1000,150,3,4,5,925
5,218.1000,150,3,4,5,925
5,217.9200,4,5,7,794,16
5,217.9200,4,5,7,794,16
5,217.7100,35,3,4,5,255
5,217.6500,3,172,5,663,4
5,217.6400,3,930,5,925,4
5,217.6400,3,930,5,925,4
5,217.6400,3,930,5,925,4
5,217.5800,3,35,5,925,4
5,217.5700,3,172,5,663,4
5,217.5700,3,172,5,663,4
5,217.5700,3,172,5,663,4
5,217.5700,3,172,5,663,4
5,217.4300,3,35,5,925,4
5,217.4300,3,35,5,925,4
5,217.4100,930,3,4,5,237
5,217.4100,930,3,4,5,237
5,217.3000,150,3,4,5,969
5,216.9800,3,35,4,5,237
5,216.8800,35,3,4,5,574
5,216.8100,3,35,4,5,925
5,216.8100,3,35,4,5,925
5,216.6000,35,3,4,5,969
5,216.1900,417,3,401,4,5
5,215.6400,532,3,4,5,925
5,215.4800,3,930,5,925,4
5,215.4800,3,930,5,925,4
5,215.2900,150,3,5,925,4
5,214.9800,35,3,4,5,473
5,214.8300,3,930,4,5,925
5,214.6000,3,930,5,925,4
5,214.6000,3,930,5,925,4
5,214.6000,3,930,5,925,4
5,214.6000,3,930,5,925,4
5,214.6000,3,930,5,925,4
5,214.6000,3,930,5,925,4
5,214.6000,3,930,5,925,4
5,214.6000,3,930,5,925,4
