n_nodes,influence,n0,n1,n2,n3,n4
5,245.0400,45,32,4,5,8
5,245.0400,45,32,4,5,8
5,245.0400,45,32,4,5,8
5,245.0400,45,32,4,5,8
5,245.0400,45,32,4,5,8
5,242.2100,768,4,8,5,32
5,241.8500,768,4,8,5,32
5,241.6500,768,4,8,5,32
5,241.6500,768,4,8,5,32
5,241.6500,768,4,8,5,32
5,241.6500,768,4,8,5,32
5,241.6500,768,4,8,5,32
5,241.6500,768,4,8,5,32
5,241.4800,768,4,8,5,32
5,241.0400,768,4,8,5,32
5,233.1200,768,4,5,8,393
5,230.6700,768,4,5,8,393
5,230.0800,768,4,5,8,393
5,229.5200,768,4,5,8,393
5,229.5100,768,4,8,5,349
5,229.5100,768,4,5,8,393
5,229.5100,768,4,5,8,393
5,229.5100,768,4,5,8,393
5,229.5100,768,4,5,8,393
5,229.5100,768,4,5,8,393
5,229.5100,768,4,5,8,393
5,229.1900,768,4,8,5,393
5,228.2200,768,4,5,8,393
5,228.1500,4,5,8,812,827
5,227.5100,768,4,5,8,393
5,227.5100,768,4,5,8,393
5,227.5100,768,4,5,8,393
5,227.5100,768,4,5,8,393
5,226.9700,768,4,5,8,393
5,226.8200,448,4,5,8,393
5,224.8400,768,4,5,8,393
5,224.8400,768,4,5,8,393
5,224.8400,768,4,5,8,393
5,224.8400,768,4,5,8,393
5,224.8400,768,4,5,8,393
5,223.5700,827,4,5,8,393
5,223.5700,827,4,5,8,393
5,216.6500,768,32,4,5,14
5,211.1100,768,4,11,8,32
5,209.4400,768,4,11,5,32
5,208.0100,768,4,11,5,32
5,207.6100,768,4,8,11,32
5,206.1800,768,4,11,8,32
5,205.8500,768,4,11,5,32
5,205.8500,768,4,11,5,32
5,205.1100,768,4,5,36,11
5,204.3700,768,4,11,5,32
5,203.6500,768,4,11,5,32
5,203.1800,768,4,5,36,11
5,202.9100,768,4,11,8,32
5,202.6300,768,4,5,36,11
5,202.0500,768,4,11,8,349
5,202.0500,768,4,11,8,349
5,202.0500,768,4,11,8,349
5,202.0500,768,4,11,8,349
5,201.8800,768,4,11,8,349
5,201.8500,200,32,4,5,154
5,201.5400,163,4,5,36,11
5,201.0800,768,4,11,8,32
5,201.0800,768,4,11,8,32
5,201.0800,768,4,11,8,32
5,201.0800,768,4,11,8,32
5,201.0000,768,4,11,8,349
5,200.6500,768,4,8,11,446
5,200.6500,768,4,8,11,446
5,200.6300,768,4,11,8,349
5,200.6000,768,4,11,8,349
5,200.6000,768,4,11,8,349
5,200.6000,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.4900,768,4,11,8,349
5,200.3900,768,4,5,36,11
5,200.3300,768,4,8,11,349
5,200.2700,768,4,154,5,32
5,200.1000,768,4,11,8,349
5,200.0200,768,4,154,5,32
5,199.9200,768,4,154,5,32
5,199.5700,660,32,4,5,154
5,199.5600,768,4,11,8,349
5,199.5600,768,4,11,8,349
5,199.4900,768,4,11,8,349
5,199.4400,768,4,11,8,349
5,199.4300,768,4,5,36,11
5,199.4300,768,4,5,36,11
5,199.4300,768,4,5,36,11
5,199.4300,768,4,5,36,11
5,199.3100,768,4,11,8,349
5,198.9500,768,4,154,5,32
5,198.9500,768,4,154,5,32
5,198.9500,768,4,154,5,32
5,198.6900,768,4,11,8,349
5,198.6900,768,4,11,8,349
5,198.6500,768,4,5,36,11
5,198.6500,768,4,5,36,11
5,198.6500,768,4,5,36,11
5,198.4100,768,4,154,5,32
5,198.3900,45,32,4,5,349
5,198.3400,648,4,8,11,349
5,198.0300,768,4,11,8,349
5,197.7700,768,4,11,8,349
5,197.7700,768,4,11,8,349
5,197.7700,768,4,11,8,349
5,197.7700,768,4,11,8,349
