n0,monte_carlo,monte_carlo_max_hop,two_hop
29714,4846.58,4.91,4.839999999999999
48550,1335.3,1.69,1.6600000000000001
49200,1.0,1.0,1
16558,312.48,1.25,1.2900000000000003
25312,1237.99,3.75,4.390000000000022
5738,4429.21,23.82,23.59999999999951
11165,5476.77,16.69,14.05000000000006
17936,9803.24,33.94,34.31000000000006
32432,2058.7,1.84,2.289999999999998
66369,105.85,1.09,1.11
27446,1.0,1.0,1
52521,1245.17,1.68,2.6399999999999966
3970,2895.16,9.84,9.550000000000038
60179,1446.41,1.29,1.3000000000000003
63884,1.07,1.14,1.1300000000000001
59392,1139.25,1.57,1.6899999999999993
51180,1133.22,2.65,2.84
64878,207.34,1.2,1.12
75120,1028.97,1.41,1.5399999999999998
25196,2677.85,2.15,2.5
52780,828.01,1.96,2.399999999999997
11739,1.0,1.0,1
63582,616.33,1.12,1.1700000000000002
30694,1.0,1.0,1
2620,10113.66,57.48,52.07999999999983
34965,1.14,1.11,1.1400000000000001
68180,1.06,1.13,1.12
53433,208.62,1.16,1.12
62170,725.24,1.17,1.1600000000000001
49686,3404.4,7.08,5.730000000000024
14906,2169.82,3.29,2.929999999999997
33863,1.0,1.0,1
12735,10108.66,38.97,39.42000000000007
8269,1243.46,3.4,2.7199999999999966
50642,2058.88,2.56,3.3199999999999954
49441,1.0,1.0,1
14120,1.0,1.0,1
7609,5682.22,4.93,5.459999999999996
44359,103.84,1.14,1.1400000000000001
30725,1.0,1.0,1
11279,4017.21,10.56,8.82
65218,104.64,1.22,1.2200000000000002
67739,1.0,1.0,1
27252,1442.1,1.65,2.0399999999999983
18630,1.08,1.1,1.1
8437,1.0,1.0,1
70741,207.09,1.22,1.12
4910,1.0,1.0,1
64050,824.97,1.25,1.2700000000000002
25408,1136.85,3.21,2.4899999999999967
19425,1.0,1.0,1
59803,621.31,1.67,1.839999999999999
58344,106.1,1.17,1.1600000000000001
37441,1.0,1.0,1
73049,1.0,1.0,1
46752,516.5,1.25,1.2400000000000002
55852,621.0,1.55,1.7299999999999995
17691,1135.81,2.54,2.479999999999997
20748,8880.67,11.84,13.14999999999999
12794,1032.49,1.27,1.2900000000000003
69705,103.16,1.1,1.1300000000000001
41128,1232.64,2.63,3.1200000000000006
46796,1852.08,2.56,2.4599999999999986
64832,515.25,1.22,1.2400000000000002
66010,1.11,1.22,1.12
25906,723.71,1.45,1.709999999999999
40473,719.95,1.2,1.3400000000000003
19681,10111.87,44.61,48.51999999999996
46627,1955.89,3.97,3.7600000000000007
69300,1.07,1.07,1.1
37270,2782.44,2.03,2.210000000000001
66819,416.24,1.18,1.12
9361,4024.02,4.76,4.479999999999994
66508,516.88,1.31,1.2500000000000002
71425,1.0,1.0,1
28829,102.1,1.15,1.1500000000000001
45115,1.05,1.07,1.1300000000000001
31966,2480.59,5.48,4.699999999999994
1561,10316.09,73.63,78.25000000000006
38758,514.55,1.1,1.1400000000000001
44988,1.0,1.0,1
28808,3306.86,4.21,3.959999999999997
34975,1.0,1.0,1
4411,1034.23,1.54,1.5100000000000005
55496,1241.87,2.49,2.7599999999999985
33393,4444.59,4.68,4.9600000000000035
49404,520.58,1.8,2.0499999999999985
39105,1.23,1.25,1.2600000000000002
54646,720.84,1.39,1.3500000000000003
22970,1654.45,1.59,2.0599999999999996
51939,1249.76,3.51,3.2200000000000006
15238,926.65,3.43,2.7499999999999973
21781,1133.35,1.18,1.4300000000000002
3359,721.74,5.67,4.9500000000000295
26451,1.77,1.79,1.7700000000000007
21060,1138.31,2.95,2.5899999999999967
39327,2791.31,2.95,3.629999999999999
15267,1439.9,1.69,1.7600000000000002
1732,7840.45,23.16,24.380000000000088
49866,3913.47,4.92,5.289999999999992
