n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
207969,150423,215470,21120,127148,199810,68582,9652,118,38162,173753,42.16,28.41,28.759999999999994
153743,123274,253104,199158,192632,97821,83725,201887,5738,71486,128146,43.73,29.18,29.879999999999995
210217,51932,191319,228722,108529,238701,141113,141361,178795,24696,50589,48.6,30.86,31.639999999999997
147696,145126,183375,211058,191073,69604,173775,210597,159920,179749,23097,39.69,28.06,28.959999999999997
221323,111332,87970,259584,24414,94932,209789,107464,210968,65663,116709,45.34,28.27,29.12
183401,24583,198067,51684,183696,166440,208774,76332,25572,249396,11975,48.61,30.28,30.679999999999996
154290,236654,52657,217030,171810,239252,94471,127586,244511,218293,238422,44.65,28.73,29.919999999999998
50783,134912,150964,168970,254288,182953,233939,211158,132039,255950,240200,46.49,26.84,28.799999999999997
7450,166062,94732,64197,157744,112640,79776,93684,154443,31348,23511,43.88,29.31,30.279999999999994
131113,230707,177895,137694,52199,30624,159438,173733,70224,81862,188482,53.16,30.61,31.479999999999997
51438,99564,126810,58389,36203,156589,55020,218629,226895,229634,183035,46.64,30.03,30.759999999999994
136876,3282,49478,203963,44339,4471,169865,87270,146209,237092,175991,46.95,31.0,31.08
162598,162167,80248,98207,98934,138247,102017,75798,33248,177924,128124,47.36,29.66,30.559999999999995
14109,48588,110857,155695,195641,261705,104271,25160,257156,115671,64306,47.93,29.94,30.43999999999999
211200,256706,23345,233899,158120,175693,228189,233180,116945,117229,205496,37.23,27.05,27.479999999999997
217909,99619,208692,20046,135446,111783,123451,79550,184987,214049,107233,45.6,29.15,29.55999999999999
246605,22526,50369,195694,178305,69683,118320,127838,189432,205528,252988,50.54,31.04,31.959999999999997
45122,4860,5733,141018,32373,65834,154511,210181,94646,49167,67190,50.14,29.14,30.719999999999995
131789,118366,86360,243164,135495,66784,257310,107628,242989,230501,110557,45.22,28.46,29.759999999999998
160478,127245,70238,157937,124442,172041,125446,128980,37272,189077,98953,43.15,28.61,30.36
130193,80130,166322,210958,122489,84774,96069,172816,42737,254480,239363,42.41,27.64,27.72
241979,162383,98577,182046,158081,69678,83915,169370,104407,255594,127925,44.55,27.73,28.799999999999994
191183,207995,41467,245527,216974,76228,146763,1623,163521,117796,252878,48.1,31.22,31.79999999999999
14969,47861,7893,159897,202787,149361,29397,178807,188352,97230,94899,48.39,27.17,27.879999999999995
257583,246006,130401,223737,154599,16324,240982,50497,40471,248352,70583,45.31,30.82,32.0
160807,3885,110654,211344,205072,209756,213257,137588,128894,19875,122919,40.19,27.03,28.04
60834,26255,97232,94888,252172,38000,178496,163995,63795,159011,83447,47.57,31.61,31.199999999999992
37821,9877,164628,175153,25512,187153,27638,11865,169232,125272,121297,45.79,30.72,31.359999999999996
189817,235820,18087,164940,8086,183860,144553,33294,161642,218277,242269,46.8,29.08,29.479999999999997
21900,42220,162036,165459,238917,69516,237955,219783,234171,171515,118484,42.27,27.25,27.879999999999995
130991,181875,5317,207443,167103,35932,214499,247307,49491,238229,244873,43.18,29.48,30.879999999999992
115575,125609,204078,115206,117198,146431,72458,125155,186772,151865,16690,42.12,29.3,28.519999999999996
217953,209767,76483,256396,95274,74991,94409,246329,8878,21936,131702,48.68,31.02,31.719999999999995
224940,72295,73349,71857,253288,124020,112904,116452,241739,97374,8365,43.15,29.3,29.68
187114,22450,65424,214006,158510,167397,62508,140378,195420,8575,193736,49.61,29.77,30.719999999999995
45427,88180,97121,8379,13648,249533,260319,193946,200591,196930,248983,46.89,27.77,29.039999999999996
54835,183680,113517,90040,232032,20341,41322,191763,177162,29893,104766,48.26,28.61,30.559999999999995
