n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
59429,97101,252259,98400,33116,50624,184763,11476,22330,35872,64865,212668,261915,132739,54892,105043,168261,7941,120359,70.63,49.26,50.05108759683274
127769,118785,102361,129756,150241,50392,235232,217716,105561,23479,127165,61389,198973,5240,183805,69931,136361,106866,124340,73.69,48.83,49.50905381403207
236470,238854,99372,190317,29813,173791,67726,25471,259942,213446,16538,101284,162573,217456,98882,28240,173236,15218,88719,93.26,59.24,59.27913628546743
61451,181220,22558,130437,236818,170320,135478,236290,54504,152446,211915,37260,159047,16875,141483,248001,9821,128101,183977,74.59,49.01,49.13733810112069
50817,38851,247999,225525,151771,119606,191087,153188,230938,116689,74882,146098,93505,224143,230182,111704,35383,41497,200355,67.08,48.87,49.36637684441146
157630,25589,139410,180926,82257,184063,93593,249036,168796,221116,129664,132021,163574,51812,80947,39363,93254,138600,74541,68.05,47.83,49.17021571720051
133638,172243,18722,211844,236773,224584,133016,239354,183840,142851,57659,90230,63933,238001,3123,77517,89976,57616,69951,79.57,56.0,57.76000766873371
8822,110992,66787,98808,78211,218710,184915,233692,109292,45940,172344,103878,30477,43563,244460,173846,223375,255549,6719,75.72,52.24,54.961756989674925
52902,255085,200926,42120,78654,30535,3464,208776,200356,99733,89604,219256,44605,149192,114191,237275,60743,36448,107505,63.02,46.68,47.09939696213654
147848,116930,106733,109566,21008,154274,18343,75692,187916,24932,8921,22349,173857,27924,200351,136562,138224,94414,40280,68.46,47.61,47.330593588883296
211733,245487,132362,127988,185644,38937,256919,158451,16508,49723,4441,239236,36802,89336,101274,172545,150384,31653,194970,78.44,51.98,54.15430696464226
78488,92129,85310,252959,95956,770,169304,219068,130814,55071,15903,229422,161811,8682,231448,253011,227777,199066,211945,74.37,51.41,53.44303414376192
259643,214024,152045,45081,46608,88479,254245,112992,115742,31706,21850,52549,158702,58715,130340,212697,124043,207148,40506,65.42,49.06,50.28165639982052
99899,31987,28432,152236,188995,118669,169847,33148,188572,115207,134868,190191,23705,187561,243407,123547,147812,103219,214030,88.06,55.34,57.561558759147985
94583,119363,59118,13350,51775,12825,116974,29201,28359,55368,190091,1206,185682,157455,160305,237647,5929,171759,95446,67.14,48.07,49.91028414097638
217386,113356,138380,24467,256548,253699,196337,198084,157339,131749,214767,184856,149153,52606,131472,60144,84963,137819,100692,78.27,52.36,53.91062948225619
195022,136260,169678,51426,1752,75905,160738,77721,238249,20938,194849,84156,243159,237767,257354,105613,58633,165764,77704,69.7,51.12,52.68563141189894
20872,143481,109964,256063,195094,96797,211492,246788,194187,222948,84103,135338,79212,163869,217908,250885,93551,205330,234689,69.42,47.42,49.31899894540967
77549,170756,221699,28651,51312,127195,96985,99246,251286,153346,222050,240820,81786,53804,76151,104077,160703,100525,220892,78.16,53.35,54.35181362269764
240901,179395,137273,245379,181045,190849,93267,215199,177214,158580,153389,94944,176447,112066,51348,128435,215663,138656,132990,77.22,53.48,54.262224538810756
219727,21490,70476,42846,17990,130611,192185,227122,71010,259194,110031,204488,30681,163723,217404,216258,71812,258665,76453,80.39,55.47,57.231875463995515
71853,210822,216352,132182,70413,72700,260904,232888,165720,107951,64104,94728,64429,253085,65015,207136,132308,195922,120044,76.19,50.49,52.418238954662854
65509,61402,213194,212580,156394,137690,217507,51218,96453,130193,204673,27721,207994,29262,101696,22078,171623,44750,204535,70.56,50.65,51.852249266606215
148568,260330,112086,241290,11832,206110,238580,35862,5790,159982,50133,179578,69372,22818,25017,121291,120517,227727,175430,78.16,53.41,54.36550731802399
237352,73986,242565,148403,24300,33119,159144,93735,226757,257089,171103,17294,83864,207253,10147,219048,241118,22008,225199,83.2,57.47,59.69421163499558
35994,171348,210922,96010,260818,217171,19654,213596,60485,189979,9715,157217,207164,83701,58282,77750,195049,93714,253548,81.61,56.12,57.42378770113897
85666,17330,136329,235960,29882,240255,189106,159785,91238,113916,41874,41178,66824,234238,102050,38996,113043,190786,205049,75.54,50.0,51.704270445147976
17073,26155,140106,58354,21533,76849,242491,46316,88331,196452,52147,28576,247862,13337,14988,145713,206158,192982,46578,76.6,53.74,54.62944366679349
216289,44757,146663,167667,85658,77438,231185,63504,192976,131177,125538,29086,147544,188289,245380,21751,261451,36042,244120,75.43,53.62,54.30721335930499
196505,34774,59085,85679,57156,106908,45586,44292,35396,199767,115452,15950,182148,232640,117534,153501,175070,160894,75324,71.05,51.41,51.58137533478826
108746,213485,245500,114445,151609,179974,235026,193276,241878,97528,181434,147845,257783,186128,128353,227686,96088,192545,221250,79.49,52.42,53.24198423157807
204386,138409,49143,80954,69759,178291,247889,124747,218371,33525,219929,219634,72581,131057,166532,254690,132796,139896,206785,66.17,47.46,49.83628087263168
245587,134180,75796,211525,57014,149033,138020,102408,200992,35333,216235,128125,169721,124740,32575,76336,103304,8403,9162,67.65,48.65,48.29151046908528
227788,97382,132803,247660,77617,90975,98326,183223,7246,162904,260205,37545,217648,180459,3794,20895,216984,48405,117680,76.93,54.83,55.50786662208633
152021,248477,33398,201277,252828,220636,111549,147875,165224,151703,253002,229943,28322,97705,261902,131692,10381,258969,157612,73.46,52.04,52.710843646284175
187622,171947,96657,258434,257973,93883,27860,248186,83832,170446,26771,124953,221072,44497,169391,61804,124996,95730,151096,72.04,48.5,50.176130783319124
90774,244497,97450,197492,211836,112598,98281,194688,164806,175698,10113,192546,36882,243479,186101,173802,233460,170578,82084,78.76,52.31,52.84281815385509
15976,8506,251478,60978,133673,94501,126771,96055,124780,147193,45384,79097,36567,169616,69850,206023,5960,205316,115574,80.16,54.97,56.35167261387965
194362,75448,153106,179432,68366,119091,220576,77714,75912,105666,225465,130340,117212,172108,164941,23355,130873,235427,171405,69.16,51.1,52.07106499921623
115025,89397,35602,151621,254464,193084,28352,94731,188136,157407,174834,119651,94826,123215,150191,100564,53267,143295,137176,71.55,50.07,51.83378425796258
185949,154687,45544,204997,38300,132180,215805,9043,23197,143706,207903,174392,198990,81630,57057,38624,166731,105062,66432,73.23,51.93,52.64314911746171
248442,231120,209495,51721,250631,30322,3658,9592,116156,188356,217322,55530,82944,82391,7314,256106,1438,192958,4355,65.71,48.37,49.444368820033205
193358,33593,150967,79274,167928,81421,2895,11585,213006,55944,86263,83031,224041,24502,108659,61476,238887,221981,119,83.63,56.99,58.10899522798284
227937,257005,178661,25124,135338,133949,53097,126231,240130,258555,198178,187916,214740,257400,110521,237438,29331,111442,132800,82.07,56.72,58.16963129763004
38734,19541,38250,172467,185974,204085,249365,206236,174326,184847,90761,245419,156564,114364,172188,13065,66324,107427,181925,78.25,53.63,55.32693466556374
173951,52202,259635,7278,74637,16844,201773,127993,82595,182460,42278,59124,14470,104038,216896,181687,81075,68973,80675,70.21,49.45,50.5479195840919
136921,72540,158046,5653,106443,208320,54642,184355,181586,182152,183779,55307,49538,29335,211638,202309,171773,259750,227140,77.32,52.24,53.54711084542009
245454,204521,259378,129589,40867,187627,216210,82441,62621,171317,237653,21586,114001,90675,234094,132657,216263,232155,144041,67.93,51.93,53.44577338469742
179264,130619,238295,121400,227878,160623,254472,95623,161895,35869,161685,43430,122917,25367,57985,135988,208819,88295,160003,72.74,53.02,53.70004642509063
247979,42389,145560,62899,246923,57896,111582,189447,177258,156601,241036,52682,88547,180251,33661,147672,202988,69886,18901,94.9,59.47,58.62250203260271
116530,84751,260223,149789,36958,173236,62029,188734,155664,104262,220182,5556,241620,82578,104639,93237,201552,81356,31065,68.31,50.0,51.080035182999005
30961,101228,177713,224635,242440,174332,224919,117083,107816,156913,2776,127780,88609,143640,187747,231750,225494,255759,239551,68.28,47.38,49.37063453787134
52516,4285,197939,3987,247648,184676,159195,180239,131195,83599,97655,184883,126887,229729,152218,27072,160278,45944,29882,84.76,54.17,54.974459979065266
14312,261832,116605,72344,21332,143524,7394,51979,65104,165508,241441,19562,15692,87907,90348,100842,185778,82044,242427,74.63,52.97,54.69829185167543
127724,158672,41478,252841,128624,193064,208557,72041,164800,246913,254319,233791,249065,15489,125175,219446,122657,153199,199878,85.18,53.59,55.37450813322238
64552,230626,210950,141819,257229,174926,205339,181078,15156,134727,200752,133233,170417,105126,246346,117642,137145,124283,229760,91.58,57.91,58.8563731388647
210447,175248,41890,257779,30842,150393,242059,161086,133773,211708,182687,44891,240067,86409,193003,76911,148500,143203,249582,70.17,49.27,49.49998825930927
104594,163607,30288,117086,145311,47893,78121,41755,196183,207714,232147,235020,258058,93598,92568,138678,14633,177870,104906,66.6,50.96,52.177430287456424
159058,250553,72178,18497,238905,64655,144681,218377,187245,250728,180460,123672,114902,74716,183819,247225,49779,125035,143626,90.47,58.27,61.40822748646406
17316,170788,16527,164979,222706,76611,17890,47566,103504,26554,143416,32452,47710,48305,188327,127238,84567,149034,62275,56.39,40.96,41.375473389306464
185077,50630,114816,65505,201257,99450,7760,136285,91302,79919,31277,138162,135387,128726,150071,10350,152891,24762,116274,55.88,42.89,44.04169005687693
190897,96506,66761,86122,238066,27847,27600,50671,228601,127536,111261,148802,117987,26341,181104,221548,34122,7271,92387,95.56,55.47,57.356454609035964
33060,102172,117447,235404,87279,175677,136338,238958,180866,111190,155892,29001,205787,99616,123235,250061,177284,166179,109565,74.68,53.02,53.11323572877534
218369,33094,203747,19453,188434,47691,61734,116360,52720,72382,159008,146975,219739,174913,219183,240973,239151,39248,55536,84.71,53.68,55.92935082444686
251040,136748,316,213673,233132,87453,258160,241204,95714,22660,209334,43225,132434,83720,147329,217542,224747,109242,246836,81.38,51.68,53.9621606244028
189879,78708,35747,57572,98716,240195,3380,155178,28123,236396,40364,57962,16948,222601,201326,41805,168811,38468,129603,85.19,53.8,54.30813835066407
75591,229231,243153,142480,101525,23093,115415,186350,75755,250992,19589,100832,115793,241529,130246,114195,87718,126910,191561,84.42,55.21,55.730341481524505
61361,81209,236505,256786,11553,238373,240968,151740,177733,26637,5431,146728,238700,162800,94933,170407,184478,111503,3289,87.28,53.05,54.777871807943406
190059,67677,261277,248443,184113,97033,10765,170515,164658,46245,163373,17040,142956,127515,245954,250637,13740,132031,4500,78.22,51.02,52.86408807092836
13784,189341,233193,26319,83607,35995,65493,214249,257922,94778,221407,231555,93037,209937,131947,173702,141284,94069,219755,75.3,51.44,52.27089582169401
21628,63234,255872,228318,228239,168096,240476,49518,133422,62618,73623,25655,164545,241336,109895,7875,50298,6019,29556,75.9,53.92,55.07457545363096
200111,106914,82915,38875,131090,70250,59307,256189,15175,244757,85926,232157,93281,134298,99776,199964,138361,42950,225102,64.97,47.17,48.194580315097326
162704,84133,255453,241020,207299,198809,258557,166023,164582,183060,79647,41883,5412,182017,70922,191512,217297,4171,138371,72.83,48.35,49.3178535982026
11508,163427,160039,210398,258518,77435,145038,36890,78879,232581,142388,157478,54317,7107,36638,182636,11178,189050,135997,73.93,51.96,54.261646239036594
199579,158381,34401,92599,71647,116429,189656,252673,175423,68296,90788,255952,253979,184478,79225,186785,233605,179024,35542,69.26,50.4,51.67106123497423
95359,119871,116597,260164,160860,182002,60050,198447,136937,231624,176814,164424,210406,143120,83781,216249,22418,139319,67603,70.65,48.58,49.834328449256354
251136,149744,199525,175482,321,227679,75379,89802,231990,132371,30707,71674,3969,63,152466,122391,181870,105323,257114,66.39,46.29,46.73197602906618
233778,252368,250237,164231,230618,183428,152397,139077,52584,222740,3723,181429,42,33767,211206,164146,146512,13184,232539,75.42,51.83,52.763963048281724
87862,219520,87439,146515,241284,165431,57813,202789,98651,145637,147984,245808,53811,128325,118813,197936,77802,106278,189157,69.75,50.44,51.832768227389494
247044,208033,135960,152644,241342,227449,111608,128722,220204,195813,206054,24808,220460,101482,138921,84599,111474,232490,217709,79.04,54.96,56.01164432302886
130573,143111,98687,157833,174842,16281,250142,139434,217625,230372,210644,203920,174615,52022,210686,61321,147283,41893,101854,72.93,53.14,53.7320343857077
108893,83071,63539,68921,144143,88336,209883,131314,2809,225902,78436,61940,109758,102630,140612,68502,221483,126298,87355,78.55,55.22,55.50284228722657
15999,126992,163280,60075,224982,150515,238925,45394,94021,252051,44290,228318,191579,41991,198039,60584,49874,214528,15925,50.31,39.12,39.1909282024647
249445,175618,170551,99514,149576,136902,59927,148011,241924,231721,26116,32973,173824,68054,77114,8999,39651,180591,126949,65.01,46.05,46.84330379230275
20734,95680,223609,25941,159876,187575,134260,138756,70110,203469,227873,170701,29992,194555,152189,174148,217547,34168,172410,91.77,59.68,61.49997743394163
186519,12931,168082,29276,90940,74878,92037,191571,71900,35916,206135,250551,179969,232240,239347,149964,15898,229873,168347,75.79,51.82,53.08474417457
166514,183665,41971,197722,106007,2305,6305,231870,114869,122711,259323,96456,105897,59441,174115,14541,94311,154842,176871,80.57,54.38,55.613036465679976
122806,87814,78812,239452,143737,107539,34972,70549,252269,112588,18187,19700,58922,86440,50420,193721,138697,106026,14366,76.97,50.56,51.05635126623018
117150,76838,61536,80844,216117,84802,231896,72327,107204,15499,490,2209,112098,202768,229251,8467,170781,50435,59792,68.59,48.63,50.321039272317456
143356,27584,208410,232403,219655,20770,124653,161370,161058,156110,35150,47811,249165,115776,129436,226082,186738,261469,177747,88.26,56.34,58.874315162903926
19619,209879,8130,145134,68057,75310,13167,144801,243356,92078,21076,70977,96278,132315,224614,80609,121633,140586,61234,57.55,41.46,43.68370471929555
63199,16375,18640,59409,115238,81264,12709,222089,30106,113710,233034,144849,236349,68885,227714,106918,189788,243225,177196,71.63,52.46,52.649694899003144
29967,36151,183791,198430,82168,222012,109577,179678,188779,227214,91517,208408,128158,98716,127860,177992,127050,134088,19388,67.49,48.19,49.13298514825057
217468,102903,89443,99606,85352,109992,80640,75190,123624,117597,70,194189,64843,19281,69228,19727,165360,140264,240122,83.03,53.44,55.13563275996323
151459,13155,209486,36142,8560,229772,2498,28458,159270,238536,56493,137491,129450,117127,77081,53880,22865,75683,147027,74.69,50.38,52.23962241758068
228727,82648,79646,127633,40838,227818,162195,117958,92072,220795,68656,76732,232317,47616,254579,105518,204635,78018,7490,68.91,49.21,50.12737450301652
190592,182551,31672,4643,189621,251511,57553,181248,107018,144381,56603,150165,37911,216107,36426,228736,258486,161035,26009,68.51,48.47,50.7167230885248
46243,242363,67731,120620,117579,231254,226780,46985,241569,153078,64871,178895,99848,80302,107166,160829,228471,236822,250026,83.26,57.05,57.154200803165814
109110,180541,7622,41316,159904,508,204751,181590,119215,28361,220030,35755,93161,196429,118382,31569,113327,72281,24743,77.94,52.49,54.95701461239368
9629,18732,74635,167191,211006,233085,232436,48128,202610,237187,108295,85495,16378,109570,87854,11005,131128,1911,252354,70.84,50.33,51.583089171543214
