n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
163289,66963,194455,93987,208455,8.88,8.29,8.510000000000003
180996,247057,220597,193959,170926,7.35,8.05,7.610000000000002
241781,138946,7603,220292,122060,8.7,8.53,8.490000000000004
203412,247295,65287,170124,13593,8.8,8.2,8.590000000000002
236165,41117,29676,97463,122963,9.29,8.43,8.540000000000003
227657,64637,99813,142543,26731,9.16,8.61,8.640000000000002
150455,65360,3437,191675,56814,9.15,8.92,8.620000000000003
106994,73264,47730,240214,227399,9.33,8.25,8.640000000000002
200730,102088,41839,199734,208967,9.35,8.3,8.540000000000003
18856,36377,161985,161861,116611,9.23,8.26,8.550000000000004
33213,34666,465,254892,228433,9.07,8.79,8.590000000000003
1392,54907,202792,56487,251691,7.86,7.67,7.590000000000002
257535,43478,228696,43642,75839,8.83,7.66,8.230000000000004
82221,252045,52137,141354,229669,9.27,8.66,8.610000000000003
177689,164031,53681,47623,246671,8.61,7.92,7.840000000000002
253901,181047,51610,253379,252994,8.53,7.89,7.760000000000003
234289,100459,78325,5654,94683,9.54,8.56,8.620000000000003
108765,43504,245312,38194,69156,8.8,7.73,8.120000000000003
17075,86993,78999,214276,158101,9.31,8.46,8.620000000000003
153653,886,156232,177716,185513,8.97,7.84,7.890000000000002
88577,17307,81253,93153,214569,9.15,8.41,8.400000000000002
80232,126024,182562,82783,48437,9.13,8.84,8.590000000000003
126148,123873,184724,46168,14942,8.86,8.56,8.460000000000003
67156,255616,246156,5994,248832,8.43,8.15,8.150000000000002
196554,93754,221480,105983,4736,8.99,8.32,8.570000000000004
143934,206500,109793,95993,98661,8.99,8.43,8.440000000000003
151655,220524,2379,118704,12249,8.24,7.29,7.770000000000003
185534,47426,163502,250394,250188,8.95,8.17,8.250000000000004
51516,31200,198111,64510,243703,9.34,8.89,8.560000000000002
214825,246951,121164,90277,134347,8.68,8.67,8.560000000000002
93006,234018,137547,65770,203319,9.64,8.58,8.540000000000003
121333,28325,154602,196188,204731,8.61,8.14,8.180000000000001
208988,96284,225363,77558,9602,9.29,8.63,8.580000000000004
113502,247935,256466,23902,54652,8.88,8.43,8.170000000000002
89323,134448,160124,95060,240671,7.85,7.25,7.460000000000003
38848,89118,72266,242272,184184,8.78,8.42,8.530000000000003
142906,24136,81906,179821,83047,8.8,8.1,8.530000000000001
80260,46524,209393,20498,164313,8.89,8.48,8.380000000000003
39024,189041,180662,81082,261285,8.46,8.35,8.130000000000003
126823,42343,188777,12727,21222,9.45,8.24,8.560000000000002
258657,157456,139861,242117,106401,8.62,7.73,7.880000000000003
8343,62216,194132,155703,90133,9.77,8.21,8.650000000000004
216608,65590,119449,170646,110561,8.73,7.92,8.380000000000004
38175,14603,256652,240142,167332,9.09,8.85,8.590000000000003
8577,210151,129384,87604,219789,9.7,8.65,8.580000000000004
54279,34228,257242,191801,147861,9.11,8.92,8.660000000000002
248983,34806,165255,235011,206571,8.96,8.57,8.620000000000003
108481,27952,44255,113916,97779,9.3,8.58,8.620000000000003
39123,15406,221441,110269,77283,8.46,8.32,8.610000000000003
37015,118791,241697,261960,162634,8.88,8.25,8.550000000000002
223412,44378,255854,136890,118892,8.49,8.8,8.300000000000004
251692,127967,180575,191235,83283,8.25,8.35,8.150000000000002
125578,71836,76289,123228,105850,9.29,8.44,8.570000000000004
236417,38405,29507,98828,215496,9.14,8.67,8.530000000000003
259099,139395,251609,47027,164355,8.71,7.86,7.900000000000002
245666,130894,227488,88730,47217,9.27,8.87,8.640000000000002
23366,128938,71384,135051,205001,8.7,8.73,8.600000000000003
143681,227380,131812,94719,16543,8.66,8.33,8.450000000000003
206051,208444,203134,93244,182084,8.96,8.83,8.600000000000003
154005,174068,8996,199134,80137,8.87,8.43,8.670000000000003
95271,146620,184672,175192,73623,8.78,8.38,8.490000000000004
218951,127319,69431,201784,257151,8.9,8.7,8.570000000000004
181110,187691,77031,250841,247869,8.36,8.27,7.980000000000002
89148,170312,46831,152216,223300,8.84,8.3,8.300000000000002
3035,124335,143390,202825,65717,9.4,8.39,8.570000000000004
85434,176067,71744,121356,75714,8.82,8.44,8.420000000000003
214087,131163,169721,176590,209092,9.35,8.6,8.550000000000002
93472,91195,71794,168837,90592,9.41,8.32,8.440000000000003
193417,245763,217104,107077,91762,8.57,7.97,7.9300000000000015
241784,220955,45212,228042,227271,9.22,8.57,8.590000000000003
180443,117908,255884,95492,250745,9.52,8.47,8.650000000000004
87645,135827,37187,138763,256954,9.08,9.03,8.610000000000003
43561,52075,219314,94903,245728,9.07,8.68,8.620000000000003
223832,125105,74149,181253,20666,9.52,8.25,8.310000000000002
188661,175861,191457,109217,45043,8.92,8.4,8.190000000000003
161685,204569,245425,152265,135385,8.2,7.27,7.400000000000002
174471,245479,110308,79342,163508,8.04,8.1,7.900000000000002
145020,203084,227312,166950,70963,7.84,8.14,7.950000000000002
188852,261099,7240,51275,41949,9.44,8.15,8.540000000000003
153733,115623,163596,170424,47380,9.76,8.76,8.660000000000004
57419,198966,179819,47325,165377,8.79,8.27,8.640000000000004
188340,10973,258596,123623,256838,8.82,8.59,8.590000000000003
59308,43449,14193,233782,35003,8.32,7.83,7.8400000000000025
29053,83191,253750,47591,126526,8.66,7.74,7.8000000000000025
50688,143738,9347,108918,121983,8.42,7.89,8.180000000000003
92038,99693,173676,160378,18868,9.49,8.42,8.420000000000003
154708,53573,62350,188223,236763,8.64,8.22,8.320000000000002
98044,173,91886,106266,249589,9.39,8.23,8.550000000000004
73014,224357,107490,227121,30166,9.14,8.07,8.050000000000002
180579,217938,143456,98010,252803,9.25,8.28,8.330000000000004
9453,144161,160842,79005,24856,9.19,8.87,8.640000000000002
77406,142926,134387,88964,249325,8.85,8.32,8.600000000000003
152278,76858,251212,92174,214570,9.55,8.33,8.300000000000004
33858,109865,107280,213120,147828,9.81,8.57,8.540000000000003
168374,141134,96847,122545,37253,8.96,8.66,8.560000000000004
41097,156221,100334,147812,125050,8.48,8.27,8.450000000000003
250927,52207,253754,34860,159543,8.86,8.54,8.540000000000003
23810,92042,215281,234217,173449,9.46,8.47,8.560000000000004
248,100100,28290,85469,148324,8.99,7.97,8.380000000000004
240248,161262,141406,36883,85312,9.48,8.18,8.530000000000003
