n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
60687,48930,35013,18158,24398,843,44345,65900,60780,10320.18,141.36,150.2900000000002
10592,43781,72649,5360,49678,22205,59247,55389,20598,8474.74,24.16,27.310000000000038
22076,31196,6728,14542,17357,66357,8300,50287,13326,10333.17,72.78,76.97999999999985
38165,26864,29399,55280,11496,34961,27510,51975,36855,4951.77,15.8,15.449999999999992
44782,5661,26146,690,53895,7181,49652,64449,18237,10324.2,83.79,82.78000000000011
3077,31029,55669,14686,507,15890,75851,25909,26614,10209.96,71.83,74.30000000000007
43282,1081,10944,17456,70748,2289,65641,11119,75101,10315.46,103.92,99.66999999999986
65108,70462,25975,55064,9020,52184,25187,12244,19052,8460.81,24.29,23.049999999999983
22617,5400,7100,35388,72752,19569,35168,75403,4487,10312.73,83.28,76.51999999999943
15903,52739,31036,21199,66179,5640,47965,68427,74086,7223.03,22.31,21.070000000000043
11369,45507,14413,47915,59152,27529,52713,26053,75292,9795.58,32.44,33.89000000000001
2407,49668,43084,80,56829,14641,27974,29059,58197,10317.88,59.82,54.399999999999956
35341,42560,11641,40259,37340,13509,67830,7230,3328,10119.87,60.51,65.80000000000008
49988,73457,56182,65186,45361,32540,74190,8687,55706,9303.75,30.55,32.06999999999997
30271,12553,52547,66830,48885,73461,48412,18236,38049,4964.05,15.88,16.78000000000001
22421,33936,3850,6619,22643,34466,21523,15763,19440,7341.5,24.46,24.660000000000032
1556,6399,7983,59039,27341,50971,38566,1939,46469,10315.49,183.95,196.63000000000005
37356,18434,63034,73653,36402,17996,11349,72870,38798,10327.67,51.93,52.96000000000008
15457,8597,55040,59165,18680,73652,50200,22161,35934,10324.9,90.2,91.37999999999998
64806,45727,13005,6351,36287,69315,16822,22718,11045,10313.26,50.85,53.939999999999955
21263,29151,1705,26593,23049,62080,59860,73301,71500,9183.22,23.28,24.04999999999999
50893,10904,22681,71908,63184,34398,70179,8727,3771,9593.04,34.32,33.29
57114,71349,40469,68615,69073,70401,8595,75218,71060,10107.75,49.09,51.959999999999994
39363,8430,29398,18016,13527,13057,64443,59445,7922,6300.97,25.25,21.820000000000014
64253,6940,3827,48908,31934,60115,30291,48657,75127,10328.59,78.75,76.93000000000005
65001,31864,4718,11092,6148,53708,53303,9039,10582,10323.03,206.41,223.1399999999997
24784,4470,23765,11064,8503,3914,46503,61635,71698,10321.89,83.41,87.24000000000017
70198,62210,3404,9871,43755,11088,42136,1123,60797,10329.02,158.07,154.85999999999947
58871,19474,50605,62683,18075,13924,45713,30319,59176,7956.27,23.67,22.38000000000004
16960,25187,28987,14257,14497,6911,15740,9782,10820,7136.18,19.41,19.850000000000005
48814,13581,3074,61277,68421,26303,48429,10634,30953,10212.17,52.11,52.60999999999997
