n_nodes,influence,n0,n1,n2,n3,n4
5,17.0200,141,394,149,504,317
5,17.0200,141,394,149,504,317
5,17.0200,141,394,149,504,317
5,17.0200,141,394,149,504,317
5,16.9900,141,394,149,504,317
5,16.9320,141,394,149,504,317
5,16.9320,141,394,149,504,317
5,16.9320,141,394,149,504,317
5,16.9320,141,394,149,504,317
5,16.9320,141,394,149,504,317
5,16.9320,141,394,149,504,317
5,16.9320,141,394,149,504,317
5,16.9060,141,394,149,504,317
5,16.8860,141,394,149,504,317
5,16.8680,141,394,149,504,317
5,16.8680,141,394,149,504,317
