n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
221360,100989,198693,233372,110250,10612,67873,253090,134027,127383,106151,240709,205468,23.8,21.65,21.850000000000005
217540,79511,253702,124937,93860,152930,233743,238056,57263,132300,36509,73882,36633,22.42,21.91,21.340000000000007
198129,24859,162101,209558,65668,258804,238484,139608,257631,184856,212393,157785,236497,21.58,20.88,20.920000000000005
38525,81303,25890,191321,19331,235625,222946,179302,86559,123769,146751,26398,92744,23.78,22.3,21.910000000000004
113815,82889,160140,167883,239340,53602,253390,144840,125045,116049,226835,136669,68286,23.26,21.46,21.610000000000007
16326,211033,240770,143838,240122,3680,24450,188666,220224,104549,186188,216228,205795,23.03,22.05,22.190000000000005
175152,163909,299,160405,129388,217071,227436,87329,63939,191438,85250,184455,228188,23.17,20.89,21.13000000000001
16510,50087,240391,148769,58118,62551,210592,253634,37354,210548,142341,117432,23911,24.08,21.96,21.97000000000001
21088,260367,83900,229398,133153,261612,244536,128263,28588,79022,144511,76307,185220,23.58,21.87,21.670000000000005
32718,143508,87228,213507,241762,141632,53268,252664,209565,158121,143453,154040,75407,24.21,21.9,22.190000000000005
116651,24020,156313,209173,100899,83111,150903,63466,76108,48200,49647,215342,48950,22.85,21.53,21.460000000000008
8643,160634,257241,172139,68172,124919,18110,23546,177923,198601,34137,229840,39203,22.66,21.75,21.500000000000007
242058,10129,220845,21036,235450,183323,241980,217411,141715,179175,102575,219641,184885,22.64,20.84,21.11000000000001
137513,72255,136784,212763,61735,222687,56413,234629,178120,154612,216337,248975,109949,21.83,20.26,21.050000000000008
151963,72144,118112,129146,173079,168085,261163,183559,240370,257546,207965,93681,21593,23.32,20.85,21.60000000000001
85019,160637,30238,127518,153898,165189,87889,221532,49906,63710,4249,191755,71050,23.25,21.63,21.900000000000006
30706,184898,57792,97533,208295,44690,87172,111707,213886,16303,26373,205289,38366,21.26,20.8,20.730000000000008
224217,182890,57350,11857,214203,150435,166253,238555,245503,140036,157855,178412,19397,23.84,22.53,22.350000000000005
6998,32622,166461,49419,158947,217602,150982,31377,102553,23994,97029,218587,257036,24.56,22.18,22.360000000000014
30420,9539,158729,5671,51010,251928,254461,48489,188249,32478,125628,55201,190619,23.98,23.36,22.410000000000004
209910,16013,245620,178086,5972,142668,111573,162686,26607,219126,68136,18351,57889,22.99,22.16,22.02000000000001
18866,169587,78921,91827,114312,47269,16001,132025,122455,10322,156364,26455,183323,23.0,21.82,21.800000000000004
259059,102570,52259,68192,93993,237082,191784,123264,219762,236533,240774,149361,44413,21.58,20.4,20.970000000000006
182897,176328,53323,253374,201155,15217,206739,177262,41473,221622,42455,89735,138798,23.15,21.9,21.910000000000007
65716,30726,156445,241544,115949,174484,45827,3461,123633,178593,107454,235955,149189,21.67,21.15,21.430000000000007
229324,133326,240520,81643,170114,93625,101880,219587,172390,65780,40216,146957,181095,22.81,21.71,21.620000000000008
3260,120049,194399,20728,88058,193728,11979,142690,73631,35346,62948,199797,249857,24.04,22.12,22.01000000000001
126308,92333,159943,75465,176528,94162,154737,248225,233817,166133,223811,162811,34693,25.01,22.49,22.370000000000005
187595,81342,101716,196211,108637,217291,170611,21161,399,155864,50412,183129,87661,23.91,21.31,22.370000000000008
41963,62761,58483,167090,117475,99260,186213,229486,176626,148937,229254,108634,8269,23.13,22.35,22.040000000000006
105451,228507,183980,148759,109635,202423,173590,185861,12263,43430,116746,16747,67954,23.3,21.66,22.460000000000008
183898,41336,117011,138300,231983,127733,238037,147168,158329,198045,18,231702,10200,22.21,20.58,21.61000000000001
129651,85444,81804,219607,122392,13069,212086,215671,229380,255374,212969,108825,49283,22.36,21.48,21.870000000000005
143802,261992,252454,165960,256526,21880,219532,190199,34215,258689,3861,105333,248918,23.67,22.51,22.26000000000001
177868,109441,82883,889,55974,3746,188042,197854,618,256965,215674,177146,138502,23.91,21.76,22.320000000000004
160448,25633,49927,31169,159477,170201,52039,229023,79276,73395,180496,256511,47768,25.16,21.99,22.38000000000001
26261,124677,223854,241898,103991,164531,21324,5726,72014,239568,118745,209669,207707,24.12,22.27,21.920000000000005
30350,225800,67236,34975,171328,136541,214243,170598,169067,90977,30175,228553,40485,22.13,20.81,20.760000000000005
72983,223147,4869,11088,10659,53932,178519,68070,146369,82500,248119,96179,246006,23.24,22.2,22.02000000000001
148758,238512,222675,11011,221868,196381,251973,183848,159277,171799,129626,186740,168858,22.89,21.96,21.84000000000001
236640,120236,167809,114148,97635,228435,141014,46737,54485,98455,153911,76293,2332,23.78,21.45,21.660000000000007
36295,39589,71138,87401,88476,206994,96259,188350,24564,88671,204319,162670,9349,23.28,21.02,21.480000000000008
10801,70679,42955,39168,257402,152948,75898,94609,103492,259339,143781,33984,76914,23.73,21.66,22.340000000000007
30119,125321,191501,62837,244778,12650,80708,47077,224666,137114,191014,18576,79343,22.19,21.69,21.70000000000001
105688,219036,86119,78440,108716,28482,26057,147018,238199,126136,124257,88363,220423,22.88,22.2,22.13000000000001
209157,255912,212947,90086,32591,125589,30410,183394,130478,111813,9915,79142,87839,24.2,22.05,22.250000000000007
192610,180121,234461,40806,241090,43661,164296,147976,98453,211319,255475,259915,167478,22.67,21.71,21.87000000000001
22786,17258,211752,22195,51915,196573,57949,16031,100876,2058,25710,103234,145876,23.51,22.09,21.940000000000012
136053,75974,117583,241212,128088,206645,153325,187277,178075,56951,110896,21931,96555,22.71,21.46,21.59000000000001
57707,259118,261909,68397,153414,203712,43668,113042,50317,93983,30149,16739,215477,23.07,21.11,21.400000000000006
226382,223571,184026,7240,236718,137839,118387,197247,177450,52871,31171,130308,104321,22.29,21.2,20.830000000000005
67234,54324,168033,11036,261368,248502,209042,56595,163424,38365,27428,51896,120168,23.2,22.03,21.600000000000005
99098,94802,143233,216789,39671,27458,259179,156300,257684,127900,38902,147824,106406,24.46,21.28,21.60000000000001
167343,178239,110949,230072,136636,129867,178079,240398,232726,84531,218505,130663,261667,23.55,22.47,22.420000000000012
130717,166478,175654,229297,52950,142294,159847,244138,57350,2544,89186,184967,252331,23.89,21.81,22.34000000000001
195831,235669,83429,214464,84364,9297,137653,38893,229240,67340,157964,205564,40869,22.35,21.72,21.570000000000007
220812,99353,152816,77170,188253,185171,211564,123320,17395,209700,22188,135404,227775,22.88,21.19,21.130000000000006
239996,10332,17394,59006,34208,10651,78760,4006,198940,221237,117594,86663,225942,23.49,21.11,21.54000000000001
42123,209884,39012,227723,171988,120778,253912,97339,132382,100199,236215,138885,131708,24.18,22.3,22.000000000000007
8812,150437,23762,177883,208180,211054,135790,198664,157323,259662,20016,195812,111769,22.59,21.3,21.450000000000003
237444,197818,54029,75933,140356,236228,156923,109534,216451,254947,126409,221640,207366,23.89,21.36,21.890000000000008
254865,101861,159234,153718,61229,223167,226696,209206,5369,172224,232064,63,194181,23.93,21.66,21.750000000000007
47702,79283,132869,149491,66705,87211,17202,129370,225413,68683,247187,216274,79378,21.61,20.31,20.290000000000006
202501,106973,100705,212346,100579,16320,42937,168030,245242,33376,62639,75258,191221,22.96,22.02,21.610000000000007
217563,87562,14556,246903,9419,126177,109541,36937,128930,233298,226315,157801,188006,24.69,22.01,22.140000000000008
21396,176565,183159,39681,212412,258659,92477,107777,9222,160372,122232,101366,120293,23.46,22.39,22.280000000000012
12329,26602,123440,203986,39680,5302,8510,156840,161847,34787,165141,84911,27601,23.8,21.8,22.220000000000006
183521,143954,170129,90876,51111,100509,205368,203533,203806,128534,29097,231021,15770,22.93,22.17,21.74000000000001
159939,183715,122470,161043,165756,244820,88569,170517,32590,254144,178921,187070,163063,23.7,22.4,22.140000000000008
77695,206717,222594,33320,251256,239018,101618,209542,77018,240356,195502,228729,251015,22.25,21.48,21.770000000000007
178521,257791,212402,31864,136054,225557,205911,261053,49578,10009,205026,102767,116543,22.25,21.25,20.990000000000006
97407,198342,49932,119398,93468,206978,165678,19749,250740,11702,236434,244918,10480,23.29,20.8,20.820000000000007
127445,66947,236210,6987,247669,136331,174721,149227,149893,229605,56617,60202,24504,23.09,20.78,21.120000000000008
203513,214799,231915,232986,164476,204313,131704,183108,137287,110129,132934,80035,247853,22.9,21.32,22.25000000000001
29738,38191,111665,233791,148376,110639,241927,22028,245302,27463,108957,16494,26007,23.17,21.47,21.550000000000004
108832,202851,40935,192486,250230,8048,207445,117104,113006,179940,109319,7899,130187,22.21,20.58,21.140000000000008
240984,226507,252246,85065,189410,66213,20588,92406,18436,31818,94176,181344,7701,23.25,21.43,21.130000000000006
90556,91194,46637,2612,217650,255413,60422,214697,95892,18485,156392,234208,37562,22.23,20.94,20.790000000000003
54520,847,53684,172757,176621,191916,245959,236166,32293,196077,1883,76877,96765,22.48,21.65,21.460000000000004
180739,6461,244524,158557,61043,225227,37194,49018,119025,29462,124962,90295,185461,23.67,22.34,22.27000000000001
251441,67690,34120,7323,253367,54557,94959,87821,124091,251896,76711,77685,245662,22.39,20.33,21.08000000000001
