n0,monte_carlo,monte_carlo_max_hop,two_hop
7070,1.03,1.01,1.0140845070422535
6955,1.01,1.02,1.0138927333629957
463,1.19,1.18,1.1245008715996363
750,2.5,1.83,1.9208760382363361
695,1.37,1.15,1.2796295608532378
2957,1.73,1.39,1.3479348254375374
6844,1.17,1.11,1.1153928613293107
1385,4.51,2.42,2.9117407357431433
6029,1.05,1.07,1.047624594114188
6627,1.0,1.0,1.0052673828031404
5486,1.34,1.26,1.287401250497951
6994,1.01,1.0,1.0180339450831255
2524,1.09,1.11,1.1
2060,1.0,1.0,1
4963,1.06,1.0,1.0125764201335032
1738,1.0,1.0,1.0057142857142858
4970,1.11,1.03,1.0727844491731635
292,1.0,1.0,1
4761,1.98,1.6,1.5700501742463273
5580,1.0,1.0,1.0141653021932642
1297,1.7,1.49,1.5638057174296152
3528,1.0,1.12,1.0512457772045678
5230,2.51,2.58,2.378408326684781
3223,1.0,1.0,1
6583,1.2,1.1,1.2267541833062328
5922,1.0,1.05,1.0252052388014752
7047,1.01,1.02,1.0099800304391322
4170,1.05,1.11,1.0505039458884233
3047,1.08,1.08,1.0533847801730838
4457,1.68,1.36,1.4626166430192435
3644,1.01,1.02,1.0057142857142858
4112,1.0,1.03,1.0090299534136924
2197,1.02,1.0,1.0342571545873083
294,1.0,1.0,1
224,1.84,1.42,1.6057382373215947
2982,1.02,1.06,1.026364751093736
3808,1.55,1.3,1.350813834755626
2608,1.08,1.17,1.1405383179527158
3113,1.06,1.0,1.0402513613247146
3470,1.0,1.08,1.0514500411118561
4306,1.03,1.05,1.1099805286590183
1347,7.0,5.27,5.137205551372539
4591,1.26,1.5,1.3252163519393094
1453,1.02,1.09,1.0296814296814296
1934,1.37,1.16,1.1352547397875365
1889,1.0,1.0,1
195,1.33,1.48,1.5004289369749293
1447,1.21,1.09,1.087328698523657
2663,1.03,1.03,1.0294117647058822
1422,1.23,1.37,1.2970410413890257
1119,1.0,1.0,1
4179,1.02,1.03,1.089008200051042
4179,1.33,1.04,1.089008200051042
2946,1.02,1.07,1.0401065387577433
4208,1.14,1.1,1.10195625274041
5525,1.04,1.1,1.093306304657248
4586,1.02,1.05,1.0376283316135473
1489,1.0,1.0,1
3650,1.02,1.01,1.022585678514516
6527,6.32,4.76,5.217724970876922
3396,2.53,2.05,2.1593343179142717
6016,1.1,1.12,1.1086477875680882
4303,2.37,1.72,1.874790156243376
6249,1.0,1.03,1.0210343394906998
2983,1.66,1.53,1.5186048552766707
6469,1.02,1.0,1.0026227914646069
4861,1.62,1.44,1.4511113401947395
2898,1.0,1.05,1.0166666666666666
2964,1.06,1.03,1.04
7036,1.01,1.01,1.0227272727272727
3651,1.03,1.0,1.032585678514516
1320,1.0,1.0,1
6176,1.16,1.14,1.1516517489413196
3275,1.2,1.31,1.2126775345620546
5858,1.9,1.7,1.8343104226327742
6050,1.45,1.19,1.1483441224708901
3779,1.09,1.12,1.1358225697937998
5365,1.03,1.03,1.020063839489284
4344,1.01,1.03,1.019831568345355
2047,1.0,1.0,1
4014,1.0,1.0,1.0120481927710843
2286,1.06,1.01,1.0567875030500036
4080,1.53,1.23,1.246052884713587
4102,1.25,1.01,1.0344128727845185
4222,1.02,1.03,1.0349997814269483
6811,1.89,1.03,1.142802291614473
6522,1.55,1.58,1.5407425632527825
2899,1.01,1.02,1.0166666666666666
5420,1.03,1.03,1.0181371133359003
3724,1.57,1.61,1.4737555792001344
3776,2.18,2.09,2.1173821531472994
2873,1.05,1.06,1.051097661976394
4650,1.01,1.0,1.0102418304447334
5946,1.04,1.05,1.0165070915858254
4567,1.04,1.04,1.0432717677232453
5929,1.0,1.04,1.0085801491235418
3740,1.0,1.01,1.0082644628099173
3986,1.02,1.03,1.0635311576392497
5397,1.03,1.01,1.01250271798217
1817,1.0,1.0,1
