n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
35222,149213,222149,210308,200218,16543,66864,30911,129875,199481,117831,123796,170811,99513,206759,55038,24604,69.69,47.01,47.36000000000001
127888,7431,234177,219090,102186,113447,159236,199827,201105,552,182408,116755,69816,189147,210193,59968,154967,77.84,47.49,48.68
247797,26798,236303,83212,8018,5851,6670,170274,141928,2413,246192,231010,99930,179957,56780,254028,110655,79.72,46.78,48.879999999999995
190277,7612,138314,58115,200199,114789,246196,129974,144928,61101,90623,60520,177431,57352,199477,120482,249625,67.43,45.87,48.36
75964,242878,5633,109099,219566,240194,145871,241746,168373,26214,48734,164981,260189,189697,225429,77696,31690,66.72,44.22,44.48
194811,87214,234769,189132,255132,186434,131281,245482,253548,110652,133095,217588,238599,175716,49767,79526,74490,70.65,45.25,45.19999999999999
154030,255184,231336,130904,221825,246654,132457,103115,154403,223684,9050,125888,63632,194964,209034,105981,108609,75.75,48.24,49.11999999999999
174258,45352,96239,143864,231402,184297,203381,176812,193518,98226,22666,115071,174000,133280,28293,204064,42912,74.03,45.43,46.800000000000004
136560,220188,103089,97130,128370,192090,7752,123029,11399,80879,184387,222377,257736,161168,155499,151565,103179,67.04,46.7,48.67999999999999
169648,44656,44195,131658,59490,257445,3224,201988,52302,141457,241195,225519,143743,60863,106025,134682,90131,64.37,44.12,45.43999999999998
249683,222156,151465,92608,120358,238486,70589,172809,143653,159631,250902,191207,1496,100581,205430,224644,215085,71.56,44.96,45.35999999999999
250254,232306,246011,194118,134348,212111,33881,135968,203790,147156,53866,111697,248963,14712,126117,228067,95613,66.65,44.46,46.4
149421,145332,52386,246681,132309,108370,127120,213215,93530,108638,90722,415,141158,141586,163444,206161,160550,71.7,45.41,45.83999999999999
86805,120100,157248,7333,210913,60189,166558,46454,144377,153212,47391,225708,24012,209305,144448,208954,223156,71.8,45.86,46.559999999999995
214024,244042,66923,8508,220658,247351,176452,18468,21819,227561,4375,118750,3816,197694,198072,73714,65420,65.19,43.65,44.8
70422,28701,209004,163788,48394,90288,76096,18223,43901,41844,66903,138249,249549,44078,172138,71542,169922,73.2,46.95,48.91999999999998
186539,77199,119197,184189,84410,130152,124196,29934,6195,81790,101333,90005,110341,208719,49293,67743,28511,70.25,46.96,48.279999999999994
66442,235882,191405,133723,256046,54811,253116,158767,113155,214182,255735,5457,59080,4683,104153,38394,9260,69.33,46.03,47.0
188438,251630,42002,116829,184708,132725,177779,111847,142790,218168,57828,256108,255746,165353,209141,182203,135423,71.95,48.16,47.519999999999996
118186,58509,137336,170002,8047,103520,176921,150954,210602,84212,172968,165399,111751,15410,193318,78277,32947,73.68,46.94,48.519999999999996
253730,55609,229516,12436,80317,18540,225054,20039,81359,240432,246228,78087,194993,41473,109097,148095,66154,70.89,46.19,48.039999999999985
