n_nodes,influence,n0,n1,n2,n3,n4
5,700.0000,812,365,215,650,959
5,700.0000,812,365,215,650,959
5,700.0000,812,365,215,650,959
5,700.0000,812,365,215,650,959
5,700.0000,812,365,215,650,959
5,700.0000,812,365,215,650,959
5,700.0000,812,365,215,650,959
5,700.0000,812,365,215,650,959
5,700.0000,812,365,215,650,959
5,700.0000,812,365,215,650,959
5,698.3700,812,365,215,650,959
5,697.3200,812,365,215,650,959
5,697.3200,812,365,215,650,959
5,697.3000,520,648,308,501,955
5,697.3000,520,648,308,501,955
5,697.3000,520,648,308,501,955
5,697.3000,520,648,308,501,955
5,697.3000,520,648,308,501,955
5,697.3000,520,648,308,501,955
5,697.3000,520,648,308,501,955
5,697.3000,520,648,308,501,955
5,697.3000,520,648,308,501,955
5,697.3000,520,648,308,501,955
5,697.3000,520,648,308,501,955
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
5,697.2900,812,365,215,650,959
