n0,monte_carlo,monte_carlo_max_hop,two_hop
59429,1.0,1.0,1
97101,2.89,3.07,2.925283446712018
252259,3.46,2.89,2.718634259259259
98400,2.68,1.77,1.7488234718915097
33116,1.63,1.37,1.3176074560444577
50624,4.55,2.72,2.9146915584415583
184763,1.68,1.37,1.4103585883630916
11476,4.4,3.04,3.082800872046043
22330,1.0,1.0,1
35872,6.11,4.19,4.069206795188937
64865,2.87,1.67,1.6885416666666666
212668,6.72,5.12,4.885337555165141
261915,3.6,2.35,2.5758639076220375
132739,4.03,3.34,3.0572429353178014
54892,3.76,2.57,2.743334031513655
105043,5.6,3.55,3.572500843840084
168261,5.32,4.93,4.876785092302334
7941,1.06,1.09,1.1339163862994162
120359,3.96,3.1,3.3301587301587308
127769,2.87,2.48,2.4076190476190473
118785,3.02,2.42,2.3238016480094927
102361,3.57,2.55,2.655856161533448
129756,2.18,1.87,1.984722222222222
150241,4.82,3.15,3.2509505648896533
50392,4.03,2.14,2.2997411380250434
235232,4.99,3.8,3.6403123496873495
217716,4.39,2.15,2.177074042634805
105561,1.8,1.66,1.7821969696969697
23479,3.59,2.52,2.50410724896019
127165,1.0,1.0,1
61389,2.39,2.01,2.169085544085544
198973,5.15,3.39,3.212378300426895
5240,4.17,3.35,3.1067120927318297
183805,3.57,2.69,2.9384259985179053
69931,3.02,2.34,2.5057225200839754
136361,4.35,2.88,2.6613639832389833
106866,4.48,3.77,3.649412393162393
124340,4.29,3.16,3.2395715885063177
236470,6.52,5.31,5.265221815221815
238854,2.66,2.0,2.0667018167018165
99372,3.53,2.57,2.439166666666667
190317,9.56,5.38,5.24912967779347
29813,4.19,2.52,2.6114376855885126
173791,3.45,2.33,2.367277209649859
67726,2.62,1.97,1.9985660173160171
25471,1.86,1.78,1.7948589697544701
259942,4.75,2.69,2.9072898745409868
213446,3.91,3.89,3.843780503891307
16538,5.74,2.83,3.1185744810744804
101284,7.58,3.9,4.04536983613222
162573,1.6,1.31,1.3944940476190477
217456,7.71,4.49,4.227956738250857
98882,7.51,3.76,3.687978881165993
28240,4.16,3.01,3.1352777381348806
173236,4.79,3.06,3.1103511303511304
15218,9.08,3.32,3.3828182234432234
88719,3.26,2.63,2.6328849721706864
61451,2.65,2.09,2.1904866562009415
181220,1.44,1.64,1.480617441421013
22558,3.8,2.46,2.5267512077294687
130437,2.72,2.39,2.291425675464137
236818,9.94,3.31,3.587222222222222
170320,3.32,2.38,2.5391054355626546
135478,5.92,3.16,3.4580103111990983
236290,1.0,1.0,1
54504,3.45,2.58,2.7179048550016294
152446,3.52,2.65,2.880952380952381
211915,1.0,1.0,1
37260,3.94,2.89,3.145209750566893
159047,3.44,2.01,2.2488186813186815
16875,5.01,3.36,3.3981202513001287
141483,4.63,3.43,3.680709325396825
248001,3.91,2.71,2.842478113336728
9821,2.48,1.87,1.9171610345673242
128101,2.51,2.01,1.9810863739435172
183977,10.16,4.07,4.251278384937057
50817,2.29,2.04,2.181060137553644
38851,2.8,1.94,1.9949167227699836
247999,8.34,3.73,3.5834474382437027
225525,2.87,2.5,2.864484126984127
151771,2.67,2.25,2.2793650793650793
119606,2.61,2.17,2.172205882352941
191087,2.71,1.95,2.01031914456684
153188,5.4,3.12,3.257631798965496
230938,4.06,2.56,2.7153718757255123
116689,3.78,3.63,3.550238095238095
74882,1.74,1.42,1.4287331788313349
146098,4.71,2.88,2.9696520146520147
93505,4.85,3.13,3.1856887115881487
224143,4.21,3.31,3.1775704619454617
230182,4.54,2.82,2.7399410189713227
111704,2.37,1.95,2.0226617826617828
35383,2.37,2.29,2.4666666666666663
41497,3.6,2.78,2.909982993197279
200355,2.29,1.96,1.856439714132022
157630,3.35,2.61,2.76894711457265
25589,3.51,2.48,2.6351619990236883
139410,3.23,2.73,2.4233199031513637
180926,4.0,2.22,2.519347305490893
82257,2.41,2.22,2.1600274725274726
