n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
250618,226258,248467,222574,14824,24008,22248,94649,219021,44324,192930,212064,175565,223827,80776,65951,158844,70.94,44.4,45.959999999999994
55631,159069,9367,152359,178584,41519,262070,112897,167371,103162,210677,189533,225507,260785,133448,248878,97533,65.61,43.84,45.239999999999995
142652,245291,116615,131613,70317,236246,9417,228336,7194,95424,121869,244277,83483,237961,99618,111047,233777,72.17,46.1,48.199999999999996
231752,137822,43119,146934,46513,61898,60451,6254,46326,85234,45505,35834,133737,133752,94290,261798,134673,68.1,46.02,46.839999999999996
176810,146771,47669,260879,234244,116821,208865,108703,192518,137721,237658,238152,199985,95487,207027,155578,92743,68.69,45.31,47.319999999999986
94866,257157,225172,252156,116855,42253,250329,197657,104821,187472,193616,120954,171680,139029,65510,128454,73164,72.82,47.35,48.72
242439,130564,131292,135106,217979,208723,92779,173456,231434,119193,235851,236762,120851,91953,148820,190286,241259,74.11,47.21,48.319999999999986
146166,189732,119682,127561,172722,58146,246571,85109,213564,183388,218897,43534,229820,238011,161571,70290,202633,70.31,45.58,46.35999999999999
238912,125767,81150,79507,250966,209520,185127,217859,132185,147374,135724,133000,170764,161430,154126,106606,81748,75.15,46.34,48.07999999999999
191608,54478,128163,134189,96101,244882,179367,163385,231229,19759,205594,215062,89511,190303,2207,237935,213662,66.02,46.05,47.04
50175,261375,195240,27828,15403,150579,171156,12821,71591,155110,59406,178907,229504,240082,27856,197753,136934,66.1,43.54,44.08
35782,223856,69688,64181,216202,55175,247354,230839,15829,110865,235396,187947,199074,8355,14888,94989,94429,75.07,47.01,48.47999999999998
45057,65405,176361,6145,21732,30205,250232,17685,6643,10715,191213,240813,5543,97805,67027,33498,213215,70.02,45.91,47.59999999999999
245357,41187,192620,48166,137125,181271,507,101073,154522,11314,208183,259522,64966,39693,254493,9507,1099,69.6,43.51,45.24
90230,246012,161281,164562,194631,195999,29652,74980,88398,128125,8076,80841,117611,144573,200794,158637,193972,76.03,46.89,48.39999999999999
11998,236459,69190,198092,105343,226084,162947,184901,40227,123936,251339,59120,24498,173232,180196,82917,219781,70.34,44.39,46.31999999999999
26751,6344,117393,206676,229313,248537,33432,135865,153342,204750,103010,127643,134952,85972,37704,229230,251587,76.72,47.38,48.959999999999994
89404,67920,68639,158879,254458,110036,171262,4727,183362,146263,251396,36849,175783,14884,66313,8796,34524,78.49,46.09,49.239999999999995
42248,44750,25132,118853,166481,60726,133237,240228,257809,185622,244876,8231,260708,64686,60941,187136,116574,66.95,43.9,46.16
19280,65740,21084,154989,59822,163620,207508,209769,163554,185990,94327,67268,179453,110891,73069,137937,196785,74.4,46.86,48.08
1264,39614,9305,100860,107145,42004,29143,134239,189731,23021,63141,26715,26154,5190,47647,196761,60693,76.09,45.91,47.120000000000005
27583,56977,6406,136507,175502,121740,118976,81192,140386,168233,99615,55692,179486,237649,199367,252475,55087,64.44,45.14,45.28
191084,211308,113700,111568,134087,5589,152325,155016,13430,231063,109580,243500,137642,152395,47507,241334,24585,70.46,46.87,47.19999999999999
173878,210411,125777,95992,5107,136107,251833,241552,31087,160041,96071,75911,180982,257824,244435,97576,80812,78.76,46.67,48.239999999999995
4995,229204,179650,108069,26518,27529,80195,52007,220361,203250,176310,216372,4121,212876,118337,15726,107655,65.27,43.3,45.68
167063,127366,121461,54590,233188,154335,160840,19343,1396,74543,6328,97754,80169,245175,189678,20066,57452,70.04,46.38,47.35999999999998
197914,128567,50425,30347,149829,97883,102703,187675,121431,36612,197546,90423,103558,232703,31910,66627,31921,71.26,45.81,46.0
32232,21105,161622,222840,87682,168032,102525,251571,55577,181574,27630,6466,162052,172794,123305,203741,11319,74.17,47.96,48.63999999999998
189665,185022,130534,76219,93738,251553,119809,37084,209380,98281,70501,126930,137967,226962,125189,188624,250268,72.51,48.11,48.55999999999999
190818,210855,109829,244332,129006,219153,178316,77794,103460,60719,40999,128133,156383,68001,143802,112106,182352,65.6,46.57,48.2
178032,183292,240800,22101,153590,190788,214395,150929,25152,18654,93338,46172,261553,142937,38404,211367,109253,73.4,45.87,46.279999999999994
235458,17521,209340,22583,238909,234750,178613,259165,212286,169890,9849,33689,255305,77694,102391,60738,185703,69.69,45.48,47.43999999999999
175828,232038,178546,86354,115040,45227,137362,75232,29378,40899,141791,258653,249020,253980,198122,111073,25206,71.58,46.58,47.04
86204,135397,65169,187528,134785,67439,44450,234591,41290,120832,248351,184347,61458,105949,229236,260868,93992,76.08,47.25,47.71999999999999
205210,200366,150323,191083,37949,122331,115653,188447,7703,212266,156018,100467,231163,193135,47297,102984,133738,72.95,48.85,48.28
14043,126473,71814,106145,66511,186242,191692,245542,108041,184914,169850,123862,94399,252176,143544,86698,186976,78.41,47.73,48.8
195457,239067,172617,21342,199651,214874,223365,190261,58982,139684,162856,49250,105571,213985,174842,100284,256176,66.05,45.45,45.639999999999986
230932,166417,239853,3042,82033,121778,137251,186535,237689,231531,122239,170415,46496,213927,24754,4492,105623,71.16,47.23,48.519999999999996
247261,56761,191224,149230,158975,101131,237325,56491,231913,254958,26334,102232,213810,146203,201064,210132,52307,66.86,44.78,45.32
71934,195099,241536,153676,152101,50199,128399,210813,160412,36142,2224,160516,177916,113874,126368,66503,134595,74.09,47.89,49.04
148398,45499,122444,186833,53738,254905,253435,199271,19090,91812,796,237417,127250,139766,219464,175397,172596,71.95,45.14,46.64
17155,197832,155074,127139,242466,176895,241762,87789,120404,69978,230037,131832,120670,7216,258758,20921,160821,68.34,44.17,44.440000000000005
