n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
35222,149213,222149,210308,200218,16543,66864,30911,129875,199481,117831,123796,170811,99513,206759,55038,24604,127888,7431,234177,219090,81.63,56.11,58.33182930936786
102186,113447,159236,199827,201105,552,182408,116755,69816,189147,210193,59968,154967,247797,26798,236303,83212,8018,5851,6670,170274,69.14,51.27,51.65119940194779
141928,2413,246192,231010,99930,179957,56780,254028,110655,190277,7612,138314,58115,200199,114789,246196,129974,144928,61101,90623,60520,78.22,57.25,58.63002092235048
177431,57352,199477,120482,249625,75964,242878,5633,109099,219566,240194,145871,241746,168373,26214,48734,164981,260189,189697,225429,77696,75.78,53.79,54.499007574488154
31690,194811,87214,234769,189132,255132,186434,131281,245482,253548,110652,133095,217588,238599,175716,49767,79526,74490,154030,255184,231336,85.27,59.79,62.1353223233467
130904,221825,246654,132457,103115,154403,223684,9050,125888,63632,194964,209034,105981,108609,174258,45352,96239,143864,231402,184297,203381,88.44,58.5,61.33379466646061
176812,193518,98226,22666,115071,174000,133280,28293,204064,42912,136560,220188,103089,97130,128370,192090,7752,123029,11399,80879,184387,67.02,50.14,51.28178818451653
222377,257736,161168,155499,151565,103179,169648,44656,44195,131658,59490,257445,3224,201988,52302,141457,241195,225519,143743,60863,106025,76.87,56.59,58.0687985496659
134682,90131,249683,222156,151465,92608,120358,238486,70589,172809,143653,159631,250902,191207,1496,100581,205430,224644,215085,250254,232306,75.86,54.2,55.54336879735501
246011,194118,134348,212111,33881,135968,203790,147156,53866,111697,248963,14712,126117,228067,95613,149421,145332,52386,246681,132309,108370,73.15,54.14,54.444724433241724
127120,213215,93530,108638,90722,415,141158,141586,163444,206161,160550,86805,120100,157248,7333,210913,60189,166558,46454,144377,153212,91.4,59.51,61.33904513657356
47391,225708,24012,209305,144448,208954,223156,214024,244042,66923,8508,220658,247351,176452,18468,21819,227561,4375,118750,3816,197694,76.7,56.7,57.284443048541135
198072,73714,65420,70422,28701,209004,163788,48394,90288,76096,18223,43901,41844,66903,138249,249549,44078,172138,71542,169922,186539,79.3,54.36,57.28208256880072
77199,119197,184189,84410,130152,124196,29934,6195,81790,101333,90005,110341,208719,49293,67743,28511,66442,235882,191405,133723,256046,74.34,54.09,54.79796085281418
54811,253116,158767,113155,214182,255735,5457,59080,4683,104153,38394,9260,188438,251630,42002,116829,184708,132725,177779,111847,142790,75.45,56.08,57.4824266782641
218168,57828,256108,255746,165353,209141,182203,135423,118186,58509,137336,170002,8047,103520,176921,150954,210602,84212,172968,165399,111751,92.34,64.49,65.91395639284494
15410,193318,78277,32947,253730,55609,229516,12436,80317,18540,225054,20039,81359,240432,246228,78087,194993,41473,109097,148095,66154,79.09,52.73,54.75608924184887
34181,2223,146988,230350,222960,9939,154818,214804,57040,252235,236142,149495,120809,44962,217032,227483,228035,255269,204476,184555,163305,80.38,54.1,56.41161847284358
133398,9810,99082,52535,90945,25958,53939,150308,176725,235029,113495,155034,50887,129066,27374,245878,174576,102252,77613,132148,131019,86.58,58.4,57.57103584083927
4508,85287,160465,228490,105467,235845,73754,4742,41147,52652,224798,85915,212635,258749,147676,205180,35426,88891,112522,55844,69870,79.19,54.41,55.544362895598404
176804,25272,219598,99413,244367,143557,90138,239716,231314,219596,180121,140071,127008,201313,258345,139597,61509,17123,190176,10590,22198,100.82,67.07,67.53995601044687
34869,44484,43660,238809,141088,55828,70257,198997,87093,157341,132615,220497,66923,96497,88827,89203,29861,76340,61653,227388,247462,87.55,58.6,59.55901439262176
158330,204351,250165,187461,232591,128134,35480,152032,144486,201917,27335,84076,10259,106587,19187,99675,227060,259845,206599,38621,217187,73.59,52.9,55.08868672815392
32772,89364,30065,161267,153985,204971,242788,99100,20093,149626,144251,58645,148364,21428,249625,69920,95654,233509,77477,147966,140062,76.88,55.57,56.709743235074555
242500,29967,120001,235080,72661,28240,206311,11993,216994,77525,3245,160871,175744,3813,24034,108405,30173,216562,232013,207061,10491,78.65,57.4,57.174242896850906
49262,62818,205917,259039,153824,110366,42472,30292,118202,43878,178491,63286,41666,195036,221516,26957,114059,238751,252888,99163,211415,97.82,64.8,66.22542998192394
254348,142324,238347,214525,77076,144234,66429,186544,125045,82433,26248,54424,170931,83208,10386,7146,2754,206270,257578,242641,77476,79.39,56.28,57.156088830817794
190443,156387,83951,117924,102568,82124,104478,16505,16827,239440,83191,254230,157665,254226,119500,29192,65552,56411,205818,161954,203926,88.11,58.11,59.71522401099481
256888,233625,142321,227439,180404,122924,173495,93277,67917,48030,141977,54483,80562,52223,64587,94493,21330,214952,73606,23439,257786,82.27,56.84,58.30025975259108
