n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
243,606,557,133,378,937,618,485,640,594,67,620,13,930,857,480,265,564,239,54.92,50.3,49.92600702034094
196,734,481,553,856,562,487,406,654,881,154,237,650,155,888,948,535,399,759,50.59,45.63,45.46151577725107
15,687,795,65,163,776,980,605,43,308,798,31,843,886,275,484,609,736,942,64.45,57.79,58.082472795514754
899,396,731,807,943,437,404,745,820,590,455,987,958,137,899,374,99,36,139,50.57,43.01,45.531154074411425
506,222,264,988,688,446,797,641,875,308,431,519,853,395,587,359,546,599,417,40.91,35.96,35.5616690308602
598,237,925,344,698,937,951,29,876,286,620,687,712,167,715,881,334,987,554,41.7,33.64,34.558470957147435
926,585,582,106,730,671,216,648,851,587,273,291,127,64,493,874,654,495,90,61.07,57.53,57.47579155593862
352,819,68,420,918,154,20,300,437,787,425,893,121,45,619,629,779,46,386,57.39,51.8,50.68522158838854
735,600,338,564,902,944,285,517,241,36,317,7,78,110,614,548,32,971,202,54.66,47.01,48.19334424514356
994,417,298,625,269,159,706,43,888,347,321,368,981,141,918,882,386,385,471,56.39,49.4,49.204253811067815
890,532,395,659,887,609,697,572,105,635,996,963,830,519,277,441,649,737,732,43.04,36.58,37.711522973214144
243,958,308,447,264,533,310,561,347,11,807,425,593,322,20,385,630,603,647,46.9,41.85,42.305738598883494
136,61,648,642,340,477,361,695,939,361,623,723,285,755,501,22,603,62,977,68.5,61.24,66.23747785010069
692,21,986,378,257,643,467,305,606,615,327,181,372,189,320,776,378,864,609,55.8,48.04,50.335287881092384
270,307,806,386,107,790,832,27,994,582,700,752,134,317,512,227,669,823,275,44.37,37.38,37.80624253605872
244,335,191,694,445,665,714,99,104,615,329,971,341,691,853,229,448,829,876,52.51,46.27,45.901587520594866
983,173,81,344,759,665,223,906,582,461,277,230,805,123,34,542,980,195,322,52.83,48.47,48.35901689493385
826,856,858,588,187,884,285,348,826,847,657,87,825,634,353,603,132,431,298,49.84,44.89,46.249798401489585
530,812,870,277,475,354,649,426,297,429,581,419,36,942,423,159,204,4,488,63.64,54.58,57.005313296180944
965,852,901,637,522,444,572,972,949,734,227,33,763,467,856,771,678,765,531,44.68,39.62,39.87756069094304
986,295,556,349,911,232,882,69,878,602,994,293,122,829,250,46,35,925,822,52.57,49.01,48.65844348474798
710,524,946,203,918,904,921,440,590,50,13,492,763,123,175,515,307,244,678,48.42,43.75,41.94990911865912
20,537,549,423,54,961,934,626,116,349,128,258,995,882,553,488,831,801,62,52.61,44.04,45.35886896993817
360,226,202,125,547,908,836,122,175,245,810,280,943,910,825,131,843,942,7,49.24,43.21,42.75753835217071
499,643,584,883,409,51,774,277,254,275,632,539,532,433,52,484,330,795,839,43.86,38.02,39.4697733661315
1,877,56,793,129,47,127,51,70,494,998,33,874,729,88,527,514,501,323,84.01,74.4,74.88619160251514
160,322,73,359,395,662,398,600,311,369,271,195,336,438,126,130,568,3,733,48.1,42.33,43.30426829270947
740,389,814,81,580,182,43,382,471,618,665,801,554,389,651,820,44,637,907,45.21,39.23,39.77867772750125
441,54,381,642,508,778,719,322,430,973,710,428,471,18,250,223,548,276,711,53.21,49.3,48.902055754430755
604,73,822,435,229,436,133,900,28,958,333,383,992,919,572,809,891,268,124,48.43,40.49,40.670184607459696
475,707,126,961,832,749,678,870,908,542,811,385,683,111,751,326,577,544,105,37.67,34.85,35.041677837413125
831,601,733,5,484,146,241,792,398,45,539,94,577,101,675,901,384,183,839,93.47,84.75,87.1987575441987
24,349,861,872,124,26,864,117,689,493,856,713,975,291,592,306,817,90,37,78.57,70.19,69.81722780303446
785,577,523,541,732,244,109,567,766,102,956,566,62,563,332,890,577,184,847,45.67,41.14,43.35779814412167
79,247,184,661,255,465,630,716,771,965,403,258,376,613,406,961,358,569,428,46.44,40.75,40.65364751152986
989,85,384,512,240,996,951,422,863,765,990,164,425,707,582,774,593,690,946,41.35,37.43,37.91346103515221
529,702,495,159,658,410,918,908,152,166,98,509,766,495,938,715,529,973,453,45.46,38.63,44.001160117116
600,736,878,190,139,273,770,203,150,599,527,322,957,237,871,707,550,976,798,43.23,38.49,38.761648348655704
302,687,722,875,423,609,874,598,598,273,910,222,314,23,274,490,823,391,205,38.91,33.07,35.18626237732855
176,583,369,244,329,494,792,884,147,428,714,491,718,613,210,479,594,854,923,54.39,47.97,47.78497334589031
841,668,570,28,492,738,74,877,970,409,801,751,903,983,46,478,932,235,912,51.47,46.53,46.53079882916647
240,663,734,795,691,70,981,222,874,260,247,911,194,794,264,140,191,636,721,48.7,44.3,43.157571374703736
691,879,37,921,956,261,173,885,46,320,187,433,93,746,818,87,120,94,270,59.24,50.43,50.0358620230532
853,935,298,36,365,463,594,751,691,344,7,30,342,339,446,388,497,79,215,45.87,40.42,40.28295507977861
659,599,760,978,501,400,128,557,326,122,904,281,78,681,442,115,448,908,540,51.15,46.53,47.30903348340113
930,256,99,540,963,717,383,694,790,377,775,461,302,678,692,686,669,966,825,42.91,36.78,36.431217415754176
836,271,109,772,967,984,346,688,579,549,538,116,682,505,520,360,60,735,301,47.88,38.72,39.805598648355996
694,745,579,760,186,661,661,747,646,153,183,379,911,942,671,465,126,110,954,44.93,40.94,41.76146494028848
573,144,942,339,660,737,665,611,430,568,307,663,191,468,493,319,800,180,722,48.74,43.16,43.20893791393792
70,109,733,185,772,567,556,589,757,401,367,102,272,277,392,54,893,139,43,60.14,52.55,54.161346741221735
490,516,277,253,712,787,527,362,896,340,967,413,458,554,828,790,70,361,509,44.68,39.15,39.65399863160676
867,114,155,276,604,102,697,115,577,797,931,744,114,189,714,193,580,426,686,57.96,51.47,53.57295922867982
761,400,835,766,131,606,622,149,880,407,817,198,557,540,174,582,183,206,889,43.34,38.34,38.40049640881994
256,378,800,300,30,862,822,455,912,417,972,834,392,323,565,927,597,317,648,47.19,43.5,43.95127309400838
509,541,703,723,306,917,880,683,495,30,615,195,744,649,2,110,788,774,677,63.08,60.33,59.85679293425402
239,503,177,536,640,471,203,198,800,542,216,37,832,512,948,661,969,454,114,47.0,41.16,41.354472332134094
