n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
121374,160750,97861,70027,36317,48796,227163,177378,1686,88690,131801,21.01,18.57,18.74000000000001
121561,235483,158518,21185,87562,145298,245467,161651,183526,10720,190891,19.37,18.83,18.790000000000006
99357,44410,184413,248044,118494,249370,190071,110778,41197,44152,62393,19.1,17.96,18.160000000000007
13456,29084,34714,132715,228517,242176,259780,154777,16600,202954,180470,20.6,19.19,18.91000000000001
100575,206987,195584,232590,26652,240898,76330,53729,176746,58799,190239,19.41,19.88,18.820000000000007
207879,110560,233197,22993,202527,69922,238912,55021,103951,73710,89564,20.73,18.54,18.610000000000007
212208,11323,52293,185807,232364,1381,230522,107790,14362,234831,99304,19.99,18.74,18.750000000000004
221723,128899,36475,6155,62058,111339,192999,237610,223014,29372,252710,20.09,18.48,18.90000000000001
156459,1015,31780,200373,151702,51818,234698,223398,53229,86564,2163,19.61,18.23,18.300000000000008
233957,21889,34913,141497,240558,4578,131282,22239,150202,130217,140925,18.85,17.62,17.670000000000005
241415,51950,110128,18040,104368,50374,167435,200513,24488,183723,151991,20.41,19.05,18.950000000000006
38104,45234,246340,159616,188648,251219,10800,14201,70777,145505,179103,19.86,18.18,18.230000000000008
158959,223343,39139,195336,70336,193169,260802,150806,261610,8975,31807,20.23,18.12,18.800000000000004
227714,184934,105478,249278,237539,62072,42399,160203,132359,11280,192936,18.35,18.05,17.950000000000006
95930,221686,176717,136854,154732,148172,203063,180280,22738,227376,91015,19.18,17.98,18.210000000000004
28826,226501,231134,153128,95831,118305,55058,105426,52106,258492,248225,18.57,18.47,18.040000000000006
150584,195480,4814,99337,209550,159317,86169,161,113658,29283,55948,19.57,18.7,18.49000000000001
58118,116395,70683,85120,213568,23282,80518,165022,74681,27019,135660,19.58,18.92,18.940000000000005
205546,14460,6656,99976,204661,146914,211694,112364,130372,90722,185977,19.81,17.71,18.35000000000001
203891,65080,148380,193361,17374,111413,169830,60543,25106,252726,199423,20.37,19.01,18.99000000000001
105094,133661,97771,250568,225418,146922,96825,36473,174982,76099,44842,18.92,17.94,17.910000000000004
181572,221059,229511,67872,7700,13239,246276,255658,212228,45286,68933,18.9,18.21,18.120000000000005
248124,43047,258517,31526,159005,38881,3112,12799,15967,118079,54683,20.31,18.81,19.000000000000007
206196,101942,77132,160313,3878,253344,209370,92938,74713,36869,126069,18.94,17.76,17.880000000000006
147307,72804,35992,252122,22698,195952,145741,77597,182449,30914,17195,20.01,18.6,18.710000000000004
110081,118331,37360,184508,147305,200322,208375,100401,154186,232568,210434,18.82,18.28,18.200000000000006
44323,173850,187555,71868,202297,156575,230753,159509,129613,91454,26011,20.4,18.44,18.810000000000006
242008,12703,72574,138631,33644,45437,209298,165067,215057,22091,42526,20.27,18.17,18.740000000000006
204511,207001,58302,225210,3411,53187,46098,124160,119720,155064,146602,19.02,18.89,18.28000000000001
143001,101786,21809,45363,143817,126369,155433,248102,68796,140359,17454,19.19,18.99,18.690000000000005
246752,170672,7542,152310,260349,153423,233044,114229,142699,80939,137231,19.03,18.04,18.25000000000001
138147,140803,168195,238428,208698,17191,230011,168508,150437,142121,250461,19.67,18.28,18.070000000000004
78726,16860,190035,58796,188920,36032,27055,26114,183375,128887,118890,19.68,18.63,18.790000000000006
