n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
474,627,382,273,141,190,887,25.57,15.72,15.314150805774302
692,6,346,514,474,919,619,54.23,36.42,37.047485375735405
82,342,567,958,631,716,41,36.54,21.52,21.18595164206437
745,388,173,720,968,462,974,23.9,14.62,15.168382490241612
742,432,160,172,243,52,113,36.27,22.56,22.573144991302026
135,518,892,946,604,64,792,28.16,15.01,15.407212696790452
704,392,808,764,908,104,941,27.5,16.73,17.079424704604207
298,209,690,229,743,812,431,30.09,15.86,16.14609898533183
910,89,791,273,933,214,406,29.14,17.63,17.959626920693186
287,349,828,44,204,725,907,41.18,22.28,22.971250051327633
5,900,421,56,917,387,866,47.89,22.79,24.158458189649437
503,142,24,242,434,753,928,43.76,21.26,21.599326373340787
871,114,987,611,3,124,782,110.66,64.49,66.07953286357082
592,202,916,872,207,338,8,44.74,23.91,24.921580809437827
913,85,136,552,939,17,512,38.48,20.51,20.16220351681482
86,586,508,550,943,202,430,33.0,18.09,18.816435900036208
70,407,196,654,783,95,717,26.86,14.82,15.679600992886154
593,148,176,962,623,736,981,23.72,13.65,12.631720411830482
42,55,276,568,699,620,872,24.74,15.88,15.975255955969047
152,763,274,754,589,35,124,28.21,18.04,18.035306231355623
889,722,412,973,927,242,165,22.52,14.86,14.41424177033056
625,517,44,753,374,865,690,35.21,22.22,21.75656442790566
534,604,578,793,704,88,888,28.91,16.48,17.382653001997046
355,112,884,902,598,374,462,31.73,16.45,16.98928960349813
215,411,203,969,588,763,18,60.31,35.11,35.46364341971592
388,818,622,336,0,443,114,60.49,35.28,35.410005576334186
218,227,454,276,332,834,90,28.75,16.39,16.063539090866875
314,644,291,105,529,802,56,26.65,18.14,17.06328776661894
26,390,799,573,826,438,509,34.14,18.38,19.210385854233017
354,726,796,254,579,755,67,33.67,20.22,20.294080453057898
435,663,236,98,987,778,410,30.42,17.51,17.725905421170836
522,381,978,880,573,378,142,27.36,15.84,16.015176349427886
683,297,175,709,863,896,265,28.99,17.81,18.07559824845908
30,51,962,998,829,176,269,31.06,20.39,20.27194472040107
969,168,123,621,151,12,49,62.68,37.2,35.79175139523933
62,461,213,805,398,301,626,26.54,16.6,17.25109779071975
15,989,817,363,291,144,492,37.45,21.36,21.30511684877863
575,284,140,984,88,765,569,36.01,18.93,19.234409727234013
303,712,120,67,430,462,145,27.96,17.66,17.25482456938834
720,575,782,813,392,602,908,21.63,12.36,12.7843353844926
822,173,679,732,280,790,611,26.81,16.11,15.691908227407893
901,623,506,357,101,945,49,36.09,20.2,20.826296541387755
283,541,131,177,817,644,840,34.61,19.2,17.71974076399606
86,166,798,808,227,879,13,42.89,25.42,25.641449202856556
207,180,485,467,605,572,558,20.08,13.81,13.960904193578592
397,85,177,561,493,607,969,28.0,18.16,16.829192585333764
268,548,68,963,666,29,594,28.9,16.77,17.36243707336967
599,910,446,557,316,536,539,25.76,15.77,15.838844981400582
550,657,931,815,67,898,658,29.71,14.02,14.912200854098545
587,555,978,307,65,742,229,31.96,17.2,16.98356539379791
737,140,105,102,716,503,464,31.89,17.33,17.53029750697156
61,501,910,652,744,54,695,41.83,20.33,21.487636130512247
617,29,382,249,899,469,236,34.37,18.7,19.127211436377642
380,842,985,747,586,639,507,21.09,12.5,12.070516075894428
896,248,36,637,611,86,627,42.71,24.91,25.560907452668534
48,694,419,416,602,70,82,28.12,18.65,18.2910589333629
193,34,622,770,185,86,66,27.01,15.87,15.941621947892536
30,363,639,481,560,548,486,32.51,18.96,19.172041021356147
26,720,794,77,341,86,801,40.87,23.45,22.718989741706892
329,8,474,976,459,604,152,38.07,20.28,20.953740391983686
999,395,489,852,141,108,914,36.05,19.64,19.165359266623273
357,687,236,462,798,132,196,34.88,19.97,20.8002301554652
991,226,111,113,53,122,76,38.55,24.31,24.453215594533365
960,660,999,84,381,106,758,44.45,26.2,27.225202136710596
24,478,641,534,205,378,895,36.13,19.41,20.09102253816417
649,83,241,5,262,781,530,51.3,25.98,26.59450912080951
699,202,15,449,259,966,625,38.56,23.51,22.615981342025936
22,983,105,531,819,427,59,36.27,19.91,19.43336286025883
920,257,486,872,322,619,895,29.78,16.0,16.052719953717403
225,654,60,697,281,135,307,32.33,19.49,19.68249993226604
39,819,191,998,361,805,923,43.19,23.87,22.97420920339546
412,953,7,897,942,309,990,55.88,31.43,31.030030795099126
879,96,30,325,449,253,426,45.0,26.23,25.671320632797226
618,329,503,576,355,901,857,26.35,15.7,15.138714395291725
913,408,440,213,80,283,308,38.09,21.19,21.396827267968956
472,477,625,946,582,466,450,25.18,16.02,16.335239710673406
394,190,337,411,60,332,94,37.77,23.15,22.121291862153086
174,325,556,27,193,216,728,54.61,32.75,33.81943116490985
373,674,918,140,966,640,87,24.33,14.87,14.760751338205848
345,998,457,985,621,613,779,15.24,12.55,12.216818380918168
963,904,686,751,394,216,713,25.6,15.47,16.10975622681059
554,789,343,77,19,685,565,40.11,23.5,22.97259780439287
431,481,232,887,744,331,782,17.79,12.35,12.075977097589805
853,818,526,514,101,474,734,24.83,14.91,14.556121365889867
3,291,939,546,210,73,229,113.35,66.03,65.6921436390841
11,943,322,43,93,152,336,50.06,28.29,28.673191148938162
167,710,98,521,843,808,413,30.29,17.35,16.923845680814743
664,859,404,398,909,600,518,26.96,16.29,16.69091533474828
889,138,520,706,365,367,969,24.39,14.88,14.398078481613467
276,206,328,936,394,580,186,27.18,14.47,15.830484538152463
818,627,795,889,182,584,175,35.57,19.9,20.127103131802386
9,313,700,908,20,285,490,64.59,36.56,37.70583634382664
535,886,772,693,437,930,772,18.78,10.61,12.902615234436361
95,279,291,147,529,462,490,27.93,14.71,14.88168894584604
