n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
6311,6890,663,4242,8376,7961,6634,4969,7808,5866,9558,3578,8268,2281,4617,2289,1553,4104,8725,7639.76,187.74,191.93000000000015
9861,2407,5081,1618,1208,5409,7735,9171,1649,5796,7113,5180,3350,9052,7815,7253,8541,4267,1020,7642.12,205.6,202.3100000000003
8989,230,1528,6534,18,8086,5458,3996,5328,1031,3130,9298,3632,3909,2334,8896,7339,1494,1318,7640.82,426.72,448.2200000000005
5243,8322,8016,1786,4938,9031,4769,2044,8969,5451,8852,3329,9882,8965,9627,4712,7290,1501,9769,7649.12,193.07,199.2600000000002
6306,5194,9431,3966,4756,3012,3102,3059,540,4260,7807,1131,1471,2133,2450,633,1314,8857,6410,7643.86,271.77,281.63000000000034
8594,4515,8549,3858,3525,9663,6871,9497,4509,7382,8071,5855,1349,5313,1889,7969,9618,5493,3119,7643.18,208.99,213.95000000000044
3981,265,4440,1919,3612,6095,2793,5448,6981,1018,1648,2397,3584,741,9402,8752,9865,1212,437,7639.88,305.98,313.40000000000043
2038,3088,9934,9436,1961,6409,1499,6064,1901,596,9920,354,3188,3030,2029,7851,3450,1000,373,7633.4,273.79,282.67000000000036
8916,6973,1662,4258,1146,3618,1179,4932,5739,7144,2954,1000,8251,7653,645,9772,1653,6410,3266,7647.23,268.33,280.07000000000056
4262,5874,7704,9335,2775,3332,951,2592,2653,5608,8674,4107,1920,9777,7246,2864,216,7727,6715,7649.95,245.54,252.01000000000045
9324,8332,5102,5851,6367,4111,2513,9184,203,7503,1295,5503,748,8918,4601,2209,3934,7894,5770,7635.8,266.74,268.2200000000004
9996,4716,5885,9671,2168,5083,6357,6789,1322,24,9741,3150,5478,2622,3922,3655,7342,6203,9308,7628.63,445.87,467.08000000000044
6789,516,6590,9297,6852,766,2714,7296,1046,4247,2583,7313,8643,7983,9198,9895,1,637,8103,7639.41,310.56,340.1200000000007
5340,5112,7649,816,6801,3080,8987,1367,2138,241,6583,6840,5180,55,3498,234,38,8656,1602,7643.66,511.56,558.650000000001
3120,1948,9967,3252,4954,4587,2985,1641,7792,6499,1332,357,4500,7421,1896,4202,2185,8533,5686,7640.12,231.26,244.57000000000033
1885,2530,4561,304,693,666,3370,4254,9148,5156,6011,9297,688,9954,8101,7514,7134,6102,8813,7644.81,247.23,257.80000000000035
2921,3405,6153,9619,4768,145,2268,2474,4446,5462,5529,6016,1535,5541,584,675,4417,2684,2448,7635.31,273.63,294.88000000000045
9559,4743,5913,6468,8986,2124,4807,1882,7832,3927,790,5044,2942,8569,1161,4958,6605,5382,4902,7638.46,231.4,242.51000000000036
