n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
1100,4662,6942,6572,6256,516,2089,965,4058,6233,3682,3868,5337,3109,6461,1655.71,94.87,98.13000000000004
1719,768,3996,232,6846,3193,3545,4976,6244,6284,17,5700,3648,2181,5910,1661.86,164.26,172.81999999999996
6568,1874,4842,837,2600,250,182,208,5321,4435,75,3122,5623,1774,3457,1657.44,86.66,86.98000000000008
5946,237,4322,1816,6256,3587,4061,4529,1909,2831,1891,5544,1792,6233,3765,1661.53,56.26,53.2
2373,176,3409,6861,4558,5261,819,1522,5155,5928,7044,2428,990,6087,2725,1661.51,125.76,125.41
5910,5826,4102,3457,4159,6799,5491,1555,2485,2327,4813,4090,6932,4139,3222,1663.19,118.18,125.85000000000021
4825,6990,282,3934,1988,6092,6532,3311,3394,5445,1417,3007,4495,5759,6355,1660.48,67.25,66.89000000000007
5525,6047,3069,708,3595,5437,4165,884,6377,1341,4267,6880,3221,3035,4011,1642.08,68.89,67.59999999999994
6002,242,3844,356,2527,5762,6949,5036,4859,4736,3224,5301,1395,1381,4114,1640.05,68.96,70.01
1859,100,6312,1634,4420,7047,4491,1901,3313,4208,2816,6942,4733,2894,3761,1661.25,72.81,70.76000000000009
2205,5400,4489,4988,5975,46,3143,6419,7020,6721,6066,4198,6628,1058,4249,1624.65,59.9,62.0799999999999
6368,4598,1683,3490,459,3941,2987,4669,4541,1637,4134,3386,3972,6662,2922,1662.26,141.94,144.76
3394,2835,12,4411,4424,5107,6442,5017,2712,3753,4914,229,6591,1880,5204,1665.18,171.16,194.72999999999985
1451,4511,4787,1480,7053,750,6540,4514,6529,6973,6688,2091,265,6895,5514,1657.82,84.2,85.54000000000009
577,681,7111,136,3710,119,6177,6189,2303,2044,2200,896,6531,5118,1512,1652.12,177.75,183.73000000000022
2821,2378,569,1371,1307,2090,4320,1377,5379,2235,5310,5829,2412,3724,5755,1650.6,176.78,197.99
2637,4067,3881,935,193,2555,3166,2812,3448,6522,1540,2116,890,2076,5981,1471.71,33.79,36.199999999999996
4178,1712,4961,3536,6693,170,1846,146,3254,1199,289,5888,1312,3650,5772,1658.76,138.13,133.89999999999995
4147,5555,3495,4462,6817,1807,5167,6535,5693,4231,3693,1828,4291,5312,251,1663.42,229.56,278.50999999999993
3235,5528,4717,6581,2631,5405,5168,3492,481,6041,2446,1029,1737,388,2509,1629.73,53.0,54.18
579,7032,626,2542,2440,6093,1296,3409,4627,2067,1068,69,4593,6967,310,1657.02,140.42,139.70000000000022
4838,6712,1782,4671,3775,1405,6782,7108,6389,5767,5103,4168,306,3096,1641,1655.08,153.11,155.25000000000006
2842,811,1685,4697,5522,3546,4844,1590,4033,855,5455,3195,2425,4129,4094,1653.28,49.16,49.240000000000066
140,2665,5014,3295,2304,148,1285,1645,7024,2684,6644,4614,6411,1107,2777,1669.62,296.02,339.04999999999967
3516,1745,2183,5525,789,6862,3106,4486,2816,6862,5628,4377,3969,6291,4362,1663.89,261.77,296.3299999999998
1922,535,5943,330,693,1089,1390,1364,4409,1744,2195,6218,2721,4916,4144,1652.83,169.5,183.87000000000003
6890,2091,3015,2775,2787,933,2385,1926,7105,4947,6385,5858,4004,1108,4751,1657.96,90.96,93.53000000000011
4515,6309,854,2627,320,3330,599,3114,7095,6456,1206,6787,1024,2792,939,1658.64,76.29,74.18000000000005
5039,4812,6405,3096,627,4675,4507,1832,4636,669,2185,2989,2421,4623,4376,1657.88,108.44,115.1400000000001
936,3750,2270,882,6447,374,6781,2422,101,5027,5492,119,751,3387,942,1661.27,271.16,314.73000000000025
6767,6470,327,1539,1963,6434,4807,3448,1327,946,3693,1371,5577,1977,1302,1655.46,66.88,70.41000000000004
6094,6922,842,3564,3098,6606,4447,6703,2408,4507,2075,5829,3907,2576,820,1657.66,106.76,114.92000000000002
1700,5341,2600,324,223,86,6445,2421,5951,4887,2623,3685,3205,2566,3264,1656.26,127.61,137.47000000000025
515,525,2599,4927,3734,912,2048,1762,6431,5061,6372,4447,7107,5637,3841,1665.27,90.9,90.4300000000001
5421,2914,2122,1500,4436,1702,2517,1631,2018,2952,666,6717,2300,732,6170,1661.45,234.23,258.67999999999984
3669,741,5341,4705,5271,2776,1863,3198,2513,336,2680,1530,2594,6494,6939,1642.51,90.64,98.27
4743,2480,2013,2738,826,4458,5008,4743,6615,4882,754,2007,1803,166,6621,1668.56,373.64,442.24000000000126
1996,3291,592,2195,4515,7107,580,5973,615,176,5205,81,2382,6149,6489,1491.04,37.34,41.10000000000003
2942,4040,3840,7066,7037,1263,826,4107,6371,6512,2687,631,4171,5449,1419,1636.2,58.61,65.27999999999994
1471,6358,1225,1159,6730,7090,2619,2503,875,5810,4213,6837,4930,2404,1034,1660.75,92.62,105.94999999999996
1693,1160,4468,5919,260,6387,2589,6725,5107,6585,5506,4529,6887,6112,5649,1659.47,58.77,59.620000000000005
1682,1459,2448,3544,4403,1293,397,5855,7062,5470,2025,2069,6371,527,5587,1657.55,71.56,71.79000000000002
3659,6621,3523,4499,2049,4434,3599,6973,4407,3713,89,3241,6850,2774,1405,1663.37,187.34,209.52999999999997
2113,3979,199,6496,5295,3413,4674,154,510,5666,2907,4751,1132,4862,1025,1662.76,165.21,180.68000000000012
1134,2122,6790,2268,3258,4620,3285,1410,5017,731,1913,3981,61,1454,4331,1102.56,27.47,27.39
2598,4103,5315,3590,5623,5235,5991,1849,1952,2563,4055,5627,3922,1843,5839,1659.17,113.86,113.00000000000014
3377,2760,4590,5007,5965,5352,2254,5295,1797,394,586,6252,4191,5286,3020,1660.85,86.87,90.27000000000007
1306,4191,6275,6491,1669,2554,2447,5673,2454,6954,4524,3044,1353,5744,5744,1327.98,34.52,34.28000000000002
6032,3807,4870,696,7014,1009,4965,4210,4679,3090,1444,1276,2052,3495,1782,1653.26,79.02,84.63000000000008
4665,5894,6207,6408,427,4055,5583,3224,5874,5218,2850,3145,4219,6926,1350,1665.49,149.92,162.7499999999997
4458,5979,333,4294,740,6618,2090,5148,827,2191,6036,685,1139,6355,5053,1655.65,111.15,121.06000000000003
6897,5404,5624,5737,671,3645,6971,1974,6971,3132,6575,3546,3254,1349,2666,1608.26,64.78,61.279999999999916
3589,1034,5098,3997,1736,976,3532,4920,4374,3344,967,5410,2420,2274,2033,1657.52,194.46,216.0700000000001
3103,6140,4582,32,1555,4328,3594,4743,172,252,5140,4961,1984,6843,2133,1668.2,65.87,67.46000000000001
1692,1416,2332,1215,4442,1642,2238,2548,4798,6204,2055,6818,5599,3656,6480,1659.61,117.49,128.11999999999995
7055,6624,7004,1376,4467,2924,4020,3440,7009,997,6300,1711,4673,3139,1677,1659.26,173.76,187.98999999999995
2326,6640,885,6615,197,967,4663,6121,108,4466,2428,5520,6234,5933,5319,1667.53,151.62,163.48000000000016
1118,615,4099,3061,4690,6598,2549,3581,4120,5548,2923,6214,4328,2651,6,1661.15,173.56,187.3100000000004
1014,3623,5881,3682,2868,2496,4417,3271,2780,6415,5989,5598,4681,4032,926,1658.87,153.52,164.06
5305,3092,3132,1670,4562,31,2274,5206,4900,5916,6050,6794,5966,4185,1629,1668.99,162.02,173.00000000000026
3781,4922,6836,4234,3350,6100,5833,2501,5758,1395,3681,5079,5479,4349,1616,1665.3,140.32,148.04999999999995
2944,4310,28,5558,3188,4746,3488,3319,2752,7055,5092,4787,6011,5730,6133,1367.51,29.7,30.81
554,4036,6109,2028,5245,5314,2382,5158,170,3334,5908,5154,1278,5191,6380,1658.95,152.22,167.72000000000003
3254,6410,2213,6932,1459,6287,601,6679,6357,4959,82,2862,2167,6539,5800,1657.82,221.12,247.01000000000008
