n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
1275,523,1519,734,1628,14.39,10.1,9.749999999999996
1414,1930,1723,1515,1335,14.72,8.21,8.769999999999998
1888,1085,59,1721,953,15.42,9.55,8.99
1589,1931,510,1329,106,12.94,8.45,8.470000000000002
1845,321,231,761,960,12.51,8.24,8.220000000000002
1778,504,779,1113,208,12.15,7.76,8.56
1175,510,26,1497,443,18.4,10.53,11.020000000000001
835,572,372,1876,1776,11.21,7.92,7.660000000000002
1568,797,326,1560,1632,15.88,9.18,9.18
147,284,1265,1264,911,13.6,8.56,9.12
259,270,3,1991,1784,48.63,29.5,30.07999999999998
10,428,1584,441,1966,22.63,14.52,13.409999999999998
339,1786,340,592,642,16.53,9.76,9.470000000000004
1969,407,1104,1794,1388,15.3,7.81,8.330000000000002
1281,419,372,1927,1983,9.97,7.66,7.840000000000002
1414,403,1979,1976,1830,11.42,7.3,7.58
784,611,44,739,849,20.53,13.07,12.069999999999999
339,1916,298,540,133,15.14,8.55,9.45
679,617,1674,1235,1200,11.27,7.8,7.210000000000003
6,1220,1388,1449,692,28.77,17.34,18.01
135,634,727,1676,626,13.85,9.14,9.129999999999999
984,1426,646,378,985,10.93,8.11,7.730000000000002
967,1443,360,116,524,18.52,10.98,10.04
1997,1923,46,1944,1535,13.58,8.85,8.780000000000001
732,1730,827,37,1124,10.94,7.95,8.120000000000001
1613,857,749,770,1184,10.53,7.98,7.8999999999999995
1722,18,927,95,1449,22.19,15.6,15.070000000000002
370,1277,1956,1954,402,8.7,6.83,6.700000000000002
243,1547,503,1903,1678,17.12,9.72,9.489999999999998
1929,946,705,1049,726,11.17,8.05,7.830000000000002
1828,1074,513,1588,947,16.64,8.72,9.019999999999998
221,1207,1532,1599,1632,15.69,8.64,8.370000000000001
752,1760,605,75,886,14.38,8.69,9.19
1936,186,426,697,1050,17.32,8.45,8.350000000000001
1250,742,1880,303,696,16.1,10.2,9.809999999999999
564,1892,1438,1116,188,16.11,8.81,9.119999999999997
639,1404,648,627,363,13.3,8.77,9.090000000000002
1635,160,1283,304,1476,17.41,10.38,9.88
1411,633,990,330,1474,11.82,7.52,7.620000000000001
99,165,1230,1092,1891,12.59,8.38,8.280000000000003
831,65,486,1516,1216,16.21,8.4,8.64
704,1692,512,933,1333,11.97,7.56,7.4700000000000015
863,298,114,1876,1307,13.14,8.79,8.570000000000002
67,1641,1010,684,1717,13.45,9.32,9.15
424,267,1498,1155,1945,15.44,7.51,7.890000000000001
271,1291,1836,1613,847,9.21,7.4,7.320000000000002
218,345,889,763,305,16.9,10.96,10.349999999999998
120,1730,861,603,289,12.81,8.55,8.610000000000003
928,1888,1270,1745,346,12.48,7.76,7.620000000000002
1998,1069,928,1966,999,10.76,6.97,6.860000000000001
1410,1494,650,981,561,13.4,8.42,8.219999999999999
