n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
3898,9709,8916,2136,6061,9894,7766,9516,1073,9922,215,3269.04,54.97,59.970000000000056
7687,4249,9024,3839,3141,7704,8863,9005,7804,6506,2467,3155.06,35.07,35.87000000000002
3799,2484,8571,6388,248,1049,2611,9684,701,4935,508,3277.88,57.79,57.960000000000036
4414,7745,9744,6350,6994,6471,9452,7284,2197,5988,1596,3171.79,41.57,43.090000000000025
587,2227,8108,3555,4226,7146,4932,6900,8310,6322,9404,3235.97,39.29,40.040000000000035
5749,8750,9585,6677,9572,3807,5517,469,4582,9925,2672,3182.31,30.99,33.059999999999995
5347,8876,9370,9324,1705,3459,9396,4375,4668,2038,1039,3280.51,46.15,45.42000000000006
7897,7921,1450,5637,1091,6725,2470,329,4815,6998,6802,3210.35,51.04,51.62000000000009
1948,724,9912,736,6189,9607,5422,9025,4572,8280,3865,3274.29,48.75,48.90000000000001
590,5073,118,1261,1771,9826,8774,514,3233,6683,4777,3281.54,69.74,66.21000000000008
4315,2559,695,5567,5141,5901,2266,6189,6172,7543,8520,3221.3,34.47,34.959999999999994
6327,9759,9162,1680,8307,4444,7064,3893,4933,7167,4230,3161.99,50.13,50.66000000000004
8538,4964,8985,5552,187,6802,9502,5158,328,6168,9653,3262.1,56.6,56.19000000000008
2183,984,5446,7639,5782,5776,9975,4569,8020,363,9656,3278.46,57.36,53.49000000000004
992,348,6048,4114,7476,4892,9710,9854,5243,2906,5963,3261.59,51.87,56.31000000000004
3035,5122,6048,9758,4327,4921,6179,1718,441,9326,2153,3252.32,39.63,40.14000000000001
5079,8192,3646,4413,3910,5370,3070,7130,1589,1668,9842,3176.23,47.09,43.840000000000046
5275,5468,3677,7183,2773,1309,5516,3572,9312,7390,4433,3160.47,46.48,46.080000000000055
3686,1981,555,8677,3126,5163,9418,3007,4564,5572,1401,3227.32,59.32,58.820000000000114
5657,9658,2124,6902,4783,8493,4442,7613,5674,6830,4757,3217.01,39.08,38.14000000000004
6877,9311,6709,582,6770,2555,3269,76,7820,8358,7116,3280.68,64.71,66.97000000000003
9156,3638,529,7482,8503,4735,8910,5588,3726,1115,9644,3233.63,45.68,41.60000000000004
4702,1966,4006,738,575,8393,3251,7043,9452,808,215,3269.69,56.73,59.47000000000007
7881,1979,2815,8244,4913,3916,325,8601,8798,6778,872,3259.34,56.53,56.63000000000005
1861,5592,2054,4136,8863,7818,1005,5764,3617,3233,2002,3223.37,48.19,50.57000000000008
8759,1953,2806,3923,4485,2105,122,7987,9353,6558,818,3291.41,63.55,66.80000000000008
4446,4067,4400,8638,8514,6930,835,7747,5293,29,898,3270.15,81.8,82.7900000000001
2078,756,2041,816,1120,7910,540,1411,8444,8226,8028,3251.89,57.07,58.9700000000001
5175,2572,5154,1175,5755,6320,6383,9611,4982,5911,4340,3187.97,38.67,39.34000000000002
3130,5386,7023,2027,2090,9101,57,6229,1309,9285,2925,3230.18,64.74,68.06000000000013
703,6115,7550,9903,8869,6230,711,7071,869,6101,8128,3252.21,47.6,50.25000000000002
5160,6889,6853,7550,293,4015,3582,8779,4425,9664,1172,3287.47,51.82,50.140000000000015
6961,3677,6977,2135,460,5334,6131,9159,4295,1989,7604,3247.22,38.07,40.93000000000002
2017,8686,6167,1779,5216,9238,8715,1689,9629,80,7758,3275.64,59.74,61.58000000000005
2351,3866,6368,726,8637,1504,9245,1626,6156,2935,384,3236.83,54.99,53.96000000000004
5594,1987,417,1885,7895,4661,9487,4905,1454,594,9234,3277.96,56.17,57.7600000000001
8377,8667,3904,1748,9084,1636,9065,1001,9013,5312,9240,3237.15,53.69,48.16000000000006
2956,1267,3966,2945,4095,7440,6450,4143,6020,9821,6498,3218.75,43.04,41.43000000000001
5739,9119,6852,1364,6149,8197,3854,6763,2631,6803,9312,3285.02,46.18,42.47000000000007
9499,8472,7925,2558,6570,2446,2663,1570,8158,7921,8474,3287.09,42.71,44.47000000000002
7258,9608,3049,2232,4380,3263,2401,9594,8447,5158,3806,3246.52,51.15,50.87000000000006
