n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
1100,4662,6942,6572,6256,516,2089,965,4058,6233,3682,3868,5337,3109,6461,1719,768,3996,232,36.98,31.55,32.36675758398444
6846,3193,3545,4976,6244,6284,17,5700,3648,2181,5910,6568,1874,4842,837,2600,250,182,208,29.9,27.44,27.119011047852347
5321,4435,75,3122,5623,1774,3457,5946,237,4322,1816,6256,3587,4061,4529,1909,2831,1891,5544,24.47,22.13,22.375174402092174
1792,6233,3765,2373,176,3409,6861,4558,5261,819,1522,5155,5928,7044,2428,990,6087,2725,5910,29.17,27.21,27.276425190583755
5826,4102,3457,4159,6799,5491,1555,2485,2327,4813,4090,6932,4139,3222,4825,6990,282,3934,1988,29.02,25.19,25.52848985444365
6092,6532,3311,3394,5445,1417,3007,4495,5759,6355,5525,6047,3069,708,3595,5437,4165,884,6377,24.72,24.1,23.793068929966886
1341,4267,6880,3221,3035,4011,6002,242,3844,356,2527,5762,6949,5036,4859,4736,3224,5301,1395,23.83,21.9,22.72630540832874
1381,4114,1859,100,6312,1634,4420,7047,4491,1901,3313,4208,2816,6942,4733,2894,3761,2205,5400,25.5,24.12,24.625784757947702
4489,4988,5975,46,3143,6419,7020,6721,6066,4198,6628,1058,4249,6368,4598,1683,3490,459,3941,32.11,26.37,26.51575833969255
2987,4669,4541,1637,4134,3386,3972,6662,2922,3394,2835,12,4411,4424,5107,6442,5017,2712,3753,25.5,23.57,23.894806111417417
4914,229,6591,1880,5204,1451,4511,4787,1480,7053,750,6540,4514,6529,6973,6688,2091,265,6895,33.65,27.67,27.956915820467078
5514,577,681,7111,136,3710,119,6177,6189,2303,2044,2200,896,6531,5118,1512,2821,2378,569,34.11,29.54,29.67606218172268
1371,1307,2090,4320,1377,5379,2235,5310,5829,2412,3724,5755,2637,4067,3881,935,193,2555,3166,30.47,27.61,28.176984754049307
2812,3448,6522,1540,2116,890,2076,5981,4178,1712,4961,3536,6693,170,1846,146,3254,1199,289,27.87,27.19,26.804263867035164
5888,1312,3650,5772,4147,5555,3495,4462,6817,1807,5167,6535,5693,4231,3693,1828,4291,5312,251,40.21,35.51,34.80690056012957
3235,5528,4717,6581,2631,5405,5168,3492,481,6041,2446,1029,1737,388,2509,579,7032,626,2542,31.8,29.57,28.775668208616974
2440,6093,1296,3409,4627,2067,1068,69,4593,6967,310,4838,6712,1782,4671,3775,1405,6782,7108,36.37,31.83,32.17724605334593
6389,5767,5103,4168,306,3096,1641,2842,811,1685,4697,5522,3546,4844,1590,4033,855,5455,3195,21.18,20.47,20.667157152527185
2425,4129,4094,140,2665,5014,3295,2304,148,1285,1645,7024,2684,6644,4614,6411,1107,2777,3516,58.48,45.27,45.08513557124537
1745,2183,5525,789,6862,3106,4486,2816,6862,5628,4377,3969,6291,4362,1922,535,5943,330,693,49.95,42.3,44.148522229566076
1089,1390,1364,4409,1744,2195,6218,2721,4916,4144,6890,2091,3015,2775,2787,933,2385,1926,7105,34.6,31.45,31.284768148534216
4947,6385,5858,4004,1108,4751,4515,6309,854,2627,320,3330,599,3114,7095,6456,1206,6787,1024,29.67,25.44,25.835553767765752
2792,939,5039,4812,6405,3096,627,4675,4507,1832,4636,669,2185,2989,2421,4623,4376,936,3750,37.75,33.31,33.24265936426354
2270,882,6447,374,6781,2422,101,5027,5492,119,751,3387,942,6767,6470,327,1539,1963,6434,36.68,32.32,32.66500899839728
4807,3448,1327,946,3693,1371,5577,1977,1302,6094,6922,842,3564,3098,6606,4447,6703,2408,4507,24.75,23.4,23.766061126098045
2075,5829,3907,2576,820,1700,5341,2600,324,223,86,6445,2421,5951,4887,2623,3685,3205,2566,30.86,26.36,27.36454548175457
3264,515,525,2599,4927,3734,912,2048,1762,6431,5061,6372,4447,7107,5637,3841,5421,2914,2122,30.88,27.03,27.212446882590122
1500,4436,1702,2517,1631,2018,2952,666,6717,2300,732,6170,3669,741,5341,4705,5271,2776,1863,34.49,32.73,31.521318321823006
3198,2513,336,2680,1530,2594,6494,6939,4743,2480,2013,2738,826,4458,5008,4743,6615,4882,754,68.54,54.55,56.88378401176682
2007,1803,166,6621,1996,3291,592,2195,4515,7107,580,5973,615,176,5205,81,2382,6149,6489,24.23,22.4,22.695417732030407
2942,4040,3840,7066,7037,1263,826,4107,6371,6512,2687,631,4171,5449,1419,1471,6358,1225,1159,30.8,26.58,26.558355546375754
6730,7090,2619,2503,875,5810,4213,6837,4930,2404,1034,1693,1160,4468,5919,260,6387,2589,6725,24.26,23.4,23.145080329679228
5107,6585,5506,4529,6887,6112,5649,1682,1459,2448,3544,4403,1293,397,5855,7062,5470,2025,2069,23.14,22.16,22.56527038270376
6371,527,5587,3659,6621,3523,4499,2049,4434,3599,6973,4407,3713,89,3241,6850,2774,1405,2113,36.68,32.2,31.451045931869537
3979,199,6496,5295,3413,4674,154,510,5666,2907,4751,1132,4862,1025,1134,2122,6790,2268,3258,31.88,28.63,28.590774335657105
4620,3285,1410,5017,731,1913,3981,61,1454,4331,2598,4103,5315,3590,5623,5235,5991,1849,1952,21.08,21.16,21.00444051341911
2563,4055,5627,3922,1843,5839,3377,2760,4590,5007,5965,5352,2254,5295,1797,394,586,6252,4191,28.63,26.59,26.0435966574936
5286,3020,1306,4191,6275,6491,1669,2554,2447,5673,2454,6954,4524,3044,1353,5744,5744,6032,3807,19.91,19.5,20.80655199105217
4870,696,7014,1009,4965,4210,4679,3090,1444,1276,2052,3495,1782,4665,5894,6207,6408,427,4055,28.69,26.4,26.469255159572953
5583,3224,5874,5218,2850,3145,4219,6926,1350,4458,5979,333,4294,740,6618,2090,5148,827,2191,40.81,38.75,37.504230215899646
6036,685,1139,6355,5053,6897,5404,5624,5737,671,3645,6971,1974,6971,3132,6575,3546,3254,1349,21.51,20.6,21.397931094056236
2666,3589,1034,5098,3997,1736,976,3532,4920,4374,3344,967,5410,2420,2274,2033,3103,6140,4582,38.81,31.61,32.02513871348857
32,1555,4328,3594,4743,172,252,5140,4961,1984,6843,2133,1692,1416,2332,1215,4442,1642,2238,33.65,30.18,30.178697951515467
2548,4798,6204,2055,6818,5599,3656,6480,7055,6624,7004,1376,4467,2924,4020,3440,7009,997,6300,23.47,22.63,22.40604645054399
1711,4673,3139,1677,2326,6640,885,6615,197,967,4663,6121,108,4466,2428,5520,6234,5933,5319,42.38,36.45,36.41794287174883
1118,615,4099,3061,4690,6598,2549,3581,4120,5548,2923,6214,4328,2651,6,1014,3623,5881,3682,39.92,31.91,31.600719066039748
2868,2496,4417,3271,2780,6415,5989,5598,4681,4032,926,5305,3092,3132,1670,4562,31,2274,5206,54.3,41.15,40.64241713565167
4900,5916,6050,6794,5966,4185,1629,3781,4922,6836,4234,3350,6100,5833,2501,5758,1395,3681,5079,26.79,25.12,25.641842188552708
5479,4349,1616,2944,4310,28,5558,3188,4746,3488,3319,2752,7055,5092,4787,6011,5730,6133,554,25.79,24.61,24.192768519859534
4036,6109,2028,5245,5314,2382,5158,170,3334,5908,5154,1278,5191,6380,3254,6410,2213,6932,1459,33.78,32.03,32.20207633065852
6287,601,6679,6357,4959,82,2862,2167,6539,5800,3368,5611,4458,2487,1245,3785,6823,2124,3969,41.77,33.24,33.64838090646753
1389,3826,4180,371,2218,4180,807,6100,4838,3461,571,2909,548,5380,3624,161,1344,4154,5818,34.9,29.82,31.365492505580736
1324,5656,762,3292,5209,5643,2259,4956,2493,1711,4326,1701,1943,2735,2204,561,613,5727,6804,34.17,28.7,29.069703723570413
