n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
812,587,841,82,496,780,267,37,0,149,678,600,481,988,777,138.83,49.59,51.06773247838439
752,382,327,788,22,279,500,821,202,747,893,423,932,551,552,90.87,36.5,37.088840422595055
698,96,197,576,566,716,824,746,271,678,822,624,702,90,864,102.57,34.94,35.62980455114972
434,343,95,370,819,419,824,256,455,716,96,773,201,717,650,106.82,36.26,36.3700608947588
815,298,99,974,46,602,924,205,847,671,934,369,498,955,852,112.21,39.7,41.00512604315079
931,198,527,589,660,993,714,913,824,515,999,938,29,648,370,103.29,40.15,39.7321009986063
250,616,440,311,365,603,122,91,512,901,694,537,203,119,622,110.4,40.33,41.83639551664519
678,274,319,736,200,388,495,228,141,611,214,854,886,897,714,94.93,36.59,35.74316083323318
534,12,193,796,173,17,663,340,571,926,687,635,633,313,383,147.43,54.58,54.28480318925791
386,540,398,296,129,695,500,55,189,433,608,764,407,98,451,112.35,41.5,43.41275498198079
251,825,91,913,617,686,891,910,456,457,802,851,389,815,78,86.34,34.96,35.904292554957166
529,436,482,310,722,836,418,963,87,196,764,696,272,462,499,97.21,40.04,40.081426319422086
739,802,988,176,18,22,550,126,257,603,821,369,192,262,514,117.84,45.83,48.58417250650913
462,337,949,529,260,420,949,900,431,626,497,274,616,486,672,86.62,35.92,36.01437111939877
490,503,145,738,386,508,313,649,824,478,331,375,675,166,994,97.07,38.0,38.44046851421347
935,945,634,385,711,617,272,327,661,407,998,499,746,812,161,89.38,35.09,35.23536573905653
959,847,297,573,6,638,460,987,58,186,30,624,792,583,114,133.69,53.99,54.454067691983006
698,735,379,370,960,509,873,603,63,941,197,158,970,275,628,86.14,37.75,37.80566753073618
15,432,825,801,819,833,537,503,77,480,237,102,379,370,985,129.96,50.01,50.19201460551591
148,697,640,249,621,325,147,38,643,684,99,731,107,46,661,130.97,49.87,52.41914654403993
489,473,741,921,70,644,31,718,564,130,631,852,946,85,164,129.67,46.16,46.726065894035294
632,646,933,271,929,858,914,669,462,511,710,20,810,652,140,85.92,36.67,37.49625769868759
837,966,193,930,956,451,490,797,450,457,571,283,488,729,593,73.84,32.31,32.55355478927792
65,851,819,298,372,292,368,962,34,85,514,878,282,286,280,109.83,46.63,45.79220864447792
989,484,441,454,944,380,32,730,87,255,835,619,653,244,548,116.47,41.0,41.716852855044905
763,33,756,177,344,379,32,53,974,757,783,769,972,214,717,122.13,46.32,47.461526489050094
443,351,906,79,161,749,692,116,409,560,138,475,760,506,654,104.87,42.23,41.24951238766639
76,131,75,358,532,31,190,538,725,153,188,288,756,154,519,132.27,50.16,49.53360496643822
582,870,397,815,228,967,226,712,577,732,932,128,429,707,167,92.85,35.01,34.869318390818776
775,324,246,574,586,4,805,824,582,395,192,778,333,875,390,104.68,43.67,44.54830400791291
538,451,9,407,865,543,564,870,677,139,733,239,660,556,824,130.61,48.83,49.819916828980816
760,381,278,682,189,995,152,168,706,640,137,393,76,62,12,138.6,51.83,54.15400156253934
40,483,777,60,117,666,728,553,102,689,376,609,32,61,555,123.68,50.49,49.28078808301272
230,805,416,230,781,578,704,944,973,300,94,482,79,741,587,87.13,35.63,37.00888047010749
884,60,172,915,677,448,122,981,114,718,182,51,700,941,31,121.97,48.65,49.129339224803076
768,860,692,746,435,666,725,293,261,454,237,206,835,879,669,90.96,34.87,36.00034488020717
797,548,806,660,219,284,606,13,261,539,809,749,762,997,992,124.62,45.91,44.843653728620886
725,892,700,338,795,529,95,598,609,660,33,370,375,707,119,125.13,44.85,44.68108172908191
231,971,781,28,369,943,708,970,348,446,702,852,994,52,352,107.1,39.21,40.139723636510865
142,31,10,344,69,496,2,474,848,270,89,693,604,630,279,162.4,67.38,69.00405645887083
235,135,128,429,558,186,248,678,393,608,439,577,529,641,850,107.29,35.77,36.73190601088758
491,950,276,259,140,306,909,33,197,776,459,107,827,180,589,113.18,43.09,44.39941068408017
111,970,950,828,2,525,164,122,155,606,402,485,497,882,890,122.06,48.18,49.135872256586495
543,785,710,554,831,814,481,220,862,659,920,397,158,788,941,81.33,32.25,31.29499117758648
469,890,932,875,10,345,427,257,327,136,292,379,602,875,694,131.56,47.14,50.27739514506929
371,228,5,798,312,180,84,417,637,635,786,237,948,657,91,122.4,46.26,48.112230889424865
198,389,421,128,771,932,935,857,151,532,951,976,51,532,537,94.86,37.42,39.03977674094688
795,991,499,943,373,904,336,861,729,605,399,888,279,665,679,88.97,33.08,33.31862772097397
816,990,68,267,134,42,112,603,617,626,736,158,839,517,518,104.08,38.72,39.511300135422545
116,801,704,783,797,990,88,88,852,680,773,127,221,359,346,93.63,34.73,38.960124112013695
162,996,745,838,938,250,179,988,188,230,643,128,880,490,756,91.39,34.54,35.35210609010947
949,468,637,113,743,628,139,466,994,823,201,585,380,751,148,101.2,36.16,37.679495937885186
994,340,641,269,933,69,280,770,1,62,903,670,30,491,645,110.72,41.96,42.25238381794394
466,325,62,11,281,913,738,103,393,956,638,344,104,755,855,125.13,54.64,55.34429483125621
