n_nodes,influence,n0,n1,n2,n3,n4
5,17.2900,261,24,180,332,177
5,17.2900,261,24,180,332,177
5,17.2900,261,24,180,332,177
5,17.2900,261,24,180,332,177
5,17.1500,261,835,177,180,24
5,16.7100,236,332,177,180,993
5,16.7100,236,332,177,180,993
5,16.7100,236,332,177,180,993
5,16.7100,236,332,177,180,993
5,16.7100,236,332,177,180,993
5,16.7100,236,332,177,180,993
5,16.5200,260,332,177,180,24
5,16.5200,817,332,177,180,24
5,16.5200,260,332,177,180,24
5,16.5200,260,332,177,180,24
5,16.4600,261,332,177,180,993
