generation number, individual number, fitness, candidate
0, 0, 208.72, [24, 5079, 3642, 11, 1166, 8, 826, 5800, 1549, 2565]
0, 1, 145.7, [2256, 1374, 1098, 2651, 996, 1549, 310, 47, 3642, 1133]
1, 0, 208.72, [24, 5079, 3642, 11, 1166, 8, 826, 5800, 1549, 2565]
1, 1, 198.29, [24, 5079, 4045, 2651, 11, 1166, 5800, 2565, 8, 1549]
2, 0, 208.72, [24, 5079, 3642, 11, 1166, 8, 826, 5800, 1549, 2565]
2, 1, 175.86, [24, 1166, 3642, 5079, 1151, 8, 813, 11, 5800, 2651]
3, 0, 208.72, [24, 5079, 3642, 11, 1166, 8, 826, 5800, 1549, 2565]
3, 1, 207.57, [68, 3976, 3642, 8, 11, 1166, 2972, 2565, 5800, 1549]
4, 0, 217.77, [24, 3642, 5079, 766, 5800, 11, 826, 1166, 2565, 1549]
4, 1, 213.77, [24, 306, 5079, 1133, 789, 11, 826, 1166, 2565, 1549]
4, 2, 208.72, [24, 5079, 3642, 11, 1166, 8, 826, 5800, 1549, 2565]
5, 0, 217.77, [24, 3642, 5079, 766, 5800, 11, 826, 1166, 2565, 1549]
5, 1, 209.33, [24, 3642, 789, 1374, 5079, 1166, 1549, 5800, 11, 2565]
6, 0, 217.77, [24, 3642, 5079, 766, 5800, 11, 826, 1166, 2565, 1549]
6, 1, 213.86, [24, 737, 766, 28, 5079, 826, 2565, 11, 1549, 1166]
7, 0, 217.77, [24, 3642, 5079, 766, 5800, 11, 826, 1166, 2565, 1549]
7, 1, 206.17, [24, 173, 4967, 5079, 2256, 2565, 5800, 11, 1549, 1166]
8, 0, 226.42, [24, 3642, 1151, 766, 5524, 5079, 2565, 11, 1549, 1166]
8, 1, 217.77, [24, 3642, 5079, 766, 5800, 11, 826, 1166, 2565, 1549]
8, 2, 194.68, [24, 3642, 319, 766, 28, 5079, 20, 11, 1549, 1166]
9, 0, 226.42, [24, 3642, 1151, 766, 5524, 5079, 2565, 11, 1549, 1166]
9, 1, 204.94, [2871, 3642, 1151, 5079, 766, 306, 11, 5524, 1549, 1166]
10, 0, 226.42, [24, 3642, 1151, 766, 5524, 5079, 2565, 11, 1549, 1166]
10, 1, 202.23, [3453, 3642, 1151, 68, 766, 1549, 11, 5524, 5079, 1166]
11, 0, 226.42, [24, 3642, 1151, 766, 5524, 5079, 2565, 11, 1549, 1166]
11, 1, 206.01, [1374, 3642, 1151, 47, 8, 5524, 5079, 2565, 11, 1549]
12, 0, 226.42, [24, 3642, 1151, 766, 5524, 5079, 2565, 11, 1549, 1166]
12, 1, 207.77, [24, 3642, 1151, 5524, 2565, 4310, 11, 1549, 5079, 1166]
12, 2, 201.0, [68, 3642, 1151, 173, 766, 2565, 24, 1549, 5079, 1166]
13, 0, 226.42, [24, 3642, 1151, 766, 5524, 5079, 2565, 11, 1549, 1166]
13, 1, 222.28, [24, 3642, 1549, 766, 2565, 11, 319, 5079, 1166, 988]
13, 2, 219.73, [24, 3642, 1151, 766, 2565, 1166, 5524, 5079, 11, 4967]
13, 3, 199.86, [24, 1029, 988, 766, 2326, 2565, 11, 5524, 5079, 1166]
14, 0, 226.42, [24, 3642, 1151, 766, 5524, 5079, 2565, 11, 1549, 1166]
14, 1, 225.81, [1549, 1151, 722, 2688, 766, 2565, 11, 5524, 5079, 1166]
14, 2, 217.1, [24, 3642, 1151, 1549, 766, 2565, 11, 5524, 5079, 109]
14, 3, 213.53, [5189, 3642, 1151, 2326, 766, 2565, 11, 5524, 5079, 1166]
14, 4, 202.02, [24, 3642, 1151, 1166, 766, 996, 11, 5524, 5079, 1549]
15, 0, 232.21, [24, 2688, 1151, 2565, 766, 11, 5524, 5189, 1549, 1166]
15, 1, 226.42, [24, 3642, 1151, 766, 5524, 5079, 2565, 11, 1549, 1166]
15, 2, 223.31, [1549, 1151, 722, 3642, 2565, 766, 11, 1166, 5524, 68]
15, 3, 215.49, [1549, 47, 722, 3642, 2565, 766, 11, 1166, 5524, 5079]
15, 4, 205.03, [24, 2688, 1151, 2565, 766, 722, 5524, 5079, 1549, 1166]
15, 5, 182.93, [24, 3642, 1151, 2326, 766, 784, 737, 2565, 1549, 988]
16, 0, 232.21, [24, 2688, 1151, 2565, 766, 11, 5524, 5189, 1549, 1166]
16, 1, 220.32, [24, 311, 2688, 2565, 766, 310, 993, 11, 5524, 1166]
16, 2, 198.51, [24, 2688, 1151, 2565, 2326, 766, 1549, 5189, 317, 1166]
16, 3, 196.48, [24, 4310, 2688, 996, 766, 1549, 5189, 2565, 5524, 1166]
16, 4, 192.1, [306, 2688, 1098, 2651, 11, 766, 312, 5189, 5524, 1166]
17, 0, 232.21, [24, 2688, 1151, 2565, 766, 11, 5524, 5189, 1549, 1166]
17, 1, 226.58, [24, 2565, 1151, 2688, 11, 766, 25, 1549, 1166, 173]
17, 2, 205.33, [24, 2688, 1151, 3449, 5524, 766, 1549, 11, 5189, 1166]
17, 3, 188.94, [319, 2688, 1151, 5179, 1029, 766, 813, 11, 5189, 1166]
17, 4, 174.19, [24, 1133, 1151, 2688, 2326, 766, 3642, 1549, 5655, 5524]
18, 0, 232.21, [24, 2688, 1151, 2565, 766, 11, 5524, 5189, 1549, 1166]
18, 1, 213.8, [24, 2565, 1151, 109, 11, 766, 5524, 173, 5189, 1549]
18, 2, 201.19, [24, 3642, 1151, 2688, 1608, 766, 2565, 996, 1166, 1549]
18, 3, 197.65, [24, 28, 1151, 2688, 1542, 766, 2565, 5189, 109, 1549]
18, 4, 185.75, [24, 1305, 1151, 2688, 68, 766, 306, 1166, 5189, 1549]
19, 0, 242.89, [24, 2688, 1151, 5524, 1166, 766, 2565, 3642, 11, 1549]
19, 1, 232.21, [24, 2688, 1151, 2565, 766, 11, 5524, 5189, 1549, 1166]
19, 2, 227.51, [24, 109, 2688, 5189, 766, 2565, 1549, 11, 5524, 1166]
19, 3, 215.61, [24, 766, 1151, 2688, 2326, 2565, 737, 11, 5189, 1549]
19, 4, 213.62, [813, 3453, 1151, 36, 2256, 766, 2565, 5189, 11, 1549]
19, 5, 211.63, [24, 784, 1151, 2688, 737, 2565, 2972, 11, 5189, 1549]
20, 0, 242.89, [24, 2688, 1151, 5524, 1166, 766, 2565, 3642, 11, 1549]
20, 1, 220.65, [24, 28, 25, 3642, 5524, 766, 2565, 1166, 11, 1549]
