n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
6499,4700,6733,660,3973,6244,2143,11.37,9.64,10.224573323702598
301,3,1192,5429,4804,3852,6223,9.21,8.75,8.96483577718487
6019,3056,2616,6308,179,2233,4004,9.41,8.85,8.536318334215997
6569,1622,5978,3391,4409,4417,5587,11.08,10.28,10.27854328403856
771,1580,4615,4535,5730,6595,5971,12.64,10.16,10.329147391270624
2175,5430,6581,4997,5617,721,6916,12.01,8.96,9.53101909623888
3479,2749,762,2966,6555,3358,6592,7.8,7.86,7.916020102849288
2051,3647,5731,768,6189,1615,5740,16.56,13.41,13.548129354631554
5201,6524,2385,799,374,4821,1645,27.69,23.64,23.576410284028803
6782,5369,2952,3987,6821,1586,4216,15.71,13.17,13.209376215876544
4717,5280,5717,6598,4126,232,5189,8.77,7.75,7.8433698520492685
2960,2006,4929,3520,2493,2927,4826,7.8,7.22,7.193100454762195
979,734,4097,5559,4302,1631,957,22.2,18.12,18.188487988684262
4982,5429,2194,2558,5890,1607,3111,8.37,8.09,8.262837730842124
3962,1824,1131,4893,1719,6832,7090,12.02,10.68,10.893365750272142
5719,4277,102,1546,6373,1385,139,13.53,11.72,12.013012807236441
5308,2727,4569,5499,5081,5067,2507,7.63,7.38,7.423816374588201
3068,3091,4320,3188,2368,1039,5560,12.75,11.0,11.492518249817138
4003,440,1518,3464,4865,6113,3258,7.76,7.61,7.674480384333452
786,3614,2009,6600,729,4941,5490,11.06,9.02,9.393831830133983
3654,3663,6421,6809,3113,6521,626,8.98,8.51,8.363683984313788
4232,3493,3857,2485,5780,6689,3351,11.77,10.14,10.455071941400409
703,1574,6115,5572,2177,3697,3994,8.97,8.12,8.499461812474305
5919,6422,1410,151,179,4406,1011,18.7,15.12,15.219862821354
2057,4828,6568,2957,1536,2099,4118,10.4,9.31,9.891942232452696
3698,2698,4234,2087,3363,3454,5014,7.37,7.47,7.4226066620047915
3976,2194,4935,3888,5376,3920,4030,7.92,7.39,7.374075402310671
1164,5908,3092,4068,2504,5197,6592,11.09,9.61,9.665976715970336
3827,2649,3002,5400,1335,5074,3080,7.85,7.31,7.5652708275646665
5688,4940,2177,2622,5292,3262,3997,8.92,8.31,8.126250117659554
5974,6499,1295,6780,2382,4586,50,18.12,12.44,12.437405674729515
5110,3681,467,1495,246,4996,6337,11.76,9.36,9.360614849778418
4667,918,5587,5886,3038,2965,4075,9.11,8.39,8.500362946029853
6991,4831,510,1578,1264,2205,5025,15.66,12.95,13.111322974201862
121,3457,6604,6408,6554,6664,4299,9.96,9.75,9.578807524004846
4027,621,3841,1901,820,3038,2965,9.07,8.42,8.477904147841132
1187,5578,5124,1993,4969,2607,1181,12.12,11.07,11.046485616687562
308,5144,5473,797,5848,863,370,9.69,9.32,9.379327759313824
5288,3914,3790,5931,565,5154,252,15.57,11.42,12.070079668674598
