n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
1933,2484,845,5908,3244,3922,1269,738,544,162,3289,4500,2370,2014.88,309.36,363.0400000000002
6557,6268,482,1818,4262,4396,2951,2266,6387,1414,6773,869,2144,2020.37,565.06,780.0800000000004
1756,210,6790,5248,6608,2132,6557,2226,1584,1350,2538,2372,5136,2020.59,405.2,502.99999999999955
7105,5995,7001,6951,3050,710,6920,4963,2764,5502,3177,4144,2038,2019.47,248.57,278.6800000000008
1456,2026,3879,2293,731,6700,7090,4486,6885,2459,59,2391,4688,2017.32,410.36,491.7200000000002
5774,2553,6947,6268,4164,1598,3391,3471,4906,2360,3531,3697,1321,2022.71,432.26,530.9200000000004
1910,2499,2127,6656,6532,354,664,379,3790,5131,2297,4250,4379,2018.01,166.26,190.60000000000022
5308,3860,5741,2808,1188,5519,1602,544,3381,1660,5202,5182,3613,2016.79,225.63,255.84000000000017
2263,1504,2914,3571,6118,4823,2626,5197,4575,1627,2650,827,6876,2020.2,146.46,163.72000000000003
504,5801,1874,2273,6268,4769,5041,7062,1944,1000,2712,1454,2383,2021.92,311.86,370.60000000000036
3760,210,350,2925,5712,676,2340,6020,5531,2679,148,2644,2367,2014.54,566.31,750.8400000000004
2635,1252,6350,5340,3362,7056,5083,5570,6700,636,2403,5060,1568,2016.38,203.79,219.83999999999955
3638,2392,1117,2048,3126,4905,1301,2714,4694,76,2976,366,3725,2020.58,349.72,408.6799999999994
1389,2991,6420,6589,2971,2378,4681,795,3598,1697,3473,1703,930,2017.98,443.53,543.6000000000006
486,509,452,6038,1381,4878,5544,1225,4968,334,4474,4019,4773,2015.42,285.7,332.0799999999995
2040,2633,291,1001,6839,4335,2399,6338,3353,5338,1640,3913,1652,2013.69,315.92,369.5999999999999
1981,3594,3363,4029,302,1794,3450,3633,2036,5303,3504,6807,1767,1737.9,44.87,43.87999999999995
4084,1537,259,301,2083,2075,1985,4306,1704,6326,1896,3417,2143,2019.69,289.37,333.0800000000007
1160,2662,420,2576,4631,957,4667,3301,5349,5357,6478,5876,6100,2019.66,430.18,535.2399999999996
331,4049,3174,761,3523,1727,4688,1355,2757,2426,5381,3860,6549,2016.09,527.32,735.3999999999993
5263,2580,6675,3440,4325,1763,5363,6565,5619,6562,2197,2773,3212,2022.47,140.86,155.75999999999988
4066,609,7033,2294,5143,5475,1566,364,3234,5075,1045,6281,2207,2015.62,247.32,276.28000000000014
5465,7014,495,1370,5634,5203,3805,4662,3868,6115,3307,3198,1790,2022.47,263.63,297.40000000000003
6537,26,1730,1284,107,4997,2108,949,3242,6634,6305,6414,3121,2020.62,356.45,433.6000000000005
1821,4510,437,1652,1326,5500,4983,2708,6704,4606,6337,6425,3862,2019.36,174.64,192.52000000000015
4312,3601,216,647,280,5696,4870,925,4004,4594,7083,2104,4981,2014.88,287.49,345.03999999999996
6341,1136,338,2970,652,6288,4284,86,2432,6862,2841,6779,612,2015.87,242.36,291.19999999999953
697,4451,3717,3122,1682,6450,2549,3183,1914,6215,3986,7008,3277,2017.49,376.62,452.5200000000012
779,632,937,5086,6540,2997,4198,3554,3406,7027,5826,6361,3639,1960.87,60.74,61.40000000000003
548,5149,1604,5217,2476,6852,3921,3460,968,6540,4573,1371,3044,2015.49,429.42,536.0399999999996
1333,1444,5789,1223,2675,4048,7043,2773,2118,4438,39,5820,1382,2014.42,208.96,214.47999999999982
45,5309,2554,990,4464,907,3985,6440,5862,4923,3966,4311,620,2017.92,406.41,510.3999999999996
4265,2010,3368,6943,2403,2922,1877,6280,1477,7077,5133,13,5543,2021.2,333.98,379.56
433,4993,2566,4457,3825,6409,4655,2503,7106,4150,6445,3610,5021,2020.91,276.58,327.96000000000015
5058,3621,3209,1152,2061,6316,4891,2966,5423,2785,1091,3550,676,2016.72,378.69,486.6000000000007
4961,1179,5532,6627,5096,1455,2337,3047,1617,4718,6503,2870,5529,2019.58,164.85,180.88000000000045
5085,765,631,3297,5289,1471,2700,5359,3046,2676,1430,2462,189,2014.7,124.35,130.67999999999998
4946,164,4292,6181,6797,726,6562,2941,6612,6659,806,1298,1494,2014.71,150.04,168.48000000000002
4785,4057,5414,4701,629,6227,957,1409,5337,3925,5532,6104,1820,2019.67,288.26,341.4800000000003
5061,6444,6809,5408,2481,6985,5634,3326,4907,1945,4012,5763,1811,2021.99,155.35,163.31999999999988
2536,3011,1887,6108,2675,4400,5134,4339,3701,6576,3278,4147,3282,2020.99,107.63,105.32000000000004
6696,2565,2324,3590,3371,4817,107,2058,1506,4425,3756,5679,4596,2021.03,324.75,379.440000000001
5036,6766,2984,3311,3183,5105,228,1278,4188,554,3753,5165,2845,2016.84,129.2,144.6800000000001
4946,6522,2557,748,6189,2112,3960,1819,5242,3906,4944,6372,543,2017.33,402.31,475.3600000000004
1218,1952,565,2451,1086,384,1337,3259,6475,4766,5576,5084,4482,2016.14,278.76,299.2399999999999
5841,4411,2149,151,4295,2010,1290,6154,792,1683,260,2592,671,2016.71,252.57,294.1199999999999
997,2216,501,5270,2367,4994,5173,5750,1411,5991,1222,5367,3399,2019.03,166.07,176.2
1064,5809,5893,666,4587,2984,5683,21,5928,4524,1276,4116,3374,2015.35,445.76,555.5599999999996
1263,1761,6916,2442,3966,4158,555,3079,1376,1338,2097,4217,3205,2014.23,190.03,203.79999999999978
4401,5588,2481,7058,3281,2690,1394,3168,507,3465,229,2282,5539,2017.47,432.89,574.7599999999999
155,2490,6467,1249,703,1283,949,6951,4991,6745,125,1900,1894,2015.81,212.01,232.20000000000027
4534,70,3905,5886,4360,1516,6762,3705,5994,5787,5599,5712,3108,1960.38,57.35,61.43999999999994
2754,6942,1413,6830,4344,4810,1539,877,3890,5072,2922,2499,5298,2017.61,467.09,620.3199999999986
6814,3386,4916,6046,304,6723,5176,1736,2094,4742,7028,6572,5422,2019.54,132.0,143.08000000000007
