n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
250618,226258,248467,222574,14824,24008,22248,94649,219021,44324,192930,43.69,29.29,29.519999999999996
212064,175565,223827,80776,65951,158844,55631,159069,9367,152359,178584,42.83,27.29,28.759999999999998
41519,262070,112897,167371,103162,210677,189533,225507,260785,133448,248878,46.02,29.22,30.119999999999997
97533,142652,245291,116615,131613,70317,236246,9417,228336,7194,95424,48.85,29.73,31.599999999999994
121869,244277,83483,237961,99618,111047,233777,231752,137822,43119,146934,44.08,30.49,30.759999999999994
46513,61898,60451,6254,46326,85234,45505,35834,133737,133752,94290,43.42,29.94,29.719999999999995
261798,134673,176810,146771,47669,260879,234244,116821,208865,108703,192518,45.22,30.87,30.799999999999994
137721,237658,238152,199985,95487,207027,155578,92743,94866,257157,225172,42.11,28.51,30.639999999999997
252156,116855,42253,250329,197657,104821,187472,193616,120954,171680,139029,47.52,31.03,31.67999999999999
65510,128454,73164,242439,130564,131292,135106,217979,208723,92779,173456,48.51,30.76,31.639999999999993
231434,119193,235851,236762,120851,91953,148820,190286,241259,146166,189732,47.2,30.22,31.119999999999997
119682,127561,172722,58146,246571,85109,213564,183388,218897,43534,229820,47.96,30.67,31.559999999999988
238011,161571,70290,202633,238912,125767,81150,79507,250966,209520,185127,44.8,27.79,28.279999999999998
217859,132185,147374,135724,133000,170764,161430,154126,106606,81748,191608,47.58,30.2,31.64
54478,128163,134189,96101,244882,179367,163385,231229,19759,205594,215062,44.25,28.55,29.759999999999998
89511,190303,2207,237935,213662,50175,261375,195240,27828,15403,150579,38.64,28.32,28.839999999999996
171156,12821,71591,155110,59406,178907,229504,240082,27856,197753,136934,45.72,29.0,29.719999999999995
35782,223856,69688,64181,216202,55175,247354,230839,15829,110865,235396,48.13,31.34,31.199999999999992
187947,199074,8355,14888,94989,94429,45057,65405,176361,6145,21732,45.06,30.49,31.279999999999994
30205,250232,17685,6643,10715,191213,240813,5543,97805,67027,33498,44.21,29.56,30.599999999999998
213215,245357,41187,192620,48166,137125,181271,507,101073,154522,11314,51.96,31.25,31.8
208183,259522,64966,39693,254493,9507,1099,90230,246012,161281,164562,40.19,27.04,27.919999999999995
194631,195999,29652,74980,88398,128125,8076,80841,117611,144573,200794,51.06,30.15,31.24
158637,193972,11998,236459,69190,198092,105343,226084,162947,184901,40227,43.64,29.27,29.399999999999995
123936,251339,59120,24498,173232,180196,82917,219781,26751,6344,117393,46.97,31.13,31.479999999999997
206676,229313,248537,33432,135865,153342,204750,103010,127643,134952,85972,45.51,31.35,31.519999999999996
37704,229230,251587,89404,67920,68639,158879,254458,110036,171262,4727,47.1,32.4,31.599999999999998
183362,146263,251396,36849,175783,14884,66313,8796,34524,42248,44750,47.75,29.57,31.799999999999994
25132,118853,166481,60726,133237,240228,257809,185622,244876,8231,260708,39.42,27.87,28.88
64686,60941,187136,116574,19280,65740,21084,154989,59822,163620,207508,50.21,31.14,32.39999999999999
209769,163554,185990,94327,67268,179453,110891,73069,137937,196785,1264,45.39,29.36,30.2
39614,9305,100860,107145,42004,29143,134239,189731,23021,63141,26715,48.19,28.19,29.519999999999996
26154,5190,47647,196761,60693,27583,56977,6406,136507,175502,121740,51.38,31.18,31.799999999999997
118976,81192,140386,168233,99615,55692,179486,237649,199367,252475,55087,39.76,28.14,28.23999999999999
191084,211308,113700,111568,134087,5589,152325,155016,13430,231063,109580,46.86,29.62,30.71999999999999
243500,137642,152395,47507,241334,24585,173878,210411,125777,95992,5107,49.29,29.34,30.759999999999998
136107,251833,241552,31087,160041,96071,75911,180982,257824,244435,97576,52.67,29.95,30.959999999999994
80812,4995,229204,179650,108069,26518,27529,80195,52007,220361,203250,40.93,27.74,28.279999999999998
176310,216372,4121,212876,118337,15726,107655,167063,127366,121461,54590,43.83,30.14,31.599999999999998
233188,154335,160840,19343,1396,74543,6328,97754,80169,245175,189678,46.2,30.07,31.279999999999998
20066,57452,197914,128567,50425,30347,149829,97883,102703,187675,121431,50.79,30.2,30.599999999999998
36612,197546,90423,103558,232703,31910,66627,31921,32232,21105,161622,46.49,27.69,28.879999999999992
222840,87682,168032,102525,251571,55577,181574,27630,6466,162052,172794,47.5,30.88,31.399999999999995
123305,203741,11319,189665,185022,130534,76219,93738,251553,119809,37084,46.93,29.96,31.319999999999993
209380,98281,70501,126930,137967,226962,125189,188624,250268,190818,210855,44.68,31.01,31.399999999999995
109829,244332,129006,219153,178316,77794,103460,60719,40999,128133,156383,43.33,29.75,31.159999999999993
68001,143802,112106,182352,178032,183292,240800,22101,153590,190788,214395,44.51,28.08,29.32
150929,25152,18654,93338,46172,261553,142937,38404,211367,109253,235458,48.34,31.64,31.279999999999998
17521,209340,22583,238909,234750,178613,259165,212286,169890,9849,33689,42.84,29.54,30.519999999999992
255305,77694,102391,60738,185703,175828,232038,178546,86354,115040,45227,44.15,29.75,30.08
137362,75232,29378,40899,141791,258653,249020,253980,198122,111073,25206,48.56,31.14,31.079999999999995
86204,135397,65169,187528,134785,67439,44450,234591,41290,120832,248351,52.54,30.65,31.399999999999995
184347,61458,105949,229236,260868,93992,205210,200366,150323,191083,37949,46.76,29.58,30.559999999999995
122331,115653,188447,7703,212266,156018,100467,231163,193135,47297,102984,49.87,31.32,31.159999999999993
133738,14043,126473,71814,106145,66511,186242,191692,245542,108041,184914,50.96,31.32,31.799999999999994
169850,123862,94399,252176,143544,86698,186976,195457,239067,172617,21342,50.28,28.33,29.999999999999993
199651,214874,223365,190261,58982,139684,162856,49250,105571,213985,174842,45.45,29.71,29.839999999999996
100284,256176,230932,166417,239853,3042,82033,121778,137251,186535,237689,47.92,30.55,31.639999999999993
231531,122239,170415,46496,213927,24754,4492,105623,247261,56761,191224,42.1,30.55,29.96
149230,158975,101131,237325,56491,231913,254958,26334,102232,213810,146203,45.1,29.16,30.439999999999998
201064,210132,52307,71934,195099,241536,153676,152101,50199,128399,210813,50.26,29.18,30.639999999999993
160412,36142,2224,160516,177916,113874,126368,66503,134595,148398,45499,46.88,31.06,31.599999999999994
122444,186833,53738,254905,253435,199271,19090,91812,796,237417,127250,44.55,29.32,29.679999999999996
139766,219464,175397,172596,17155,197832,155074,127139,242466,176895,241762,44.09,27.17,28.319999999999993
87789,120404,69978,230037,131832,120670,7216,258758,20921,160821,197646,45.64,28.65,29.519999999999996
91130,45534,199130,196675,246026,205619,261548,106034,66923,176945,163874,46.83,29.13,30.519999999999992
206418,218480,226498,188629,35355,14176,42616,130936,100050,260124,121806,42.11,29.19,29.959999999999997
177124,77284,40854,2726,74096,146124,122524,253470,477,96065,8917,46.19,30.17,31.240000000000002
141033,222831,100225,147929,116077,53586,228194,177318,80853,130620,170148,46.13,31.11,31.55999999999999
34965,126821,180781,141182,186412,239783,79353,20110,67628,216103,82071,47.73,31.29,31.759999999999994
79736,87479,169425,248617,208624,81834,171287,168498,103013,135812,220385,43.22,29.78,29.79999999999999
241302,24365,133289,166019,55210,102531,156288,139058,222338,223069,39200,45.61,29.55,30.759999999999998
209155,132296,164846,23366,80761,10740,61056,248927,119940,147142,60846,53.67,30.18,31.559999999999995
137004,72741,16061,251069,29337,29351,177046,214595,206409,99408,224551,48.66,29.55,30.239999999999995
95578,56024,83464,93344,20286,87743,119899,95079,43646,130438,115869,41.77,28.74,29.079999999999995
227909,76542,120864,234506,35090,241629,188346,115866,259713,167672,56597,42.0,29.55,29.599999999999998
243700,71574,85518,41676,26097,232709,62348,122916,49688,197218,177857,53.11,31.43,31.919999999999998
221830,97986,48584,93348,36764,208430,35489,61124,70421,211952,144336,48.77,30.56,31.519999999999992
165912,99092,104925,211941,215880,196455,89719,73595,230314,188761,242725,45.73,29.96,30.479999999999997
156001,131755,152268,180874,191919,248717,84013,194657,104706,196871,187123,44.66,28.94,29.96
227884,184682,245254,165712,197534,254155,256657,187790,76442,139444,163181,47.85,31.11,31.96
166983,175808,19049,96320,80893,103593,126877,45816,67612,251058,236279,49.5,31.82,31.559999999999995
92799,115535,124946,22989,234242,242093,48876,82543,251833,99356,33306,44.12,27.9,29.119999999999997
253752,7347,27333,91954,43800,94155,20194,240554,230268,231524,191976,51.04,30.58,31.239999999999995
199638,170853,114406,2198,142261,83988,62067,216287,218504,155882,102212,45.3,28.41,29.919999999999995
141858,74620,122918,167197,236113,39473,94325,82929,52986,242791,130666,44.17,28.74,29.359999999999992
24915,254467,37276,205489,53567,86856,65792,37058,110204,94479,65582,51.31,30.21,30.999999999999996
23367,89834,49156,64613,185424,62937,190850,160066,12282,88200,246440,46.25,28.35,29.439999999999998
97724,169862,201278,160288,16171,226045,37759,46523,223038,16531,112663,46.24,29.57,29.479999999999997
116287,204158,71280,34811,84142,137098,151202,221609,30517,88615,169921,46.5,29.82,31.519999999999992
201373,186277,160006,250972,103435,59704,261449,14192,102839,200953,124202,45.18,30.02,30.799999999999997
128408,162394,228424,83057,142771,219582,162930,156640,23736,154140,133805,45.97,30.27,30.479999999999997
141187,174241,258194,129947,259242,105197,220408,181285,119164,44407,107948,48.06,29.25,30.479999999999997
101186,137564,118658,12099,230385,28378,118313,260900,155016,33609,31051,47.45,30.3,31.559999999999995
245729,241515,178186,131073,239885,45899,20273,102922,80166,119981,209171,43.96,27.86,28.16
