n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
978,883,970,869,57,93,86,24.05,22.27,21.24584905834906
369,855,173,753,828,685,874,16.18,15.13,15.025947616717515
315,257,620,217,621,36,595,21.46,19.78,19.484036185011963
697,162,441,653,402,822,740,16.07,15.01,13.889514699897052
880,521,972,380,557,958,455,21.1,16.68,17.687988960930138
514,274,922,36,891,28,372,19.64,14.08,14.12578205128205
476,954,326,929,389,433,913,15.73,12.81,13.119065275682924
905,538,168,573,181,241,236,15.62,13.07,12.834410208527856
24,180,332,177,139,522,522,25.25,21.57,22.313007315397023
368,526,690,573,186,915,456,14.49,13.03,12.708986928104574
815,424,752,537,928,930,781,18.33,14.7,14.983910323064734
372,808,607,362,370,879,984,14.37,12.84,12.350042091142871
456,165,977,772,409,732,756,18.12,15.02,14.589043401651534
472,670,543,255,501,285,947,22.09,18.73,19.910702118143295
510,512,527,851,815,362,677,15.97,14.0,13.729970469345469
904,465,921,924,472,359,581,17.1,15.91,15.498697658550599
743,942,570,741,467,498,674,15.29,12.43,13.06803872053872
227,963,332,834,716,855,170,17.23,16.31,15.25735359139771
897,929,631,274,791,933,491,15.91,11.51,11.610065721315722
316,310,980,818,723,851,516,14.01,12.14,12.145354969104968
575,530,519,667,630,602,416,16.82,10.37,11.55332455486651
319,748,212,500,524,375,956,15.8,11.94,12.716523245273246
700,638,903,77,803,840,349,17.69,16.03,15.714199689199688
743,8,929,834,195,762,108,35.1,28.9,29.41132030279089
60,588,668,50,279,605,232,18.99,17.01,16.508698338698338
698,896,937,108,772,534,139,17.24,15.18,15.970592162467163
874,272,250,844,215,966,901,14.64,13.87,12.933897178529532
61,433,919,734,777,32,58,31.87,31.01,31.15047126116547
371,368,176,255,688,24,84,30.93,30.09,29.693300314193046
117,977,69,25,41,746,940,21.83,18.58,17.48316689410807
21,382,261,130,832,958,160,28.25,27.3,26.895982065048244
752,188,535,708,1,394,603,25.15,20.32,21.040295358236534
44,813,253,155,994,37,4,37.25,35.54,35.79295667839786
352,960,630,642,760,765,115,19.29,16.46,16.20446234974176
292,345,500,31,315,459,564,26.95,24.51,25.394286057144186
784,619,757,46,923,270,773,15.72,11.64,12.413152828652827
411,883,636,722,157,484,981,16.83,13.39,13.472817427670368
230,95,676,703,323,858,104,24.32,21.85,20.007138437942935
24,458,807,895,970,130,530,23.14,18.09,18.21190203859322
598,799,402,498,527,335,147,22.44,20.22,20.457663299663295
895,982,349,265,268,620,993,16.39,15.1,14.674794233064128
429,668,18,716,571,982,143,21.57,18.1,18.270531695972874
686,58,259,34,134,165,174,20.83,20.74,20.423288806301347
98,464,650,237,520,938,725,15.0,14.42,13.624461873638344
956,32,252,238,731,455,75,29.8,28.29,27.592413112006543
256,82,605,233,639,810,819,15.57,13.38,13.630222059114791
638,726,368,262,700,433,285,18.71,14.95,15.680233585858588
538,768,4,154,36,393,418,31.4,27.16,27.133904975471154
164,113,524,741,89,246,104,20.39,16.3,17.758875583566763
102,20,186,768,237,107,222,16.36,14.96,15.731196129578484
25,533,685,475,464,317,548,18.7,14.6,15.71596445717553
657,389,217,701,928,778,986,20.92,19.75,19.71706552706553
215,746,825,444,435,523,21,22.24,21.88,22.400542477674833
595,605,52,902,428,951,537,20.61,15.3,15.657455170102228
595,185,942,96,679,821,491,15.21,14.16,14.68432498057498
374,19,531,983,943,121,625,16.35,14.98,14.510567210567212
375,296,706,954,381,315,19,19.94,15.52,16.617220075195853
895,701,422,103,107,313,203,17.04,13.27,13.260775613275614
860,793,688,845,16,831,462,33.66,31.2,30.479992229992227
61,420,652,497,474,213,910,25.23,22.61,22.637270427893263
602,628,75,5,291,24,381,69.73,65.42,64.95475638876373
313,957,740,78,224,773,502,18.3,16.01,16.79116274928775
196,118,585,382,401,733,474,17.57,16.61,16.93969642557878
143,771,353,404,908,124,260,21.8,19.84,19.785169922669922
124,125,82,631,870,342,656,19.92,18.18,17.836466039407217
400,982,217,709,107,25,633,22.82,19.26,19.636886612362392
674,481,795,44,740,722,509,20.07,17.78,17.531853794353793
297,366,982,468,144,817,383,20.05,18.13,17.83751096398155
275,495,538,886,489,736,977,14.99,13.12,12.691418771859947
745,823,429,954,503,856,696,16.1,12.6,12.896206293706294
303,404,237,160,500,610,265,21.6,19.53,19.864789530730707
561,437,712,695,715,940,86,21.42,18.81,18.92324595774596
599,745,837,589,98,72,364,18.99,17.5,17.4011105245517
180,558,150,825,426,919,68,19.8,19.71,18.364615705645114
817,88,933,916,697,829,663,16.91,12.96,13.787653068128847
38,131,997,303,399,237,725,12.71,14.0,12.59463196389667
686,906,697,337,449,176,536,18.54,16.19,15.41204142807084
293,114,159,553,972,992,773,16.59,15.61,14.523609636550812
433,98,336,528,254,732,526,17.12,14.89,15.812243323125678
263,173,916,161,472,970,720,19.72,19.05,18.818416882201483
240,413,895,367,801,782,587,14.91,12.77,13.21924023280641
746,148,477,451,736,30,829,17.68,15.43,16.565795038295036
609,392,902,754,184,402,522,14.77,13.41,13.18992237501061
54,494,280,414,259,727,748,26.99,24.4,23.455453768453765
959,422,722,663,483,368,985,18.49,15.08,14.930377843353623
560,338,730,763,933,674,83,13.67,13.18,13.20608003108003
779,839,872,743,230,545,636,16.31,15.0,14.623303615838218
192,412,835,682,391,902,650,14.75,13.81,14.03027855586679
936,11,320,475,536,728,928,17.26,17.69,16.38589257964258
904,477,665,181,835,96,17,16.76,16.14,15.394412005478182
412,965,221,746,582,620,395,17.71,14.18,14.827704610204611
927,220,905,995,102,399,835,20.52,17.09,15.956321195144724
571,785,820,204,280,762,943,17.52,16.29,16.106566304066302
600,594,196,501,823,626,141,17.4,15.41,15.96047720797721
8,627,694,444,493,259,525,36.07,34.36,32.55720469617528
579,177,478,729,209,995,989,18.71,17.41,16.94832806082806
778,74,358,3,927,497,545,24.55,21.03,21.101014795389798
857,685,674,67,772,605,496,24.63,21.98,21.42457948865821
947,690,944,342,470,273,898,16.52,13.38,13.591997637438814
514,471,28,81,628,772,355,19.14,15.76,16.264080176359588
