n0,monte_carlo,monte_carlo_max_hop,two_hop
474,7.37,2.66,2.714933026928328
627,4.98,1.95,1.8790552997498748
382,3.57,2.06,1.9757693738060143
273,7.36,2.43,2.645569840741698
141,6.87,2.43,2.17700030935206
190,10.66,3.67,3.8383022662990482
887,6.43,1.89,2.0282354085862955
692,9.89,2.08,2.2255371464134908
6,30.6,9.49,9.238620658159343
346,7.74,2.57,2.492018996098581
514,12.42,2.96,2.870233197548407
474,10.23,2.68,2.714933026928328
919,2.12,1.75,1.9641389080122742
619,8.87,2.45,2.5798569622040586
82,12.47,3.77,3.6478891261769277
342,6.97,2.35,2.3778245209695057
567,3.97,2.08,2.2006252071440633
958,6.12,2.03,2.0745006819767386
631,6.7,3.21,2.855365824521291
716,5.37,2.13,1.7725606850660114
41,9.53,3.84,3.8828480599882447
745,6.2,1.72,1.789848799269711
388,4.9,2.21,1.9924016712214614
173,7.48,3.23,2.835306169939506
720,3.84,2.47,2.6122513821196107
968,6.05,2.01,1.8812990764358046
462,12.66,2.61,2.4142870971552792
974,3.24,2.13,1.9073653890562448
742,6.58,2.17,2.005784695873343
432,6.83,2.44,2.455180522252553
160,8.75,2.75,2.675147584868642
172,20.41,4.59,4.6034977634499405
243,11.11,3.44,3.5853080511410726
52,20.84,4.61,4.609735789589088
113,15.85,4.18,4.499878213773537
135,13.77,3.66,3.6985406841035093
518,9.97,2.56,2.4731458089650253
892,5.35,2.0,1.8039060971913734
946,5.74,1.88,1.8426838710364737
604,5.26,2.02,2.01980204868299
64,23.53,7.31,7.026166670946127
792,5.34,2.19,2.1390664390779452
704,11.23,2.41,2.316811133938212
392,9.32,2.55,2.358427555084839
808,4.89,2.15,2.1666068418321967
764,7.9,1.86,1.9972999177712418
908,4.53,1.88,1.9063088131549195
104,16.17,5.36,5.337954722756043
941,3.58,2.02,1.8633168327417837
298,6.95,1.95,2.015491774704727
209,11.21,3.91,3.8884956230759196
690,11.05,1.97,2.2751136237489513
229,10.67,2.69,2.7414560507244126
743,8.66,2.13,2.10224711559163
812,6.05,2.17,1.8906159284086592
431,5.3,2.8,2.7629833735329257
910,3.72,2.37,2.131578260494803
89,17.34,4.82,4.465597080242339
791,6.58,2.28,2.2416702028321427
273,10.58,3.09,2.645569840741698
933,7.8,1.91,1.9231020544935122
214,13.27,4.0,4.265993392473426
406,14.15,3.54,3.4423348125386357
287,10.7,3.16,3.372854258505555
349,10.0,3.06,3.094123424979002
828,6.59,1.95,1.7737601458410432
44,26.61,6.1,6.209864556515669
204,6.78,3.04,3.06712353703694
725,5.33,1.65,1.7433348144017635
907,3.78,1.87,1.9180842870721375
5,42.16,9.99,10.38428639057223
900,6.35,1.81,1.8674232144570269
421,15.2,2.97,3.077273798039009
56,36.7,7.13,7.348024053374878
917,7.72,1.88,1.8804362059452486
387,6.49,2.41,2.4646824290264218
866,6.97,2.32,2.114493786459424
503,11.31,2.49,2.6121049475934512
142,9.33,3.33,3.5178768039839596
24,30.58,6.72,6.5681070380015125
242,3.63,2.12,2.2844305056316965
434,3.61,2.71,2.167420710163372
753,4.69,1.67,1.8751636724685
928,3.48,1.86,1.96436625221568
871,5.26,1.99,2.042006867226641
114,10.8,2.87,2.855432517322897
987,13.08,2.11,2.022659971341093
611,4.45,2.39,2.0813525413153653
3,41.77,9.86,10.21484331547025
124,14.14,4.56,4.755955353188191
782,6.35,2.01,2.163652910605227
592,6.45,1.96,2.1870144352448007
202,12.1,3.15,3.122425500411092
916,4.67,2.16,1.883915049016401
872,4.32,2.0,2.0749097962526735
207,9.54,3.48,3.556178491447469
338,8.68,3.24,2.7577407537286898
8,52.19,13.05,13.683674284302462
913,5.52,1.86,1.9528163618177168
85,17.62,4.54,4.424383856243141
