generation number, individual number, fitness, candidate
0, 0, 217.4, [1549, 3614, 4967, 5189, 996, 457, 2658, 11, 766, 722, 1133, 5524, 2485, 2328, 1608, 2871, 4310, 3032, 3352, 1166, 1098, 5800, 600, 3642, 312, 36, 3641, 2237, 1374, 2565, 2967, 3453, 2651, 6, 5796, 813, 4632, 2688, 311, 5697]
0, 1, 210.47, [1374, 1922, 173, 3352, 737, 1972, 319, 457, 3641, 993, 2326, 1151, 5079, 600, 312, 6, 3453, 5800, 826, 1098, 1166, 3642, 3456, 4967, 5531, 1496, 988, 2688, 2256, 4310, 11, 2972, 2565, 3447, 996, 2237, 5802, 87, 813, 2485]
1, 0, 223.21, [1549, 3614, 4967, 457, 3447, 996, 722, 988, 766, 2658, 2651, 1133, 2688, 2565, 6, 11, 1166, 5524, 2485, 1608, 2967, 4310, 3032, 2328, 2871, 4632, 3352, 1098, 36, 5796, 5800, 813, 3453, 312, 1374, 3642, 3641, 311, 2237, 5697]
1, 1, 217.4, [1549, 3614, 4967, 5189, 996, 457, 2658, 11, 766, 722, 1133, 5524, 2485, 2328, 1608, 2871, 4310, 3032, 3352, 1166, 1098, 5800, 600, 3642, 312, 36, 3641, 2237, 1374, 2565, 2967, 3453, 2651, 6, 5796, 813, 4632, 2688, 311, 5697]
2, 0, 223.21, [1549, 3614, 4967, 457, 3447, 996, 722, 988, 766, 2658, 2651, 1133, 2688, 2565, 6, 11, 1166, 5524, 2485, 1608, 2967, 4310, 3032, 2328, 2871, 4632, 3352, 1098, 36, 5796, 5800, 813, 3453, 312, 1374, 3642, 3641, 311, 2237, 5697]
2, 1, 220.58, [1549, 3614, 4967, 3787, 3447, 457, 2658, 5531, 766, 722, 988, 5179, 2688, 1133, 2565, 2651, 6, 11, 1166, 5524, 2967, 3352, 4632, 2328, 36, 5796, 2485, 4310, 3032, 1608, 5800, 813, 2871, 1319, 311, 3641, 3642, 1098, 2237, 1374]
3, 0, 224.78, [1549, 24, 4967, 784, 3447, 457, 5802, 996, 766, 306, 2688, 988, 2565, 1133, 2658, 6, 11, 2651, 1166, 5524, 2967, 4632, 2328, 36, 5796, 5800, 2485, 4045, 1608, 4310, 3032, 312, 3641, 3453, 3642, 311, 2237, 5697, 1098, 1374]
3, 1, 223.21, [1549, 3614, 4967, 457, 3447, 996, 722, 988, 766, 2658, 2651, 1133, 2688, 2565, 6, 11, 1166, 5524, 2485, 1608, 2967, 4310, 3032, 2328, 2871, 4632, 3352, 1098, 36, 5796, 5800, 813, 3453, 312, 1374, 3642, 3641, 311, 2237, 5697]
4, 0, 224.78, [1549, 24, 4967, 784, 3447, 457, 5802, 996, 766, 306, 2688, 988, 2565, 1133, 2658, 6, 11, 2651, 1166, 5524, 2967, 4632, 2328, 36, 5796, 5800, 2485, 4045, 1608, 4310, 3032, 312, 3641, 3453, 3642, 311, 2237, 5697, 1098, 1374]
4, 1, 215.18, [1549, 24, 4967, 825, 3447, 2688, 784, 5079, 766, 5802, 996, 826, 2565, 306, 6, 1133, 988, 11, 1166, 2658, 5524, 2328, 4632, 36, 2651, 5796, 5800, 2485, 312, 3641, 3642, 2237, 5697, 813, 3453, 1098, 4045, 4310, 3032, 1374]
