n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
33481,46993,69473,3801,61030,32643,6796,20558,14838,48731,61481,32318,49906,71271,13365,10342.2,85.83,80.47999999999998
75227,32680,1718,28407,53497,36632,23865,51044,20919,9428,18188,58305,16606,17333,232,10332.67,181.95,184.86000000000013
696,27453,28243,21739,21821,37919,41110,26068,70677,26840,23811,25805,50229,39162,2827,10330.98,181.12,190.06999999999948
47341,54382,21752,19097,34578,8537,43496,39499,443,44288,8653,40626,46576,40116,63012,10334.29,165.38,177.91000000000017
41391,24218,63074,61936,23084,7471,33578,2997,46877,52991,2368,71967,54896,47996,49330,10314.31,79.64,81.43000000000005
75827,1189,59352,6124,23713,25758,15600,32255,60582,45138,67173,46503,68773,32885,60666,10322.61,138.12,145.17999999999958
14162,48142,38779,4801,56751,11951,27326,44661,67224,47530,19424,44559,36133,71453,12068,10335.61,89.72,95.49000000000005
40953,41523,40130,23262,10249,19512,40541,63411,21171,6363,10611,69930,53200,4171,31108,10342.25,60.11,62.80000000000005
45066,32795,59724,55280,19087,7301,4288,64692,43802,27139,17114,73930,17403,54240,13976,10333.19,161.23,170.41999999999945
22127,56958,48889,19561,7703,55134,38641,18507,59395,22189,68445,59446,63983,41641,62789,4243.03,19.03,19.03
35918,38144,61614,52925,19202,14753,49414,69697,23513,65447,44365,23608,11683,64469,35692,9314.42,31.02,29.639999999999993
67525,71840,65906,47359,8271,46622,4498,40068,47635,73310,36811,63659,34715,38515,44574,10347.57,84.71,89.06000000000004
23415,1517,62167,71695,32858,42717,35872,60678,37857,65581,46736,45597,35897,45296,53538,10333.84,83.08,84.87
45881,22606,58954,47746,43822,67913,18593,69381,21780,26037,47451,62552,37074,10333,54608,9926.97,45.05,47.43000000000006
22521,67692,55154,39671,72510,35481,3620,25637,20974,57811,23690,28709,23662,5486,61811,10331.37,106.68,102.19999999999935
29654,21724,7096,17501,14526,41595,23795,63263,25344,71869,4673,54459,60991,46019,49846,9392.88,31.53,32.71999999999998
9434,26786,31175,49022,86,45943,53133,36507,53745,15083,71728,49005,4726,72080,39502,10308.45,216.91,222.91000000000017
12428,38703,71463,67193,44482,38429,46087,16929,54932,53640,73914,70567,48423,61272,18626,5584.4,21.43,21.039999999999996
20548,50167,73906,62525,26103,17430,11905,46021,124,50050,14145,42734,74162,70703,18441,10329.45,169.23,174.72999999999945
42656,73963,49263,56256,56581,29666,64672,38206,62858,49778,50317,20844,34055,39426,65051,7127.72,25.67,25.259999999999994
32908,54459,2578,41831,40303,64455,37538,18781,62512,3116,15975,58126,32178,38417,5239,9826.73,50.53,51.11000000000007
17883,51431,1730,62953,69804,73441,35885,31912,62164,4818,32199,64240,35086,20285,37451,10317.97,78.48,81.68000000000002
38428,64522,62210,67924,15489,2119,16519,39412,37007,69926,44056,38905,69450,3488,60861,10330.26,112.41,117.01000000000003
45844,47322,17364,4774,371,33085,72512,59718,14103,71511,25058,1908,56317,56063,75450,10335.7,257.58,274.3799999999996
63160,50524,62353,51362,25751,38856,60959,8657,39800,422,56730,37533,61924,40756,18701,10338.0,172.03,176.94000000000017
21685,62706,71971,65232,43350,70509,20123,55779,70963,6364,8967,30149,35023,11166,8246,9194.62,42.61,40.01000000000002
3349,43653,56273,9005,53118,63791,6408,16171,16037,28735,14569,17645,38337,57405,19625,10113.6,51.13,51.18999999999999
23997,24285,54255,21126,8811,27936,5709,72811,14183,49702,9437,36683,7544,74855,75399,9923.4,60.01,57.68000000000004
15512,52236,17607,1306,56579,11984,41231,64152,64170,46321,49046,7307,18118,38630,19806,10333.04,146.41,149.43000000000015
74533,66301,38041,72730,72074,28913,34504,8281,72309,30884,33317,37151,67763,17534,30725,9019.11,44.62,45.340000000000046
48655,59419,50974,23503,17194,2449,44774,11173,75133,4711,11950,16356,66383,59441,31271,10234.06,55.58,57.07999999999996
51098,60638,62975,42373,14099,69560,3861,71054,50412,7033,19765,56273,29240,15214,10980,10336.02,109.62,115.21999999999947
64414,27721,18319,49265,46438,30804,37984,43681,45701,50560,49563,17881,46964,38785,56805,7652.63,25.09,24.760000000000005
47476,67828,4764,75138,28164,23663,51840,8294,12713,4863,4347,24424,26529,25637,5171,10329.19,139.27,138.69000000000014
64229,63044,45680,57,55966,61628,39393,56183,42370,61023,60541,13074,25113,20273,20845,10319.91,310.41,356.4700000000002
9331,49104,50548,61559,19937,72360,33301,14448,36363,21173,37624,30823,4345,63181,4206,10327.72,217.34,219.05999999999977
45127,48361,41427,7719,2849,59855,61830,20443,15455,42505,38155,59490,31450,21394,4395,10325.01,114.19,124.02000000000001
26348,3267,75329,30208,10250,52569,47743,40873,24179,61346,47377,37112,8765,61346,21411,10120.79,71.63,75.79999999999953
31527,23022,27363,5756,56445,35482,822,60544,7977,59380,53761,22250,5891,4360,71882,10329.32,90.3,93.01000000000013
68018,74081,45876,12296,9334,31063,64377,12051,61769,7046,31911,6613,65197,52077,7882,10198.57,79.97,76.02000000000007
6278,33479,53408,58441,40101,6729,4928,25493,23512,66667,52737,24649,69639,30634,11057,10328.86,126.2,128.26000000000013
41141,14153,11379,71032,21225,9879,28103,2281,57830,70730,46873,63771,55467,74897,49365,10019.65,41.05,47.52000000000004
68461,17398,1619,40319,58856,29356,72674,15163,18181,40857,63336,11486,34534,52769,41009,10333.73,105.19,110.32000000000008
17389,17014,70354,10745,61814,32092,11052,56184,75626,32163,36153,8053,64573,32607,6295,6507.74,47.61,49.05999999999945
26195,37488,48989,12914,9420,55125,41147,49789,72887,9,37474,17241,75330,3711,57957,10328.25,91.0,93.90000000000002
18805,2452,6186,56045,35087,13964,50122,73653,17071,42110,8641,40166,22198,18000,34418,10329.7,126.58,122.10000000000015
65237,42364,37423,4461,8326,71092,73036,3655,3600,15946,6636,17054,46812,57141,33838,10325.91,288.14,309.00000000000006
2178,30290,69132,56217,16426,47501,26369,43302,46955,1631,21403,21386,12490,35148,69509,10329.16,211.44,217.6699999999995
