n_nodes,influence,n0,n1,n2,n3,n4
5,1000.0000,2,74,782,272,244
5,1000.0000,782,452,961,512,566
5,1000.0000,512,961,452,782,166
5,1000.0000,2,244,456,782,272
5,1000.0000,2,244,456,785,566
5,1000.0000,512,961,452,785,566
5,1000.0000,782,452,961,512,566
5,1000.0000,65,255,118,512,272
5,1000.0000,785,2,712,456,566
5,1000.0000,512,961,452,782,272
5,1000.0000,65,255,118,512,272
5,1000.0000,65,255,118,512,272
5,1000.0000,512,961,452,782,823
5,1000.0000,785,2,712,456,566
5,1000.0000,785,2,712,456,566
5,1000.0000,2,712,817,785,566
