n_nodes,influence,n0,n1,n2,n3,n4
5,1000.0000,143,849,290,955,798
5,1000.0000,578,143,310,633,93
5,1000.0000,578,773,93,633,310
5,1000.0000,992,773,93,633,798
5,1000.0000,578,546,722,818,608
5,1000.0000,578,773,798,722,391
5,1000.0000,955,143,849,310,798
5,1000.0000,955,143,849,310,798
5,1000.0000,578,546,722,818,608
5,1000.0000,576,143,310,633,93
5,1000.0000,578,773,798,849,310
5,1000.0000,578,773,798,849,310
5,1000.0000,992,773,93,633,310
5,1000.0000,992,773,93,633,310
5,1000.0000,992,773,143,722,818
5,1000.0000,143,773,93,633,310
