n0,monte_carlo,monte_carlo_max_hop,two_hop
121374,4.1,2.72,2.7999999999999994
160750,4.55,2.58,2.5599999999999996
97861,4.97,3.18,2.8799999999999994
70027,5.29,2.9,2.8799999999999994
36317,4.64,2.79,2.8399999999999994
48796,4.74,2.86,2.8799999999999994
227163,3.6,2.46,2.7999999999999994
177378,3.95,2.99,2.84
1686,3.97,2.56,2.8399999999999994
88690,4.42,2.79,2.9199999999999995
131801,3.57,2.86,2.9199999999999995
121561,4.06,2.91,2.8399999999999994
235483,4.12,2.81,2.8799999999999994
158518,4.29,2.71,2.76
21185,4.32,2.76,2.8799999999999994
87562,3.14,2.83,2.8399999999999994
145298,3.1,2.65,2.7999999999999994
245467,3.96,2.52,2.7999999999999994
161651,5.21,2.89,2.9599999999999995
183526,5.06,2.73,2.8399999999999994
10720,3.53,2.44,2.6399999999999997
190891,3.78,2.61,2.9199999999999995
99357,4.02,3.12,2.8799999999999994
44410,7.22,2.84,2.9599999999999995
184413,4.2,2.53,2.8399999999999994
248044,3.07,2.47,2.76
118494,3.55,2.83,2.9199999999999995
249370,4.89,2.67,2.8799999999999994
190071,5.38,2.99,2.88
110778,4.06,3.04,2.8399999999999994
41197,6.32,2.88,2.7999999999999994
44152,6.28,2.73,2.8799999999999994
62393,1.0,1.0,1
13456,5.63,3.32,2.9199999999999995
29084,6.88,3.05,2.8799999999999994
34714,3.5,2.67,2.7999999999999994
132715,4.61,2.89,2.8399999999999994
228517,4.02,2.59,2.9599999999999995
242176,4.9,2.88,2.8399999999999994
259780,4.34,2.58,2.8799999999999994
154777,3.58,2.94,2.7999999999999994
16600,3.59,2.75,2.8799999999999994
202954,4.63,2.6,2.9599999999999995
180470,5.13,3.01,2.8799999999999994
100575,5.25,2.67,2.8399999999999994
206987,3.87,3.08,2.9199999999999995
195584,4.0,2.73,2.8799999999999994
232590,3.0,2.82,2.7999999999999994
26652,5.46,2.7,2.8799999999999994
240898,3.91,2.68,2.8799999999999994
76330,3.08,2.84,2.7999999999999994
53729,3.33,2.7,2.7999999999999994
176746,5.03,2.91,2.8799999999999994
58799,3.63,2.56,2.6799999999999997
190239,4.56,3.08,2.9199999999999995
207879,5.16,2.79,2.9199999999999995
110560,4.64,2.47,2.8799999999999994
233197,4.62,2.95,2.9599999999999995
22993,6.48,3.01,2.9999999999999996
202527,4.04,2.89,2.8399999999999994
69922,3.44,2.86,2.9599999999999995
238912,2.1,2.08,1.96
55021,4.82,2.74,2.8
103951,4.02,2.75,2.8799999999999994
73710,4.81,2.92,2.76
89564,4.49,2.58,2.8799999999999994
212208,5.65,2.82,2.88
11323,3.98,2.81,2.9599999999999995
52293,3.3,2.78,2.9199999999999995
185807,4.08,3.26,2.9199999999999995
232364,4.02,2.58,2.36
1381,5.38,2.86,2.8799999999999994
230522,4.39,2.97,2.9199999999999995
107790,5.08,3.11,2.9199999999999995
14362,4.28,2.75,2.8399999999999994
234831,4.34,2.43,2.7999999999999994
99304,4.12,2.67,2.7999999999999994
221723,4.94,2.62,2.7199999999999998
128899,4.4,2.85,2.9599999999999995
36475,4.39,3.03,2.8399999999999994
6155,3.5,2.88,2.8399999999999994
62058,4.32,2.92,2.8399999999999994
111339,5.08,2.59,2.8399999999999994
192999,4.55,2.6,2.8799999999999994
237610,4.61,2.91,2.8399999999999994
223014,3.63,2.59,2.8799999999999994
29372,4.54,2.69,2.9999999999999996
252710,4.74,2.74,2.9599999999999995
156459,3.65,2.57,2.9599999999999995
1015,5.01,3.31,2.9599999999999995
31780,4.79,3.05,2.9199999999999995
200373,4.94,3.01,2.9599999999999995
151702,4.92,2.83,2.8799999999999994
51818,5.79,2.95,2.88
234698,5.34,3.14,2.9999999999999996
223398,3.73,2.61,2.7999999999999994
53229,3.88,2.8,2.8799999999999994
86564,1.0,1.0,1
2163,4.82,3.18,2.9599999999999995
233957,3.6,2.77,2.8799999999999994
