n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
163289,66963,194455,93987,208455,180996,247057,220597,193959,170926,241781,138946,7603,220292,122060,25.22,24.72,24.610000000000003
203412,247295,65287,170124,13593,236165,41117,29676,97463,122963,227657,64637,99813,142543,26731,26.81,25.67,25.77000000000001
150455,65360,3437,191675,56814,106994,73264,47730,240214,227399,200730,102088,41839,199734,208967,27.69,25.93,25.800000000000008
18856,36377,161985,161861,116611,33213,34666,465,254892,228433,1392,54907,202792,56487,251691,25.65,24.74,24.73000000000001
257535,43478,228696,43642,75839,82221,252045,52137,141354,229669,177689,164031,53681,47623,246671,25.86,24.9,24.680000000000014
253901,181047,51610,253379,252994,234289,100459,78325,5654,94683,108765,43504,245312,38194,69156,27.01,24.06,24.500000000000007
17075,86993,78999,214276,158101,153653,886,156232,177716,185513,88577,17307,81253,93153,214569,26.95,25.03,24.910000000000004
80232,126024,182562,82783,48437,126148,123873,184724,46168,14942,67156,255616,246156,5994,248832,26.72,25.03,25.200000000000006
196554,93754,221480,105983,4736,143934,206500,109793,95993,98661,151655,220524,2379,118704,12249,25.91,24.36,24.78000000000001
185534,47426,163502,250394,250188,51516,31200,198111,64510,243703,214825,246951,121164,90277,134347,27.16,25.44,25.370000000000008
93006,234018,137547,65770,203319,121333,28325,154602,196188,204731,208988,96284,225363,77558,9602,27.46,25.49,25.290000000000003
113502,247935,256466,23902,54652,89323,134448,160124,95060,240671,38848,89118,72266,242272,184184,26.12,23.75,24.160000000000004
142906,24136,81906,179821,83047,80260,46524,209393,20498,164313,39024,189041,180662,81082,261285,25.77,25.28,25.040000000000003
126823,42343,188777,12727,21222,258657,157456,139861,242117,106401,8343,62216,194132,155703,90133,26.92,24.79,25.09000000000001
216608,65590,119449,170646,110561,38175,14603,256652,240142,167332,8577,210151,129384,87604,219789,26.4,26.39,25.550000000000004
