n_nodes,influence,n0,n1,n2,n3,n4
5,1000.0000,520,967,296,436,346
5,1000.0000,528,967,296,820,346
5,1000.0000,260,967,296,820,346
5,1000.0000,520,645,390,274,691
5,1000.0000,98,69,296,52,436
5,1000.0000,98,645,241,858,957
5,1000.0000,98,967,296,820,346
5,1000.0000,98,967,975,531,878
5,1000.0000,967,723,346,820,634
5,1000.0000,528,967,390,108,531
5,1000.0000,118,645,296,820,346
5,1000.0000,260,645,390,52,502
5,1000.0000,98,967,296,531,878
5,1000.0000,210,645,390,108,531
5,1000.0000,332,967,207,52,436
5,1000.0000,98,69,296,701,436
5,1000.0000,260,645,390,52,401
5,1000.0000,974,645,390,746,108
5,1000.0000,462,878,741,108,746
5,1000.0000,259,645,390,207,861
5,1000.0000,967,332,207,583,701
5,1000.0000,184,790,296,944,117
5,1000.0000,259,759,912,596,873
5,1000.0000,260,645,390,52,436
5,1000.0000,98,967,984,274,691
5,1000.0000,98,967,83,52,984
5,1000.0000,98,967,296,462,207
5,1000.0000,260,425,623,207,541
5,1000.0000,98,967,873,765,346
5,1000.0000,523,332,145,820,596
5,1000.0000,582,878,335,820,441
5,1000.0000,66,242,436,52,184
5,1000.0000,824,52,346,315,541
5,1000.0000,98,967,390,531,878
5,1000.0000,260,645,390,52,61
5,1000.0000,165,839,390,878,531
5,1000.0000,260,300,617,462,349
5,1000.0000,98,967,296,52,691
5,1000.0000,98,69,912,274,502
5,1000.0000,260,427,241,596,873
5,1000.0000,184,645,390,52,61
5,1000.0000,678,69,296,436,346
5,1000.0000,387,300,390,878,531
5,1000.0000,260,592,296,820,346
5,1000.0000,387,645,912,596,873
5,1000.0000,260,592,296,820,346
5,1000.0000,98,94,436,52,984
5,1000.0000,98,878,207,52,502
5,1000.0000,98,967,296,462,861
5,1000.0000,520,967,296,596,436
5,1000.0000,184,260,645,820,346
5,1000.0000,184,427,241,596,873
5,1000.0000,184,66,878,52,436
5,1000.0000,528,967,296,820,346
5,1000.0000,520,967,296,436,346
5,1000.0000,520,967,296,820,346
5,1000.0000,260,645,390,274,691
5,1000.0000,98,69,296,52,436
5,1000.0000,98,645,241,858,957
5,1000.0000,98,967,975,820,346
5,1000.0000,98,967,296,531,878
5,1000.0000,634,967,296,820,346
5,1000.0000,520,967,296,820,346
5,1000.0000,118,645,390,108,531
