n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
1933,2484,845,5908,3244,3922,1269,738,544,162,3289,4500,2370,6557,6268,2020.17,322.56,377.9200000000002
482,1818,4262,4396,2951,2266,6387,1414,6773,869,2144,1756,210,6790,5248,2023.66,554.38,784.0800000000004
6608,2132,6557,2226,1584,1350,2538,2372,5136,7105,5995,7001,6951,3050,710,2020.43,546.16,743.3600000000004
6920,4963,2764,5502,3177,4144,2038,1456,2026,3879,2293,731,6700,7090,4486,2022.63,187.36,202.68000000000026
6885,2459,59,2391,4688,5774,2553,6947,6268,4164,1598,3391,3471,4906,2360,2017.47,507.83,698.0400000000003
3531,3697,1321,1910,2499,2127,6656,6532,354,664,379,3790,5131,2297,4250,2019.76,259.49,314.8800000000002
4379,5308,3860,5741,2808,1188,5519,1602,544,3381,1660,5202,5182,3613,2263,2018.77,236.99,273.8800000000002
1504,2914,3571,6118,4823,2626,5197,4575,1627,2650,827,6876,504,5801,1874,2020.56,191.25,206.52000000000018
2273,6268,4769,5041,7062,1944,1000,2712,1454,2383,3760,210,350,2925,5712,2020.78,623.86,857.8800000000003
676,2340,6020,5531,2679,148,2644,2367,2635,1252,6350,5340,3362,7056,5083,2018.82,238.65,276.8800000000001
5570,6700,636,2403,5060,1568,3638,2392,1117,2048,3126,4905,1301,2714,4694,2023.1,406.67,482.119999999999
76,2976,366,3725,1389,2991,6420,6589,2971,2378,4681,795,3598,1697,3473,2019.84,416.07,499.44000000000057
1703,930,486,509,452,6038,1381,4878,5544,1225,4968,334,4474,4019,4773,2017.14,383.47,457.9199999999995
2040,2633,291,1001,6839,4335,2399,6338,3353,5338,1640,3913,1652,1981,3594,2015.85,322.76,373.0399999999999
3363,4029,302,1794,3450,3633,2036,5303,3504,6807,1767,4084,1537,259,301,2017.19,234.35,257.4400000000004
2083,2075,1985,4306,1704,6326,1896,3417,2143,1160,2662,420,2576,4631,957,2017.24,416.85,506.8399999999997
4667,3301,5349,5357,6478,5876,6100,331,4049,3174,761,3523,1727,4688,1355,2021.11,583.27,856.0799999999995
2757,2426,5381,3860,6549,5263,2580,6675,3440,4325,1763,5363,6565,5619,6562,2023.56,167.81,168.15999999999988
2197,2773,3212,4066,609,7033,2294,5143,5475,1566,364,3234,5075,1045,6281,2017.72,251.9,285.8000000000001
2207,5465,7014,495,1370,5634,5203,3805,4662,3868,6115,3307,3198,1790,6537,2017.98,260.27,301.32000000000005
26,1730,1284,107,4997,2108,949,3242,6634,6305,6414,3121,1821,4510,437,2023.2,378.15,452.64000000000044
1652,1326,5500,4983,2708,6704,4606,6337,6425,3862,4312,3601,216,647,280,2017.03,389.89,451.32000000000016
5696,4870,925,4004,4594,7083,2104,4981,6341,1136,338,2970,652,6288,4284,2020.58,207.56,227.23999999999972
86,2432,6862,2841,6779,612,697,4451,3717,3122,1682,6450,2549,3183,1914,2017.17,449.98,557.4800000000008
6215,3986,7008,3277,779,632,937,5086,6540,2997,4198,3554,3406,7027,5826,1998.61,70.03,71.88000000000005
6361,3639,548,5149,1604,5217,2476,6852,3921,3460,968,6540,4573,1371,3044,2022.02,451.9,548.1199999999995
1333,1444,5789,1223,2675,4048,7043,2773,2118,4438,39,5820,1382,45,5309,2020.01,231.18,255.95999999999978
2554,990,4464,907,3985,6440,5862,4923,3966,4311,620,4265,2010,3368,6943,2020.15,389.7,492.03999999999957
2403,2922,1877,6280,1477,7077,5133,13,5543,433,4993,2566,4457,3825,6409,2021.65,465.18,595.8400000000001
