n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
474,627,382,273,141,190,887,692,6,346,514,185.56,49.8,50.599999999999994
474,919,619,82,342,567,958,631,716,41,745,159.14,32.08,33.12
388,173,720,968,462,974,742,432,160,172,243,156.56,29.06,29.400000000000002
52,113,135,518,892,946,604,64,792,704,392,178.62,35.6,35.12
808,764,908,104,941,298,209,690,229,743,812,165.18,33.35,34.51999999999998
431,910,89,791,273,933,214,406,287,349,828,173.93,34.01,37.91999999999998
44,204,725,907,5,900,421,56,917,387,866,186.21,47.52,50.199999999999974
503,142,24,242,434,753,928,871,114,987,611,195.08,38.8,37.75999999999999
3,124,782,592,202,916,872,207,338,8,913,199.81,74.91,79.24000000000007
85,136,552,939,17,512,86,586,508,550,943,177.03,39.18,39.519999999999996
202,430,70,407,196,654,783,95,717,593,148,179.98,33.06,33.400000000000006
176,962,623,736,981,42,55,276,568,699,620,175.24,29.58,30.079999999999995
872,152,763,274,754,589,35,124,889,722,412,164.6,29.04,31.999999999999996
973,927,242,165,625,517,44,753,374,865,690,168.07,31.65,33.07999999999999
534,604,578,793,704,88,888,355,112,884,902,177.66,30.41,30.52
598,374,462,215,411,203,969,588,763,18,388,183.78,43.5,45.11999999999998
818,622,336,0,443,114,218,227,454,276,332,189.92,49.7,50.23999999999999
834,90,314,644,291,105,529,802,56,26,390,183.51,34.08,34.44000000000001
799,573,826,438,509,354,726,796,254,579,755,148.96,32.49,33.639999999999986
67,435,663,236,98,987,778,410,522,381,978,170.33,32.82,32.480000000000004
880,573,378,142,683,297,175,709,863,896,265,161.62,26.4,26.840000000000003
30,51,962,998,829,176,269,969,168,123,621,174.95,36.99,39.51999999999999
151,12,49,62,461,213,805,398,301,626,15,195.33,53.37,61.03999999999998
989,817,363,291,144,492,575,284,140,984,88,172.48,37.99,40.47999999999999
765,569,303,712,120,67,430,462,145,720,575,160.74,27.18,27.200000000000003
782,813,392,602,908,822,173,679,732,280,790,155.09,26.62,26.919999999999995
611,901,623,506,357,101,945,49,283,541,131,168.04,35.55,37.67999999999999
