n0,n1,n2,monte_carlo,monte_carlo_max_hop,two_hop
5305,2471,6468,17.7,5.83,6.426676165636965
791,1186,8779,20.65,8.77,8.665673767609647
1542,5991,9548,18.18,6.59,6.802043943094275
950,8313,3517,18.34,7.48,6.857027573926475
614,1408,7104,28.41,13.33,12.40253781186298
6851,1144,3943,17.41,8.96,8.36205903006945
1486,9028,6955,19.1,7.82,7.930046558866474
968,9264,2028,38.79,14.16,14.670180105050928
3657,9551,1013,25.35,7.71,7.266966478845712
9455,9593,6499,12.94,5.2,5.524178631375453
812,3622,763,17.0,5.84,6.365437769584904
9120,2181,4744,17.27,6.19,7.18102820184556
6867,2363,8858,18.49,7.32,7.540561351736574
1929,9353,5054,17.27,7.2,6.933798071268319
9179,2961,1688,23.13,8.85,9.029072764642857
9528,9358,3078,17.91,4.89,5.448156050939689
6101,1596,8974,17.96,6.34,6.149104704474342
1028,9246,976,24.2,12.3,11.631525954687921
3374,8133,8711,12.6,5.41,5.504320300064794
7005,5146,7628,15.65,6.33,6.434333849293896
9593,7424,5924,9.76,4.83,5.318827436284407
4911,4070,2945,18.53,8.83,8.837437326100156
3999,1341,9411,17.47,8.3,7.765619583541676
4919,8604,8111,16.29,6.72,6.2761576217552415
5627,7353,4717,16.68,7.18,7.133751019222548
9977,1199,1934,19.8,10.61,10.232695931196659
8387,6850,2702,15.48,7.23,7.494641443127051
5604,2490,8011,14.43,6.78,6.423582303762033
6909,642,1271,20.66,9.51,9.500880730176704
9143,9388,5140,16.32,7.27,6.532392112885311
5572,5737,9738,13.09,6.58,6.62894326497588
8137,9501,7474,12.43,6.35,6.056364278312199
1126,1533,4422,18.13,7.14,7.294789114494046
7767,1064,994,14.02,5.96,5.432223973335865
5072,9469,7301,9.11,5.99,5.8016014652934444
4662,6320,5685,14.09,7.43,7.9297270430313365
369,7564,5823,15.08,7.5,7.727941082589336
2753,1918,8088,10.28,6.98,6.8588661010686724
965,3575,4709,25.65,7.62,8.0501389963182
2119,4056,6519,16.53,6.8,6.258417577821014
6405,8134,1320,20.79,7.89,8.391368954925724
2725,7359,6580,12.29,6.28,6.6117815503554755
9002,4552,2243,9.64,6.87,6.465064740466978
7053,9014,4561,17.61,8.01,8.076363715759378
6804,5878,6233,12.1,7.61,7.0884479739612
3780,2472,1359,14.54,7.73,8.171090792862696
2887,2478,3800,13.02,5.75,5.548896326180402
3822,197,7945,31.81,11.13,11.540746605554082
9652,2987,4304,14.83,6.04,6.664992376370707
4619,67,2386,41.53,12.79,13.664939777960578
6864,8758,6049,10.53,5.11,5.602191535111439
9991,9278,5220,13.03,6.72,6.392672455976687
2056,8445,884,22.94,10.55,10.740678096898922
7481,9163,6428,18.2,6.84,6.93628183476368
6521,6536,6457,17.93,6.24,6.65754485560948
1696,7889,6560,19.98,6.66,6.978319444443529
1019,3122,1103,19.8,8.93,9.329302346242908
3420,7219,2659,12.93,6.91,6.549047572490586
1801,5571,9842,19.59,6.77,6.925590325936513
861,1677,3,228.44,84.4,85.74076638707282
9286,2478,8791,9.78,5.21,5.231691492474761
1662,5957,417,26.58,13.04,12.800424672576959
1152,3407,6164,16.17,7.06,7.449680819595278
2433,4132,5691,18.99,9.07,8.483719327295184
9867,5966,7768,10.65,5.24,5.502387616465186
2012,1889,7996,11.64,6.43,7.337208371085282
7634,7870,7927,10.3,5.68,6.041608746095504
5109,1407,2361,13.21,6.02,6.220693216938478
1674,5613,4337,19.4,7.63,8.124415048920579
7841,2645,8459,16.86,7.63,8.029439818752309
378,3362,8654,39.49,9.92,10.20502919432165
5926,2401,8899,13.56,7.48,7.670016933592613
443,8652,4883,22.24,7.47,7.809664994163032
1491,4278,8493,16.66,6.86,6.958610090860759
6008,2736,5827,20.43,6.51,6.835457376592871
3650,8725,8873,13.98,6.14,6.038771730525561
8236,5401,3654,18.23,6.8,6.108293532244083
3197,3922,6564,28.31,9.02,9.766900317479271
3714,3275,8480,12.79,5.87,6.191884958599955
8073,5825,474,31.3,10.25,9.843878794295374
457,4577,7737,25.08,8.85,8.703577476508276
4246,3172,9914,12.31,7.31,7.596147193549206
5640,7327,5726,11.22,7.12,7.139868361006812
5974,1319,3612,17.49,7.52,7.97863585682445
1673,3716,7701,19.49,9.95,9.953035962317323
3222,5533,3348,12.7,6.44,6.613323250495874
7907,9998,31,95.93,30.41,30.183192596616912
7855,5636,1389,9.3,6.78,6.87728108418977
1964,6365,3265,17.37,7.87,7.656453206874786
7832,2924,7109,18.45,5.83,6.2353945170969975
5447,1421,6485,19.44,7.17,7.802812069407905
7588,6576,1391,19.09,6.47,7.295913558402383
2602,2785,2081,29.71,12.62,12.541588867430928
451,2476,9679,16.42,5.67,6.30620184726455
7624,2394,9762,12.15,7.25,7.346976307769238
7771,5741,2554,15.21,6.87,7.394250410821224
8989,8983,2146,16.77,7.36,7.40476549710013
350,233,1683,31.74,13.18,13.10779745388228
8627,2281,7107,24.82,10.57,10.97378902847485
3191,3457,458,19.74,8.54,8.386229717455247
