n_nodes,influence,n0,n1,n2,n3,n4
5,996.2900,293,608,401,177,157
5,996.1500,293,157,966,401,507
5,996.1300,293,157,401,177,507
5,996.0800,293,157,966,401,177
5,996.0800,293,157,966,401,177
5,996.0800,293,157,966,401,177
5,996.0800,293,157,966,401,177
5,996.0800,293,157,966,401,177
5,996.0800,293,157,966,401,177
5,996.0800,293,157,966,401,177
5,995.9800,293,608,149,401,157
5,995.9800,293,608,149,401,157
5,995.9800,293,608,149,401,157
5,995.9500,293,157,966,401,507
5,995.9100,293,157,966,401,507
5,995.9000,293,157,966,401,177
5,995.8800,659,902,180,401,157
5,995.7300,293,608,149,401,177
5,995.7300,293,608,149,401,177
5,995.7300,293,608,149,401,177
5,995.7300,293,608,149,401,177
5,995.7000,293,608,149,401,177
5,995.6900,293,608,149,177,157
5,995.6900,293,608,149,177,157
5,995.6800,520,938,401,177,507
5,995.6800,520,938,401,177,507
5,995.6800,520,938,401,177,507
5,995.6800,520,938,401,177,507
5,995.6400,293,157,966,401,507
5,995.6200,293,608,149,401,177
5,995.6200,293,608,149,401,177
5,995.6200,293,608,149,401,177
5,995.6200,293,608,149,401,177
5,995.6200,293,608,149,401,177
5,995.6200,293,608,149,401,177
5,995.6200,293,608,149,401,177
5,995.6200,293,608,149,401,177
5,995.6200,293,608,149,401,177
5,995.6100,293,157,966,401,507
5,995.6100,293,157,966,401,507
5,995.6100,293,157,966,401,507
5,995.6100,293,157,966,401,507
5,995.5900,293,608,149,401,177
5,995.5900,20,293,401,177,157
5,995.5900,20,293,401,177,157
5,995.5900,20,293,401,177,157
5,995.5900,20,293,401,177,157
5,995.5700,546,966,401,177,157
5,995.5500,452,401,177,157,381
5,995.5500,659,902,180,401,507
5,995.5500,659,902,180,401,507
5,995.5400,293,608,149,515,507
5,995.5400,293,157,966,515,507
5,995.5400,293,157,966,515,507
5,995.5400,293,157,176,401,507
5,995.5400,293,157,966,515,507
5,995.5400,293,157,966,515,507
5,995.5400,293,157,966,515,507
5,995.5400,293,157,176,401,507
5,995.5400,293,157,966,515,507
5,995.5400,293,157,966,515,507
5,995.5400,293,157,176,401,507
5,995.5400,293,157,966,515,507
5,995.5100,293,157,381,401,177
5,995.5100,293,157,381,401,177
5,995.5000,293,157,381,401,177
5,995.4800,293,157,176,401,177
5,995.4800,293,157,180,401,177
5,995.4800,293,157,180,401,177
5,995.4800,293,157,180,401,177
5,995.4700,608,12,966,401,507
5,995.4600,293,608,149,515,157
5,995.4600,293,608,149,515,157
5,995.4600,515,938,401,177,157
5,995.4600,293,608,149,515,157
5,995.4600,293,608,149,515,157
5,995.4400,515,608,149,401,157
5,995.4400,520,938,401,177,157
5,995.4400,293,157,966,401,507
5,995.4400,520,938,401,177,157
5,995.4400,293,157,966,401,507
5,995.4400,520,938,401,177,157
5,995.4400,520,938,401,177,157
5,995.4200,293,157,180,401,177
5,995.4200,20,293,180,507,157
5,995.4200,20,293,180,507,157
5,995.4200,20,293,180,507,157
5,995.4200,20,293,180,507,157
5,995.4200,20,293,180,507,157
5,995.4200,20,293,180,507,157
5,995.4100,520,566,401,177,507
5,995.4100,520,938,401,141,157
5,995.4100,520,938,401,141,157
5,995.4100,520,938,401,141,157
5,995.4100,520,938,401,141,157
5,995.4100,520,938,401,141,157
5,995.4000,520,938,149,401,177
5,995.3900,659,902,180,515,507
5,995.3900,659,902,180,515,507
5,995.3900,659,902,180,515,507
5,995.3700,515,902,401,141,157
5,995.3500,293,938,401,141,157
5,995.3300,293,938,401,177,157
5,995.3200,608,293,401,177,504
5,995.3100,293,608,149,515,507
5,995.3100,293,608,149,515,507
5,995.3000,293,157,180,515,507
5,995.3000,293,157,180,515,507
5,995.3000,293,608,149,177,157
5,995.3000,293,157,180,515,507
5,995.3000,293,157,180,515,507
5,995.3000,293,157,180,515,507
5,995.3000,293,157,180,515,507
5,995.2800,293,157,176,401,177
5,995.2800,293,157,176,401,177
5,995.2700,293,157,176,401,177
5,995.2700,293,157,381,401,177
5,995.2700,293,157,176,401,177
5,995.2700,293,157,381,401,177
5,995.2700,293,157,381,401,177
5,995.2500,293,157,966,515,507
5,995.2500,293,157,176,401,507
5,995.2500,293,157,176,401,507
5,995.2500,293,157,176,401,507
5,995.2400,293,157,180,515,507
5,995.2400,293,157,176,401,177
5,995.2300,293,157,176,401,177
5,995.2300,293,157,176,401,177
