n_nodes,influence,n0,n1,n2,n3,n4
5,185.5600,21,4,8,5,291
5,185.5600,21,4,8,5,291
5,185.5600,21,4,8,5,291
5,185.5600,21,4,8,5,291
5,185.5600,21,4,8,5,291
5,185.5600,21,4,8,5,291
5,174.5000,676,4,5,8,21
5,174.5000,676,4,5,8,21
5,174.4200,291,36,5,6,8
5,174.2000,21,4,8,5,291
5,172.3800,21,4,8,5,291
5,170.9600,21,4,8,5,291
5,169.9300,676,4,8,5,291
5,167.4900,516,4,8,5,291
5,167.4900,516,4,8,5,291
5,167.4900,516,4,8,5,291
5,163.7400,516,4,8,5,291
5,161.8000,20,5,8,349,21
5,161.8000,349,31,8,5,17
5,161.8000,349,31,8,5,17
5,159.6700,349,31,8,5,17
5,158.7600,349,31,8,5,21
5,157.6900,163,5,8,349,31
5,157.5700,21,31,8,5,291
5,156.4100,21,31,8,5,291
5,156.4100,21,31,8,5,291
5,156.4100,21,31,8,5,291
5,156.4100,21,31,8,5,291
5,156.2000,21,5,8,803,31
5,156.1600,349,31,8,5,291
5,156.1100,676,4,5,8,291
5,155.8700,642,5,8,60,32
5,155.1800,642,5,8,60,32
5,155.0400,546,5,8,60,32
5,155.0400,546,5,8,60,32
5,155.0400,546,5,8,60,32
5,155.0400,546,5,8,60,32
5,154.9100,687,31,8,5,291
5,154.9100,687,31,8,5,291
5,154.9100,687,31,8,5,291
5,154.9100,687,31,8,5,291
5,154.9100,687,31,8,5,291
5,154.9100,687,31,8,5,291
5,154.9100,687,31,8,5,291
5,154.9100,687,31,8,5,291
5,154.9100,687,31,8,5,291
5,154.9100,687,31,8,5,291
5,154.9100,687,31,8,5,291
5,154.9100,687,31,8,5,291
5,154.9100,687,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.7900,349,31,8,5,291
5,154.6200,21,743,8,5,291
5,154.6200,21,743,8,5,291
5,154.6200,21,743,8,5,291
5,154.6200,21,743,8,5,291
5,154.5300,687,31,8,5,222
5,154.3700,5,374,8,17,21
5,154.3400,21,31,8,5,291
5,154.2800,20,5,8,349,31
5,154.1300,514,31,8,5,291
5,154.0900,896,5,8,21,31
5,153.6800,349,31,8,5,32
5,153.5600,5,374,8,17,31
5,153.5000,187,5,8,349,31
5,153.0500,21,743,8,5,291
5,153.0500,21,743,8,5,291
5,153.0500,291,5,8,107,222
5,153.0500,21,743,8,5,291
5,153.0500,291,5,8,107,222
5,153.0500,21,743,8,5,291
5,153.0500,21,743,8,5,291
5,153.0500,291,5,8,107,222
5,153.0500,291,5,8,107,222
5,153.0500,291,5,8,107,222
5,153.0500,21,743,8,5,291
5,153.0500,21,743,8,5,291
5,153.0500,21,743,8,5,291
5,153.0500,291,5,8,107,222
5,153.0500,291,5,8,107,222
5,153.0500,291,5,8,107,222
5,153.0500,21,743,8,5,291
5,152.9400,687,31,8,5,291
5,152.7000,21,743,8,5,17
5,152.7000,21,743,8,5,17
5,152.4400,349,31,8,5,291
5,152.0200,433,31,8,5,349
5,152.0200,433,31,8,5,349
5,152.0200,433,31,8,5,349
5,152.0200,433,31,8,5,349
5,152.0200,433,31,8,5,349
5,152.0000,349,31,8,5,291
5,151.8200,642,5,8,60,32
5,151.8200,642,5,8,60,32
5,151.8200,642,5,8,60,32
5,151.7500,291,5,8,872,31
5,151.6000,433,31,8,5,291
5,151.3500,349,31,8,5,222
5,151.1500,687,31,8,5,291
5,151.1200,291,5,356,8,21
5,151.1200,291,5,356,8,21
5,151.1200,291,5,356,8,21
