n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
1933,2484,845,5908,3244,3922,1269,738,544,162,3289,18.6,16.69,16.47426789002568
4500,2370,6557,6268,482,1818,4262,4396,2951,2266,6387,24.73,20.56,20.86130581115858
1414,6773,869,2144,1756,210,6790,5248,6608,2132,6557,14.81,14.01,14.153285896977122
2226,1584,1350,2538,2372,5136,7105,5995,7001,6951,3050,33.58,27.11,26.903143923876634
710,6920,4963,2764,5502,3177,4144,2038,1456,2026,3879,19.64,16.51,15.827243503037456
2293,731,6700,7090,4486,6885,2459,59,2391,4688,5774,20.91,16.13,16.781946633584496
2553,6947,6268,4164,1598,3391,3471,4906,2360,3531,3697,21.89,17.07,17.14784532212193
1321,1910,2499,2127,6656,6532,354,664,379,3790,5131,17.86,15.56,15.788008433959059
2297,4250,4379,5308,3860,5741,2808,1188,5519,1602,544,18.07,15.23,15.141737828630685
3381,1660,5202,5182,3613,2263,1504,2914,3571,6118,4823,15.47,14.54,14.154540921902962
2626,5197,4575,1627,2650,827,6876,504,5801,1874,2273,20.92,16.4,16.395524060166473
6268,4769,5041,7062,1944,1000,2712,1454,2383,3760,210,12.72,12.15,12.210897462115453
350,2925,5712,676,2340,6020,5531,2679,148,2644,2367,31.8,21.42,22.455774133458267
2635,1252,6350,5340,3362,7056,5083,5570,6700,636,2403,14.18,13.33,13.347040289185678
5060,1568,3638,2392,1117,2048,3126,4905,1301,2714,4694,23.92,20.41,21.102411723077832
76,2976,366,3725,1389,2991,6420,6589,2971,2378,4681,17.14,15.37,14.877232640125216
795,3598,1697,3473,1703,930,486,509,452,6038,1381,21.37,17.42,17.37647061333879
4878,5544,1225,4968,334,4474,4019,4773,2040,2633,291,19.31,16.39,16.57742426597153
1001,6839,4335,2399,6338,3353,5338,1640,3913,1652,1981,19.21,16.97,16.623453477842357
3594,3363,4029,302,1794,3450,3633,2036,5303,3504,6807,12.27,11.68,11.873120922786875
1767,4084,1537,259,301,2083,2075,1985,4306,1704,6326,17.44,15.53,15.29071885158622
