n0,n1,n2,monte_carlo,monte_carlo_max_hop,two_hop
474,627,382,11.4,7.21,6.8591017454294745
273,141,190,10.75,6.89,6.683567578863345
887,692,6,47.68,27.5,28.461169535440778
346,514,474,12.33,5.91,6.285960273587208
919,619,82,11.51,7.84,7.880715325907612
342,567,958,11.3,7.07,7.059829742768055
631,716,41,20.52,9.78,10.490713009332712
745,388,173,14.43,7.54,8.01895429014327
720,968,462,9.86,5.21,5.2349837556538965
974,742,432,11.03,7.29,6.973874352115037
160,172,243,13.09,8.27,8.460249372551383
52,113,135,19.46,11.74,11.103429161684527
518,892,946,12.1,6.84,6.869638107290969
604,64,792,10.6,6.13,6.487611138895009
704,392,808,10.06,6.82,7.011225016565925
764,908,104,12.67,8.02,8.113071482910078
941,298,209,15.24,9.16,8.550241707501034
690,229,743,12.02,6.83,6.858203215576112
812,431,910,7.19,5.66,5.4263968472474655
89,791,273,10.71,6.78,7.445545051677364
933,214,406,17.29,8.32,8.648333090017044
287,349,828,11.33,6.46,6.810701346294175
44,204,725,24.14,14.53,14.520648742226815
907,5,900,28.39,13.69,13.907310758664462
421,56,917,10.72,6.66,6.749934001127471
387,866,503,14.83,7.8,7.608652369502989
142,24,242,20.81,12.98,13.274912514213526
434,753,928,9.56,6.22,5.974181541794323
871,114,987,15.73,8.84,8.700683101162774
611,3,124,97.85,54.62,55.80266949990241
782,592,202,17.03,9.79,9.614124965856714
916,872,207,8.47,5.66,5.346401051739721
338,8,913,23.02,13.69,13.337044428209031
85,136,552,13.51,8.05,7.478571687500145
939,17,512,19.96,10.42,10.91075733538755
86,586,508,10.11,6.23,6.698159536024421
550,943,202,15.5,9.37,9.702281248016668
430,70,407,12.96,8.13,8.394527607582852
196,654,783,9.4,6.26,6.3410742090659475
95,717,593,8.5,5.75,5.988496798498135
148,176,962,10.75,6.28,5.804382761771256
623,736,981,9.21,4.81,5.09597800093642
42,55,276,14.03,7.36,7.206096112544498
568,699,620,14.38,7.06,6.99371792423263
872,152,763,9.84,6.36,6.777044508569626
274,754,589,7.97,4.99,5.374682848640338
35,124,889,16.33,8.85,9.35171515310528
722,412,973,7.93,5.41,5.32604891701212
927,242,165,14.89,7.5,7.395498493550736
625,517,44,26.82,14.16,14.016837254494273
753,374,865,9.21,5.71,5.978713980255333
690,534,604,8.37,5.35,5.461279778422636
578,793,704,11.69,6.72,7.1393068618938145
88,888,355,16.3,9.33,8.922300827391252
112,884,902,17.47,8.41,8.427960494764573
598,374,462,12.97,6.4,6.233033762104878
215,411,203,22.15,14.25,14.453852195183362
969,588,763,12.96,6.75,7.071993294451056
18,388,818,32.22,18.61,18.59945003117326
622,336,0,45.76,22.31,23.621980016039597
443,114,218,21.12,9.33,8.770486974010577
227,454,276,7.46,5.58,5.540087971185898
332,834,90,14.27,9.34,8.963501078691877
314,644,291,12.12,8.75,8.490806650154736
105,529,802,12.09,6.25,6.046726137372898
56,26,390,21.96,10.42,10.70959205450168
799,573,826,10.6,5.84,5.93217678857355
438,509,354,15.85,8.63,8.691465508677197
726,796,254,15.57,7.25,7.3184966955649084
579,755,67,19.82,9.32,9.494714728860803
435,663,236,15.69,8.52,8.604189675870348
98,987,778,12.74,7.33,7.417112269259181
410,522,381,12.98,7.06,7.839454058165933
978,880,573,8.67,5.42,5.414117826617827
378,142,683,9.45,6.4,6.284902629888247
297,175,709,16.03,8.7,9.084659729159942
863,896,265,10.3,7.3,7.159124296568629
30,51,962,22.53,11.8,11.980900813106832
998,829,176,8.58,5.45,5.364978256627969
269,969,168,13.67,7.17,7.594046885748124
123,621,151,20.23,13.02,13.368382541184003
12,49,62,35.91,20.79,20.61203908405209
461,213,805,12.01,8.03,8.071868837196327
398,301,626,10.46,6.43,6.4899241073431515
15,989,817,15.99,10.58,10.929154599267351
363,291,144,14.94,8.27,8.705665829614242
492,575,284,11.74,5.19,5.822268728340523
140,984,88,17.08,10.67,10.48345245526103
765,569,303,10.81,6.51,6.434747150060915
712,120,67,21.29,8.51,8.66447371231462
430,462,145,11.2,7.11,6.802409183362817
720,575,782,8.98,5.35,5.106153093500444
813,392,602,9.0,5.97,5.949167922377169
908,822,173,15.11,6.9,6.758032571817067
679,732,280,9.55,6.1,5.964359509885826
790,611,901,11.68,7.3,7.116431748887889
623,506,357,14.45,8.81,8.351743453832995
101,945,49,22.32,10.45,10.089985186320195
283,541,131,15.09,8.87,8.161302100944386
177,817,644,14.13,7.85,7.179111802452884
