n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
35222,149213,222149,210308,200218,16543,66864,30911,129875,199481,117831,19.62,18.49,18.290000000000006
123796,170811,99513,206759,55038,24604,127888,7431,234177,219090,102186,20.75,18.46,18.890000000000008
113447,159236,199827,201105,552,182408,116755,69816,189147,210193,59968,20.77,18.23,18.910000000000004
154967,247797,26798,236303,83212,8018,5851,6670,170274,141928,2413,19.37,19.27,18.980000000000008
246192,231010,99930,179957,56780,254028,110655,190277,7612,138314,58115,20.01,18.13,18.740000000000006
200199,114789,246196,129974,144928,61101,90623,60520,177431,57352,199477,19.93,18.19,18.700000000000006
120482,249625,75964,242878,5633,109099,219566,240194,145871,241746,168373,18.91,17.39,17.770000000000003
26214,48734,164981,260189,189697,225429,77696,31690,194811,87214,234769,18.21,17.62,17.630000000000006
189132,255132,186434,131281,245482,253548,110652,133095,217588,238599,175716,18.7,18.67,18.400000000000006
49767,79526,74490,154030,255184,231336,130904,221825,246654,132457,103115,19.41,18.67,18.820000000000007
154403,223684,9050,125888,63632,194964,209034,105981,108609,174258,45352,20.55,18.41,18.970000000000006
96239,143864,231402,184297,203381,176812,193518,98226,22666,115071,174000,19.55,17.73,18.190000000000005
133280,28293,204064,42912,136560,220188,103089,97130,128370,192090,7752,20.54,18.96,18.78000000000001
123029,11399,80879,184387,222377,257736,161168,155499,151565,103179,169648,20.36,19.22,18.900000000000006
44656,44195,131658,59490,257445,3224,201988,52302,141457,241195,225519,18.75,17.53,17.880000000000003
143743,60863,106025,134682,90131,249683,222156,151465,92608,120358,238486,19.27,18.1,17.800000000000008
70589,172809,143653,159631,250902,191207,1496,100581,205430,224644,215085,19.12,17.75,18.390000000000004
250254,232306,246011,194118,134348,212111,33881,135968,203790,147156,53866,19.27,18.29,18.590000000000007
111697,248963,14712,126117,228067,95613,149421,145332,52386,246681,132309,19.22,18.72,18.360000000000007
108370,127120,213215,93530,108638,90722,415,141158,141586,163444,206161,18.62,17.98,17.770000000000007
160550,86805,120100,157248,7333,210913,60189,166558,46454,144377,153212,21.27,19.0,18.830000000000005
47391,225708,24012,209305,144448,208954,223156,214024,244042,66923,8508,18.72,17.34,17.980000000000008
220658,247351,176452,18468,21819,227561,4375,118750,3816,197694,198072,17.97,17.84,17.650000000000006
73714,65420,70422,28701,209004,163788,48394,90288,76096,18223,43901,20.46,18.27,18.97000000000001
41844,66903,138249,249549,44078,172138,71542,169922,186539,77199,119197,20.08,18.6,18.850000000000005
184189,84410,130152,124196,29934,6195,81790,101333,90005,110341,208719,20.0,18.89,18.670000000000005
49293,67743,28511,66442,235882,191405,133723,256046,54811,253116,158767,19.47,17.94,18.28000000000001
113155,214182,255735,5457,59080,4683,104153,38394,9260,188438,251630,20.55,19.2,18.83000000000001
