n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
59429,97101,252259,98400,33116,50624,184763,11476,22330,35872,64865,42.96,26.95,26.959999999999994
212668,261915,132739,54892,105043,168261,7941,120359,127769,118785,102361,47.02,30.09,31.159999999999993
129756,150241,50392,235232,217716,105561,23479,127165,61389,198973,5240,48.3,28.49,29.599999999999994
183805,69931,136361,106866,124340,236470,238854,99372,190317,29813,173791,49.93,29.31,30.759999999999998
67726,25471,259942,213446,16538,101284,162573,217456,98882,28240,173236,50.62,28.88,29.599999999999994
15218,88719,61451,181220,22558,130437,236818,170320,135478,236290,54504,44.59,28.62,29.39999999999999
152446,211915,37260,159047,16875,141483,248001,9821,128101,183977,50817,43.96,28.48,28.879999999999992
38851,247999,225525,151771,119606,191087,153188,230938,116689,74882,146098,45.75,29.47,30.679999999999996
93505,224143,230182,111704,35383,41497,200355,157630,25589,139410,180926,49.04,29.56,30.839999999999993
82257,184063,93593,249036,168796,221116,129664,132021,163574,51812,80947,47.54,29.88,30.759999999999998
39363,93254,138600,74541,133638,172243,18722,211844,236773,224584,133016,43.77,28.57,29.559999999999995
239354,183840,142851,57659,90230,63933,238001,3123,77517,89976,57616,46.71,31.89,31.519999999999996
69951,8822,110992,66787,98808,78211,218710,184915,233692,109292,45940,44.08,28.96,31.199999999999996
172344,103878,30477,43563,244460,173846,223375,255549,6719,52902,255085,50.95,30.8,31.279999999999998
200926,42120,78654,30535,3464,208776,200356,99733,89604,219256,44605,47.26,29.25,29.959999999999994
149192,114191,237275,60743,36448,107505,147848,116930,106733,109566,21008,45.3,30.45,31.559999999999995
154274,18343,75692,187916,24932,8921,22349,173857,27924,200351,136562,48.48,30.91,31.319999999999997
138224,94414,40280,211733,245487,132362,127988,185644,38937,256919,158451,43.39,29.07,29.479999999999993
16508,49723,4441,239236,36802,89336,101274,172545,150384,31653,194970,47.7,29.55,31.39999999999999
78488,92129,85310,252959,95956,770,169304,219068,130814,55071,15903,42.97,30.74,30.879999999999992
229422,161811,8682,231448,253011,227777,199066,211945,259643,214024,152045,48.36,29.67,30.519999999999996
45081,46608,88479,254245,112992,115742,31706,21850,52549,158702,58715,44.86,31.08,31.959999999999997
130340,212697,124043,207148,40506,99899,31987,28432,152236,188995,118669,52.22,30.46,31.839999999999996
169847,33148,188572,115207,134868,190191,23705,187561,243407,123547,147812,41.37,27.75,28.879999999999995
103219,214030,94583,119363,59118,13350,51775,12825,116974,29201,28359,49.42,30.42,30.599999999999994
55368,190091,1206,185682,157455,160305,237647,5929,171759,95446,217386,47.3,29.63,30.559999999999995
113356,138380,24467,256548,253699,196337,198084,157339,131749,214767,184856,44.3,30.69,31.319999999999997
149153,52606,131472,60144,84963,137819,100692,195022,136260,169678,51426,48.03,30.69,31.47999999999999
1752,75905,160738,77721,238249,20938,194849,84156,243159,237767,257354,43.88,29.26,30.999999999999996
105613,58633,165764,77704,20872,143481,109964,256063,195094,96797,211492,43.58,26.92,28.159999999999993
246788,194187,222948,84103,135338,79212,163869,217908,250885,93551,205330,37.61,25.7,26.279999999999998
234689,77549,170756,221699,28651,51312,127195,96985,99246,251286,153346,40.39,27.89,28.91999999999999
