n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
7070,6955,463,750,695,2957,6844,1635.74,46.55,48.86000000000009
1385,6029,6627,5486,6994,2524,2060,1635.81,51.63,54.140000000000036
4963,1738,4970,292,4761,5580,1297,1387.06,31.63,30.940000000000005
3528,5230,3223,6583,5922,7047,4170,1441.06,33.15,32.36000000000004
3047,4457,3644,4112,2197,294,224,1225.05,21.49,21.999999999999993
2982,3808,2608,3113,3470,4306,1347,1648.82,69.67,66.74000000000007
4591,1453,1934,1889,195,1447,2663,1506.05,28.58,27.78999999999999
1422,1119,4179,4179,2946,4208,5525,1176.79,21.54,24.190000000000012
4586,1489,3650,6527,3396,6016,4303,1656.94,85.03,90.58999999999992
6249,2983,6469,4861,2898,2964,7036,956.27,16.05,15.60000000000001
3651,1320,6176,3275,5858,6050,3779,1538.91,33.66,32.47999999999999
5365,4344,2047,4014,2286,4080,4102,1108.46,14.91,16.49
4222,6811,6522,2899,5420,3724,3776,1422.42,34.31,36.60999999999993
2873,4650,5946,4567,5929,3740,3986,749.99,11.34,10.85
5397,1817,2659,6673,5730,6840,1360,812.87,12.25,12.959999999999994
5049,2196,6332,3930,2535,2484,6547,1358.04,22.66,22.51999999999998
5785,6808,4130,4605,4241,4156,5336,1656.44,118.04,123.90000000000009
5044,4816,3331,2554,5987,1702,4005,553.7,12.73,12.510000000000012
4193,3003,5605,5105,617,6424,6720,1598.74,49.16,48.630000000000045
2797,5946,68,6676,1567,6101,869,353.25,10.09,10.160000000000004
481,4705,5348,400,2237,4847,1856,1473.93,34.82,33.070000000000036
5590,870,6179,4279,1118,6995,2177,1658.23,127.88,132.95000000000007
2005,6756,1724,494,3464,5873,6221,1097.75,20.63,21.45000000000005
261,465,2968,2950,1408,2043,5511,731.34,13.57,13.400000000000015
192,679,943,552,207,334,5975,1637.65,164.68,182.95000000000007
173,3056,2094,1046,6662,1287,6019,1649.43,108.04,115.45999999999995
1505,4285,5664,15,3158,4828,353,1650.27,84.42,90.28000000000003
6505,2030,1240,297,34,2819,5040,1650.03,134.08,132.77999999999994
5142,6082,6124,926,2343,2762,4003,1556.69,40.18,40.880000000000024
252,2526,3675,4517,6274,4957,6061,1454.37,24.45,24.629999999999985
374,2162,6190,3291,7065,5092,5778,1587.38,46.03,46.690000000000055
1257,3873,1847,765,5413,5631,2591,1485.8,34.68,37.28000000000004
6868,835,198,3668,6458,1044,4245,1650.01,74.09,72.4300000000001
4791,6398,3219,3988,4217,2686,1178,1653.8,89.94,88.83000000000003
2793,2122,2144,4964,3438,5351,147,1340.34,27.56,25.68000000000001
5730,4570,1151,5493,465,2072,274,1647.32,81.25,83.88000000000008
1078,1320,1398,785,3714,5202,1897,1654.23,354.51,437.60000000000065
4163,5800,257,2021,1904,5848,3642,1639.54,61.3,61.18000000000003
602,2054,658,4843,1869,5113,6484,1306.7,19.8,20.640000000000004
6555,5111,5812,2947,2102,5607,3465,1311.86,24.31,22.980000000000015
2283,4310,6149,39,1237,290,3151,1011.86,16.94,18.589999999999996
3348,1312,910,4194,5929,719,1973,1636.37,54.56,47.969999999999914
834,817,162,1488,6148,1896,861,353.09,9.34,8.77
1780,200,4265,5484,3804,3718,2537,1657.07,48.77,48.949999999999996
4387,5257,3112,1740,5608,6230,1721,1650.73,150.49,171.86999999999983
5971,6603,3553,3486,4190,174,4760,1408.07,29.66,29.53000000000005
4844,419,3424,4301,4762,1484,768,1654.64,108.14,118.87999999999988
5433,6575,3930,2999,159,4253,971,1504.93,33.14,33.52999999999999
5001,3002,2372,5655,3049,2525,156,1423.18,31.11,31.870000000000005
5614,3377,828,860,2506,1625,6886,1224.36,19.66,19.949999999999996
6351,5509,6761,128,6652,3698,491,1617.81,48.65,51.60000000000006
3364,5220,3980,3795,1705,4822,5026,795.68,17.33,16.600000000000023
604,43,2329,197,3054,2505,5927,1644.7,75.99,77.50999999999995
627,1795,6184,4017,1575,948,4682,1426.58,28.55,27.380000000000013
3058,3209,5864,3794,1144,6173,2825,1641.89,31.87,31.94
3236,997,2082,997,1007,659,5050,1634.22,34.84,56.37000000000001
6963,2740,5251,3203,1736,5674,863,1522.47,26.1,27.51000000000001
202,5064,5399,3853,6366,353,5927,1463.62,31.64,30.690000000000005
5781,4079,2381,2929,3744,1158,6543,1076.95,22.35,23.48000000000005
3071,2203,3966,4311,7092,3912,5894,895.9,13.23,12.899999999999997
5963,6589,3432,4031,6848,5572,2431,1622.82,45.09,50.220000000000034
3233,1897,1281,4004,4886,2125,4493,1587.73,33.67,33.709999999999994
3503,5698,5563,5727,690,4799,5962,1649.93,184.78,211.29999999999973
6699,4716,786,582,2916,1442,4466,1645.63,86.69,98.81000000000016
1200,6605,3414,547,6541,705,5581,1649.1,95.92,104.66000000000004
6633,5309,307,1052,2427,3199,1898,1653.73,328.34,387.98000000000053
5803,5494,5579,2698,3595,1413,4292,1278.72,21.21,21.609999999999992
2351,918,1278,4430,6191,3471,787,1653.85,113.88,118.54000000000013
2693,4231,2036,5860,4212,2107,1389,1652.46,148.25,162.90999999999983
1290,3776,5760,1920,3310,2937,6412,1493.52,40.74,39.710000000000036
6261,4697,5971,1185,3822,3614,5888,1648.2,55.0,57.4299999999999
240,6633,4875,3139,6035,1478,3218,1655.39,75.67,82.46999999999996
4179,438,3952,2244,3317,2078,5820,1620.31,79.59,78.50000000000016
5990,3376,5778,5307,3870,2949,4485,1291.12,18.75,19.94999999999999
2709,5843,6108,5394,666,6239,6714,1653.7,151.12,153.16999999999982
6980,5945,1843,4365,5089,1539,3299,1650.91,61.45,63.16000000000011
6687,5463,3133,5200,95,2563,3805,254.02,12.4,10.880000000000006
4289,5829,3819,5325,1453,6685,773,1652.94,167.32,173.51999999999995
140,3300,1773,5975,4663,4967,3160,1651.93,53.48,52.08000000000002
1765,822,3194,6681,4568,6283,6566,1623.78,60.33,61.5500000000001
1634,2247,6096,4802,4753,1568,4012,1573.68,36.86,36.53000000000002
6587,5012,1129,69,5016,5559,3558,1653.67,87.2,92.2400000000001
3949,2078,4206,4637,1421,3826,5838,1638.17,59.74,59.510000000000076
1679,6227,596,2869,24,3976,4367,1639.61,77.36,76.82000000000002
6858,5481,5393,536,6182,4846,3973,1654.53,80.58,85.90000000000016
5527,2743,3762,2186,4119,3770,225,1654.43,123.42,136.7599999999998
653,5025,6176,2847,1422,6222,6146,1091.17,16.64,16.689999999999987
6425,3313,2091,5529,5121,6450,6827,1651.65,68.41,70.70000000000012
7078,5894,1104,443,1331,4091,3126,1653.08,67.96,75.36999999999996
3806,5535,2415,1276,85,2315,4566,1159.93,17.85,16.699999999999996
3828,14,3002,278,4407,6963,3132,832.76,13.18,14.469999999999995
4622,3627,1674,5541,2526,4081,5317,1009.56,16.99,17.770000000000017
1092,3963,5649,4411,5825,2479,628,1444.09,24.61,24.399999999999977
2113,6753,2564,2491,2733,5294,6519,1657.33,140.18,144.50999999999982
2557,5352,5265,3219,4244,6887,761,1651.34,88.59,86.36000000000004
4165,5188,1725,3204,4884,4345,6948,1471.69,24.65,26.079999999999995
6970,1225,6536,4134,5151,730,2523,1336.97,23.78,23.240000000000023
335,1908,3748,4598,1901,4281,2273,1651.86,102.58,109.05000000000015
501,916,917,5532,6706,6450,3106,1633.5,80.72,86.63999999999992
7017,2986,1750,2608,2917,633,2741,1306.75,24.25,23.990000000000013
